reactants	products	set	tanimoto	possible_products
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O	NC(Cc1ccccc1)C(=O)O	train	0.5405405405405406	CC(C)CC(N)C(=O)O.NC(Cc1ccccc1)C(=O)O
CC(O)=NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O	CC(O)=NC(CO)C(=O)NC(CC(=O)O)C(=O)O	train	0.4912280701754385	NCCCCC(N)C(=O)N1CCCC1C(=O)O.CC(O)=NC(CO)C(=O)NC(CC(=O)O)C(=O)O
NCCCCC(N)C(=O)O	[H]NC(=O)NCCCC(N)C(=O)O	train	0.5172413793103449	NC(CO)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.CC(=O)NC(CCCCN)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CCO)C(=O)O.CSCCC(N)C(=O)O.NCCCCNCCCCC(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.CCC(C)C(N)C(=O)O.NCCCCC(NC(=O)CCN)C(=O)O.NCCCCC(=O)C(=O)O.CC(O)C(N)C(=O)O.NCCCC(N)C(=O)O.NC(CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)O.NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O.[H]NC(=O)NCCCCC(N)C(=O)O.[H]NC(=O)CC(N)C(=O)O.NC(CS)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CC(N)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CC(C)C(N)C(=O)O
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	O=P(O)(O)OC1OC(CO)C(O)C1O	train	0.2857142857142857	Oc1ncnc2[nH]cnc12.O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O.O=P(O)(O)OC1OC(CO)C(O)C1O
COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1OC	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O	train	0.4680851063829787	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O
NCCC(=O)c1cccc(O)c1N	Oc1ccnc2c(O)cccc12	train	0.2105263157894736	Oc1ccnc2c(O)cccc12
CC(=O)OC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1	CC1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	train	0.6136363636363636	CC1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
CC(O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.4126984126984127	NC(Cc1c[nH]c2ccccc12)C(=O)O
NC(=O)c1cccnc1	C[n+]1cccc(C(N)=O)c1	train	0.3939393939393939	C[n+]1cccc(C(N)=O)c1
CCC(C)C(N)C(=O)O	NC(CO)C(=O)O	train	0.4166666666666667	NCC(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CCC(C)C(=O)C(=O)O.CC(N)C(=O)O.NC(Cc1ccccc1)C(=O)O.CC(C)CC(N)C(=O)O.CSCCC(N)C(=O)O.CC(C)C(N)C(=O)O.CCC(C)C(N=C(C)O)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.[H]NC(=O)CC(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.NCCCC(N)C(=O)O.NCCCCC(N)C(=O)O.NC(CO)C(=O)O
CC(=O)OP(=O)(O)O	CC(=O)O	train	0.2941176470588235	CC(=O)O
NC(Cc1ccccc1)C(=O)O	[H]NC(=O)Cc1ccccc1	train	0.4642857142857143	NCCc1ccccc1.NC(Cc1ccc(O)cc1)C(=O)O.[H]NC(=O)CC(N)C(=O)O.O=C(O)C(=O)Cc1ccccc1.CCC(C)C(N)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.NC(CO)C(=O)O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2ccccc2)C1O.NC(CCO)C(=O)O.CSCCC(N)C(=O)O.NCCCC(N)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.CC(C)CC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(CS)C(=O)O.CC(C)C(N)C(=O)O.NCCCCC(N)C(=O)O.NC(=O)Cc1ccccc1.[H]NC(=O)Cc1ccccc1.[H]N=C(N)NCCCC(N)C(=O)O.CC(O)C(N)C(=O)O
CCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6666666666666666	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
O=Cc1cc(O)ccc1O	O=C(O)c1cc(O)ccc1O	train	0.4285714285714285	O=C(O)c1cc(O)ccc1O
CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	C[N+](C)(C)CC(O)CC(=O)[O-]	train	0.4705882352941176	C[N+](C)(C)CC(O)CC(=O)[O-]
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)NC(C)=O	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2O)C(O)C1O)NC(C)=O	train	0.8787878787878788	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C(O)C1O)NC(C)=O.CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)NC(C)=O.OCC1OC(O)C(O)C(O)C1O.CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(O)C1O)NC(C)=O.CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(COC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C(O)C1O)NC(C)=O.CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OS(=O)(=O)O)C2O)C(O)C1O)NC(C)=O.CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O.CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2O)C(O)C1O)NC(C)=O
OC1C=CC=C(Br)C1O	BrC1=CC=CC2OC12	train	0.3928571428571428	BrC1=CC=CC2OC12
CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)O	CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2C=N)cc1)C(=O)O	train	0.6883116883116883	CC(=O)CCC(NC(=O)c1ccc(N(C=O)CC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)O.CC(=O)CCC(NC(=O)c1ccc(N2CC3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)O.CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2C)cc1)C(=O)O.CC(=O)CCC(NC(=O)c1ccc(NCC2=Nc3c(nc(N)[nH]c3=O)NC2)cc1)C(=O)O.CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2C=N)cc1)C(=O)O
CCCCCC=CCC(O)C(O)CCCCCCCC(=O)O	CCCCCC=CCC(O)C(CCCCCCCC(=O)O)OC1OC(C(=O)O)C(O)C(O)C1O	train	0.6037735849056604	CCCCCC=CCC(OC1OC(C(=O)O)C(O)C(O)C1O)C(O)CCCCCCCC(=O)O.CCCCCC=CCC(O)C(CCCCCCCC(=O)O)OC1OC(C(=O)O)C(O)C(O)C1O
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	O=c1cc[nH]c(=O)[nH]1	train	0.2142857142857142	O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1.Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1.O=c1cc[nH]c(=O)[nH]1
CCCCCCCC=O	CCCCCCCC(=O)O	train	0.375	CCCCCCCC(=O)O
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O	train	0.3870967741935484	O=P(O)(O)OC1OC(CO)C(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O.O=C(O)C(CO)OC1OC(COP(=O)(O)O)C(O)C(O)C1O.O=C1OC(COP(=O)(O)O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O
NC(Cc1c[nH]cn1)C(=O)O	NCCCC(=O)NC(Cc1c[nH]cn1)C(=O)O	train	0.5227272727272727	Cn1cncc1CC(N)C(=O)O.NCCc1c[nH]cn1.CC(N)C(=O)NC(Cc1c[nH]cn1)C(=O)O.O=C(O)C=Cc1c[nH]cn1.NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2c[nH]cn2)C1O.NCCCC(=O)NC(Cc1c[nH]cn1)C(=O)O
CSP(O)(O)=S	CSP(=O)(O)O	train	0.4666666666666667	CSP(=O)(O)O
CC(=O)OC(CO)COP(=O)(O)OCCN	CC(=O)OCC(COP(=O)(O)OCCN)OC(C)=O	train	0.7837837837837838	NCCOP(=O)(O)OCC(O)CO.CC(=O)OCC(COP(=O)(O)OCCN)OC(C)=O
NC(Cc1ccccc1)C(=O)O	[H]N=C(N)NCCCC(N)C(=O)O	train	0.3428571428571428	NCCc1ccccc1.NC(Cc1ccc(O)cc1)C(=O)O.[H]NC(=O)CC(N)C(=O)O.O=C(O)C(=O)Cc1ccccc1.CCC(C)C(N)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.NC(CO)C(=O)O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2ccccc2)C1O.NC(CCO)C(=O)O.CSCCC(N)C(=O)O.NCCCC(N)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.CC(C)CC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(CS)C(=O)O.CC(C)C(N)C(=O)O.NCCCCC(N)C(=O)O.NC(=O)Cc1ccccc1.[H]NC(=O)Cc1ccccc1.[H]N=C(N)NCCCC(N)C(=O)O.CC(O)C(N)C(=O)O
CCCCCCCCCCCCCCC(O)C(O)C(N)CO	CCCCCCCCCCCCCCC(O)C(O)C(CO)NC(C)=O	train	0.5135135135135135	CCCCCCCCCCCCCCC(O)C(O)C(CO)NC(C)=O
CCC(O)C(=O)O	O=C(O)CCC(=O)C(=O)O	train	0.2083333333333333	CCC(=O)C(=O)O.CC(O)CC(=O)O.CCC(=O)O.CC(=O)CC(=O)O.CC(O)C(=O)O.CC(=O)C(=O)O.O=C(O)CCC(=O)C(=O)O
CSC(=S)N(C)C	CSC(=S=O)N(C)C	train	0.3636363636363636	CSC(=S=O)N(C)C
CC1OC(OP(=O)(O)O)C(O)C(O)C1O	[H]N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OC4OC(C)C(O)C(O)C4O)C(O)C3O)c2[nH]1	train	0.3235294117647059	CC1OC(O)C(O)C(O)C1O.[H]N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OC4OC(C)C(O)C(O)C4O)C(O)C3O)c2[nH]1.CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)C(O)C1O
CC(C)CC(N)C(=O)O	CC(O)=NC(CC(C)C)C(=O)O	train	0.4285714285714285	CC(C)C(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CC(O)C(N)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.NC(CS)C(=O)O.NC(CCO)C(=O)O.NCC(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CSCCC(N)C(=O)O.CC(C)CC(=O)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.CCC(C)C(N)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CSSCC(N)C(=O)O)C(=O)O.NC(Cc1ccc(O)c(O)c1)C(=O)O.NCCCC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.CC(N)C(=O)O.NC(CO)C(=O)O.COc1cc(CC(N)C(=O)O)ccc1O.CC(O)=NC(CC(C)C)C(=O)O
O=P(O)(O)OCC(O)CO	O=C(CO)COP(=O)(O)O	train	0.3928571428571428	Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCC(O)CO)C(O)C2O)c(=O)n1.OCC(O)CO.CC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)O)OC(C)=O.COP(=O)(O)OCC(O)CO.CC(=O)OCC(O)COP(=O)(O)O.O=C(CO)COP(=O)(O)O
O=C(O)CCCC(O)C=CC=CCCC(O)CC=CCCCCCO	O=C(O)CCCC(O)C=CC=CCCC(O)CC=CCCCCC(O)O	train	0.7954545454545454	O=C(O)CCCC(O)C=CC=CCCC(O)CC=CCCCCC(O)O
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O	NC(Cc1ccccc1)C(=O)O	train	0.4878048780487805	NC(Cc1ccccc1)C(=O)O
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C(=O)O)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7719298245614035	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3
Cc1c(C)c(C)c(O)c(C)c1C	CC(=O)Oc1c(C)c(C)c(C)c(C)c1C	train	0.2857142857142857	COP(=O)(OC)Oc1c(C)c(C)c(C)c(C)c1C.Cc1c(C)c(C)c(OS(=O)(=O)O)c(C)c1C.CC(=O)Oc1c(C)c(C)c(C)c(C)c1C
Nc1nc2c(c(=O)[nH]1)NC1N2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(O)C2O	Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.4864864864864865	Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1
CCC=CCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CCC=CCC=CCC=CCCCCCCCC(=O)O	train	0.3055555555555556	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCC=CCC=CCC=CCCCCCCCC(=O)O
OCC=Cc1ccccc1	O=CC=Cc1ccccc1	train	0.4230769230769231	O=CC=Cc1ccccc1
Nc1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)n1	Nc1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)n1	train	0.5344827586206896	Nc1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)n1
NC(CS)C(=O)O	[H]NC(=O)CC(N)C(=O)O	train	0.5	NC(CS(=O)O)C(=O)O.CC(C)CC(N)C(=O)O.CC(O)C(N)C(=O)O.CC(N)C(=O)O.CC(C)=CCCC(C)=CCCC(C)=CCSCC(N)C(=O)O.NC(CCC(O)=NC(CS)C(=O)O)C(=O)O.NC(CS)C(=O)NCC(=O)O.NCCCCC(N)C(=O)O.NC(CSSCC(O)C(=O)O)C(=O)O.NCC(=O)O.O=C(O)C(=O)CS.NC(Cc1ccccc1)C(=O)O.CSCCC(N)C(=O)O.NC(CSSCC(N)C(=O)O)C(=O)O.CC(O)=NC(CS)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(CO)C(=O)O.NC(CCC(=O)NC(CS)C(=O)O)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CC(C)C(N)C(=O)O.NC(CCO)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O.NC(CCSCC(N)C(=O)O)C(=O)O.[H]NC(=O)CC(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.[H]NC(=O)CCC(N)C(=O)O
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	train	0.78125	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C
O=C(O)CCC(=O)C(=O)O	CCC(O)C(=O)O	train	0.2083333333333333	O=CCCC(=O)C(=O)O.O=C(O)CC(O)C(=O)O.O=C(O)CCC(O)C(=O)O.NC(CCCC(=O)O)C(=O)O.NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O.O=C(O)CCCC(=O)C(=O)O.O=C(O)C=C(CC(=O)O)C(=O)O.CCC(=O)O.O=C(O)C(=O)CC(O)C(=O)O.CCCC(=O)O.O=C(O)CC(C(=O)O)C(=O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)CC(=O)O.NC(=O)CCC(=O)C(=O)O.O=C(O)CC(C(=O)O)C(O)C(=O)O.CC(=O)CC(=O)O.O=C(O)CCC(=O)O.CC(O)CC(=O)O.CC(=O)C(=O)O.CCC(O)C(=O)O.O=C(O)CCCC(=O)O.NC(CCC(=O)O)C(=O)O
O=C(O)CC(O)(CC(=O)O)C(=O)O	O=C(O)CC(O)C(=O)O	train	0.25	O=C(O)C=C(CC(=O)O)C(=O)O.O=C(O)CCC(=O)C(=O)O.O=C(O)CC(=O)C(=O)O.O=C(O)CC(C(=O)O)C(O)C(=O)O.O=C(O)CCC(=O)O.O=C(O)CC(O)C(=O)O
NC(CSSCC(N)C(=O)O)C(=O)O	NC(CS)C(=O)O	train	0.5238095238095238	CC(C)CC(N)C(=O)O.NC(CCC(=O)O)C(=O)O.NC(CSS)C(=O)O.CC(N)C(=O)O.NC(CO)C(=O)O.NC(CS)C(=O)O
CC(C)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6896551724137931	CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C.CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
CC(=O)OCC(COP(=O)(O)OCC(N)C(=O)O)OC(C)=O	CC(=O)OC(CO)COP(=O)(O)OCC(N)C(=O)O	train	0.7894736842105263	CC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O.CC(=O)OCC(COP(=O)(O)OCCN)OC(C)=O.CC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O.CC(=O)OC(CO)COP(=O)(O)OCC(N)C(=O)O
CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	train	0.6065573770491803	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(=O)O)C1O	train	0.68	CC(N)C(=O)OC1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC(C)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2ccccc2)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CO)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CCCCN)C1O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2c[nH]cn2)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C2CCCN2)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(N)=O)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)CN)C1O.CC(O)C(N)C(=O)OC1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC(C)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(=O)O)C1O
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.7678571428571429	CCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C.CCCCCCCCC=CCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C.CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCC=CCC=CCC=CCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCC=CCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(CO)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(C)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C.CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCC=CCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
O=P(O)(O)OCC1OC(O)C(O)C1O	OCC1OC(O)C(O)C1O	train	0.4642857142857143	O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O.O=C(CO)C(O)C(O)COP(=O)(O)O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O.O=P(O)(O)OC1OC(CO)C(O)C1O.O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O.OCC1OC(O)C(O)C1O
