parent_name,parent_smiles,child_name,child_smiles,enzymes,origin,source
N2-OH-PhIP,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,N2-OH-PhIP-N2-glucuronide,Cn1c(NO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2ncc(-c3ccccc3)cc21,UGT,N2-OH-PhIP,MetXBioDB
4'-OH-PhIP,Cn1c(=N)[nH]c2ncc(-c3ccc(O)cc3)cc21,PhIP 4'-O-glucuronide,Cn1c(=N)[nH]c2ncc(-c3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3)cc21,UGT,4'-OH-PhIP,MetXBioDB
2-hydroxyestradiol,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Estradiol 2-O-glucuronide,C[C@]12CC[C@@H]3c4cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,UGT1A1; UGT1A3; UGT1A7; UGT1A8; UGT1A10,"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",MetXBioDB
2-hydroxyestradiol,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,2-O-methoxyestradiol,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,S-COMT,"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",MetXBioDB
2-hydroxyestradiol,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3-O-methoxyestradiol,COc1cc2c(cc1O)[C@H]1CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]1CC2,S-COMT,"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",MetXBioDB
2-hydroxyestrone,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,2-O-methoxyestrone,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,S-COMT,2-hydroxyestrone,MetXBioDB
2-hydroxyestrone,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,3-O-methoxyestrone,COc1cc2c(cc1O)[C@H]1CC[C@]3(C)C(=O)CC[C@H]3[C@@H]1CC2,S-COMT,2-hydroxyestrone,MetXBioDB
2-hydroxyestrone,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,Estrone 2-O-glucuronide,C[C@]12CC[C@@H]3c4cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,UGT1A1; UGT1A7; UGT1A8; UGT1A10,2-hydroxyestrone,MetXBioDB
4-hydroxyestrone,C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O,Estrone 4-O-glucuronide,C[C@]12CC[C@@H]3c4ccc(O)c(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c4CC[C@H]3[C@@H]1CCC2=O,UGT1A1; UGT1A3; UGT1A7; UGT1A8; UGT1A10,4-hydroxyestrone,MetXBioDB
4-hydroxyestrone,C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O,4-methoxyestrone,COc1c(O)ccc2c1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,S-COMT,4-hydroxyestrone,MetXBioDB
"dibenzo[a,l]pyrene-11,12- diol",Oc1ccc2c(cc3ccc4cccc5c6ccccc6c2c3c45)c1O,"dibenzo[a,l]pyrene-11-ol, 12-O-glucuronide",O=C(O)[C@H]1O[C@@H](Oc2ccc3c(cc4ccc5cccc6c7ccccc7c3c4c56)c2O)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A1; UGT1A4,"dibenzo[a,l]pyrene-11,12- diol",MetXBioDB
"dibenzo[a,l]pyrene-11,12- diol",Oc1ccc2c(cc3ccc4cccc5c6ccccc6c2c3c45)c1O,"dibenzo[a,l]pyrene-12-ol, 11-O-glucuronide",O=C(O)[C@H]1O[C@@H](Oc2c(O)ccc3c2cc2ccc4cccc5c6ccccc6c3c2c45)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A1; UGT1A4,"dibenzo[a,l]pyrene-11,12- diol",MetXBioDB
17-beta-estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,17-beta-Estradiol glucuronide,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT1A1; UGT1A3; UGT1A7; UGT1A8; UGT1A10,17-beta-estradiol,MetXBioDB
4-hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Tamoxifen 4-O-glucuronide,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,UGT1A1; UGT1A4; UGT1A6; UGT1A7; UGT1A8; UGT1A9; UGT1A10; UGT2B15; UGT2B17; UGT2B7,4-hydroxytamoxifen,MetXBioDB
4-hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Tamoxifen 4-O-sulfate,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,SULT1A1,4-hydroxytamoxifen,MetXBioDB
tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Tamoxifen N-glucuronide,CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,UGT1A4,tamoxifen,MetXBioDB
NÃ¢â‚¬â„¢-nitrosoanabasine,O=NN1CCCCC1c1cccnc1,"NÃ¢â‚¬â„¢-nitrosoanabasine, N-glucuronide",O=NN1CCCCC1c1ccc[n+](C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,UGT2B10,NÃ¢â‚¬â„¢-nitrosoanabasine,MetXBioDB
Np-nitrosonornicotine,O=NN1CCCC1c1cccnc1,"Np-nitrosonornicotine, N-glucuronide",O=NN1CCCC1c1ccc[n+](C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,UGT2B10,Np-nitrosonornicotine,MetXBioDB
Nicotine,CN1CCCC1c1cccnc1,Nicotine N-glucuronide,CN1CCCC1c1ccc[n+](C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,UGT1A4; UGT1A9,Nicotine,MetXBioDB
Cotinine,CN1C(=O)CC[C@H]1c1cccnc1,Cotinine N-glucuronide,CN1C(=O)CC[C@H]1c1ccc[n+](C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,UGT1A4; UGT1A9,Cotinine,MetXBioDB
3-Phenoxybenozoic acid,O=C(O)c1cccc(Oc2ccccc2)c1,3-Phenoxybenzoic acid glucuronide,O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(Oc2ccccc2)c1,UGT,3-Phenoxybenozoic acid,MetXBioDB
3-Phenoxybenozoic acid,O=C(O)c1cccc(Oc2ccccc2)c1,3-Phenoxybenzoylglycine,O=C(O)CN=C(O)c1cccc(Oc2ccccc2)c1,GLYAT (EC 2.3.1.13),3-Phenoxybenozoic acid,MetXBioDB
"4-hydroxy-2p,3,5-trichlorobiphenyl",Oc1c(Cl)cc(-c2ccccc2Cl)cc1Cl,"2p,3,5-trichlorobiphenyl, 4-sulfate",O=S(=O)(O)Oc1c(Cl)cc(-c2ccccc2Cl)cc1Cl,SULT1A2,"4-hydroxy-2p,3,5-trichlorobiphenyl",MetXBioDB
Dopamine,NCCc1ccc(O)c(O)c1,dopamine 3-O-sulfate,NCCc1ccc(O)c(OS(=O)(=O)O)c1,SULT,Dopamine,MetXBioDB
Dopamine,NCCc1ccc(O)c(O)c1,Dopamine 4- D-Glucuronide,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,UGT,Dopamine,MetXBioDB
Gavestinel,O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C/C(O)=Nc1ccccc1,gavestinel 4-O-acyl glucuronide,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C/C(O)=Nc1ccccc1,UGT,Gavestinel,MetXBioDB
p-OH-gavestinel,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccc(O)cc1,gavestinel 4-sulfate,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccc(OS(=O)(=O)O)cc1,SULT,Gavestinel,MetXBioDB
3-hydroxyguanfacine,N=C(N)N=C(O)Cc1c(Cl)c(O)cc(O)c1Cl,3-hydroxyguanfacine glucuronide,N=C(N)N=C(O)Cc1c(Cl)c(O)cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1Cl,UGT,3-hydroxyguanfacine,MetXBioDB
3-Hydroxymorphinan,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,3-OH-morphinan -glucuronide,O=C(O)[C@H]1O[C@@H](Oc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)NCC4)[C@H](O)[C@@H](O)[C@@H]1O,UGT,3-Hydroxymorphinan,MetXBioDB
3-Hydroxymorphinan,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,3-Hydroxymorphinan sulfate,O=S(=O)(O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,SULT,3-Hydroxymorphinan,MetXBioDB
8-Hydroxynevirapine,Cc1ccnc2c1N=C(O)c1cc(O)cnc1N2C1CC1,8-Hydroxynevirapine O-glucuronide,Cc1ccnc2c1N=C(O)c1cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cnc1N2C1CC1,UGT,8-Hydroxynevirapine,MetXBioDB
12-Hydroxynevirapine,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1O,12-Hydroxynevirapine O-glucuronide,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,12-Hydroxynevirapine,MetXBioDB
3-Hydroxynevirapine,Cc1c(O)cnc2c1N=C(O)c1cccnc1N2C1CC1,3-Hydroxynevirapine O-glucuronide,Cc1c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cnc2c1N=C(O)c1cccnc1N2C1CC1,UGT,3-Hydroxynevirapine,MetXBioDB
2-Hydroxynevirapine,Cc1cc(O)nc2c1N=C(O)c1cccnc1N2C1CC1,2-Hydroxynevirapine glucuronide,Cc1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2c1N=C(O)c1cccnc1N2C1CC1,UGT,2-Hydroxynevirapine,MetXBioDB
thymol,Cc1ccc(C(C)C)c(O)c1,thymol O-glucuronide,Cc1ccc(C(C)C)c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,UGT,thymol,MetXBioDB
thymol,Cc1ccc(C(C)C)c(O)c1,thymol sulfate,Cc1ccc(C(C)C)c(OS(=O)(=O)O)c1,SULT,thymol,MetXBioDB
Catechol,Oc1ccccc1O,catechol sulfate,O=S(=O)(O)Oc1ccccc1O,SULT,phenol,MetXBioDB
Catechol,Oc1ccccc1O,,O=C(O)[C@@H]1O[C@H](Oc2ccccc2O)[C@@H](O)[C@H](O)[C@H]1O,UGT,phenol,MetXBioDB
3-OH-7-ethoxycourmarin,CCOc1cc2oc(=O)ccc2cc1O,3-OH-7-ethoxycourmarin O-glucuronide,CCOc1cc2oc(=O)ccc2cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,3-OH-7-ethoxycourmarin,MetXBioDB
Aminoflavone,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone N-glucuronide (MX),Cc1c(F)c(N[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,UGT,Aminoflavone,MetXBioDB
Aminoflavone M-II,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-II O-glucuronide,Cc1c(F)c(NO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,UGT,Aminoflavone M-II,MetXBioDB
Aminoflavone M-II,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-II O-sulfate,Cc1c(F)c(NOS(=O)(=O)O)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,SULT,Aminoflavone M-II,MetXBioDB
Aminoflavone MIII,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,Aminoflavone MIII O-glucuronide,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(F)c3)oc2c1F,UGT,Aminoflavone MIII,MetXBioDB
Aminoflavone M-IV,Cc1c(F)c(N)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-IV O-sulfate,Cc1c(F)c(N)c2c(=O)c(OS(=O)(=O)O)c(-c3ccc(N)c(F)c3)oc2c1F,SULT,Aminoflavone M-IV,MetXBioDB
Aminoflavone M-V,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,Aminoflavone M-V O-sulfate,Cc1c(F)c(NOS(=O)(=O)O)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,SULT,Aminoflavone M-V,MetXBioDB
8-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cccc(O)c3n2C)C1=O,ondansetron 8-O-glucuronide,Cc1nccn1CC1CCc2c(c3cccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c3n2C)C1=O,UGT,Ondansetron,MetXBioDB
8-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cccc(O)c3n2C)C1=O,ondansetron 8-O-sulfate,Cc1nccn1CC1CCc2c(c3cccc(OS(=O)(=O)O)c3n2C)C1=O,SULT,Ondansetron,MetXBioDB
7-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccc(O)cc3n2C)C1=O,ondansetron 7-O-glucuronide,Cc1nccn1CC1CCc2c(c3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3n2C)C1=O,UGT,Ondansetron,MetXBioDB
7-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccc(O)cc3n2C)C1=O,ondansetron 7-O-sulfate,Cc1nccn1CC1CCc2c(c3ccc(OS(=O)(=O)O)cc3n2C)C1=O,SULT,Ondansetron,MetXBioDB
6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,ondansetron 6-O-glucuronide,Cc1nccn1CC1CCc2c(c3cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)ccc3n2C)C1=O,UGT,Ondansetron,MetXBioDB
6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,ondansetron 6-O-sulfate,Cc1nccn1CC1CCc2c(c3cc(OS(=O)(=O)O)ccc3n2C)C1=O,SULT,Ondansetron,MetXBioDB
linoleyl alcohol,CCCCC/C=C\C/C=C\CCCCCCCCO,linoleyl O-glucuronide,CCCCC/C=C\C/C=C\CCCCCCCCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,linoleyl alcohol,MetXBioDB
All-trans-retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,All-trans-retinoyl glucuronide,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1,UGT,All-trans-retinoic acid,MetXBioDB
Bilirubin,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)N=C1O,"6-[3-[2-[[3-(2-carboxyethyl)-5-[(Z)-(4-ethenyl-3-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methyl]-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-3-yl]propanoyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O)c2C)N=C1O,UGT,Bilirubin,MetXBioDB
Bilirubin,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)N=C1O,"(2S,3S,4S,5R,6S)Ã¢â‚¬Â6Ã¢â‚¬Â{[3Ã¢â‚¬Â(2Ã¢â‚¬Â{[3Ã¢â‚¬Â(2Ã¢â‚¬Âcarboxyethyl)Ã¢â‚¬Â5Ã¢â‚¬Â{[(2Z)Ã¢â‚¬Â4Ã¢â‚¬ÂethenylÃ¢â‚¬Â3Ã¢â‚¬ÂmethylÃ¢â‚¬Â5Ã¢â‚¬ÂoxoÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â2Ã¢â‚¬Âylidene]methyl}Ã¢â‚¬Â4Ã¢â‚¬ÂmethylÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â2Ã¢â‚¬Âyl]methyl}Ã¢â‚¬Â5Ã¢â‚¬Â{[(2Z)Ã¢â‚¬Â3Ã¢â‚¬ÂethenylÃ¢â‚¬Â4Ã¢â‚¬ÂmethylÃ¢â‚¬Â5Ã¢â‚¬ÂoxoÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â2Ã¢â‚¬Âylidene]methyl}Ã¢â‚¬Â4Ã¢â‚¬ÂmethylÃ¢â‚¬Â1HÃ¢â‚¬ÂpyrrolÃ¢â‚¬Â3Ã¢â‚¬Âyl)propanoyl]oxy}Ã¢â‚¬Â3,4,5Ã¢â‚¬ÂtrihydroxyoxaneÃ¢â‚¬Â2Ã¢â‚¬Âcarboxylic acid",C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2C)N=C1O,UGT,Bilirubin,MetXBioDB
Epitestosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,Epitestosterone O-glucuronide,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,Epitestosterone,MetXBioDB
hyocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,hyocholic acid 24-O-glucuronide,C[C@H](CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,UGT,hyocholic acid,MetXBioDB
hyocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,hyocholic acid 6-O-glucuronide,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,UGT,hyocholic acid,MetXBioDB
Resveratrol,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,Resveratrol 3-O-glucuronide,O=C(O)[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A9,Resveratrol,MetXBioDB
Entacapone,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,,CCN(CC)C(=O)/C(C#N)=C/c1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c([N+](=O)[O-])c1,UGT1A9,Entacapone,MetXBioDB
Ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,,O=C(O)[C@H]1O[C@@H](Oc2ccc([C@@H]3[C@@H](CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A9,Ezetimibe,MetXBioDB
Mycophenolic Acid,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,,COc1c(C)c2c(c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,UGT1A9,Mycophenolic Acid,MetXBioDB
2‐(pyren‐1‐yl)ethanol,OCCc1ccc2ccc3cccc4ccc1c2c34,,O=S(=O)(O)OCCc1ccc2ccc3cccc4ccc1c2c34,SULT1A1; SULT1A2; SULT1C1; SULT1C2; SULT1C3; SULT1E1; SULT2A1,2‐(pyren‐1‐yl)ethanol,MetXBioDB
1-(1-pyrenyl)ethanol,CC(O)c1ccc2ccc3cccc4ccc1c2c34,,CC(OS(=O)(=O)O)c1ccc2ccc3cccc4ccc1c2c34,SULT1A1; SULT1E1,1-(1-pyrenyl)ethanol,MetXBioDB
1-hydroxymethylpyrene,OCc1ccc2ccc3cccc4ccc1c2c34,,O=S(=O)(O)OCc1ccc2ccc3cccc4ccc1c2c34,"SULT1A1; SULT1B1, SULT2A1",1-hydroxymethylpyrene,MetXBioDB
1-methoxy-3-indolylmethyl-alcohol,COn1cc(CO)c2ccccc21,,COn1cc(COS(=O)(=O)O)c2ccccc21,SULT1A1,1-methoxy-3-indolylmethyl-alcohol,MetXBioDB
"2,4-dinitrobenzylalcohol",O=[N+]([O-])c1ccc(CO)c([N+](=O)[O-])c1,,O=[N+]([O-])c1ccc(COS(=O)(=O)O)c([N+](=O)[O-])c1,SULT1A1,"2,4-dinitrobenzylalcohol",MetXBioDB
2-aminobenzylalcohol,Nc1ccccc1CO,,Nc1ccccc1COS(=O)(=O)O,SULT1A1,2-aminobenzylalcohol,MetXBioDB
"2-hydroxylamino-3-methyl-9H-pyrido[2,3-b]indole",Cc1cc2c(nc1NO)[nH]c1ccccc12,,Cc1cc2c(nc1NOS(=O)(=O)O)[nH]c1ccccc12,SULT1A1,"2-hydroxylamino-3-methyl-9H-pyrido[2,3-b]indole",MetXBioDB
2-hydroxylamino-5-phenylpyridine,ONc1ccc(-c2ccccc2)cn1,,O=S(=O)(O)ONc1ccc(-c2ccccc2)cn1,SULT1A1,2-hydroxylamino-5-phenylpyridine,MetXBioDB
5-hydroxymethylfurfural,O=Cc1ccc(CO)o1,,O=Cc1ccc(COS(=O)(=O)O)o1,SULT1A1,5-hydroxymethylfurfural,MetXBioDB
"7-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",OC1CCCc2c1cc1ccc3cccc4ccc2c1c34,,O=S(=O)(O)OC1CCCc2c1cc1ccc3cccc4ccc2c1c34,SULT1A1,"7-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",MetXBioDB
furfuryl alcohol,OCc1ccco1,,O=S(=O)(O)OCc1ccco1,SULT1A1; SULT1C2,furfuryl alcohol,MetXBioDB
N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,,CC(=O)N(OS(=O)(=O)O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,SULT1A1,N-acetyl-N-hydroxy-3-aminobenzanthrone,MetXBioDB
N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,,CC(=O)ON(C(C)=O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,NAT1; NAT2,N-acetyl-N-hydroxy-3-aminobenzanthrone,MetXBioDB
6-hydroxymethylanthanthrene,OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,,O=S(=O)(O)OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,SULT1C3,6-hydroxymethylanthanthrene,MetXBioDB
N-hydroxy-aminophenylnorharman,ONc1ccc(-n2c3ccccc3c3ccncc32)cc1,,CC(=O)ONc1ccc(-n2c3ccccc3c3ccncc32)cc1,NAT1; NAT2,N-hydroxy-aminophenylnorharman,MetXBioDB
N-hydroxy-aminophenylharman,Cc1nccc2c3ccccc3n(-c3ccc(NO)cc3)c12,,CC(=O)ONc1ccc(-n2c3ccccc3c3ccnc(C)c32)cc1,NAT1; NAT2,N-hydroxy-aminophenylharman,MetXBioDB
N-hydroxy-benzidine,Nc1ccc(-c2ccc(NO)cc2)cc1,N-hydroxy-benzidine O-acetyl,CC(=O)ONc1ccc(-c2ccc(N)cc2)cc1,NAT1,N-hydroxy-benzidine,MetXBioDB
N-hydroxy-2-aminofluorene,ONc1ccc2c(c1)Cc1ccccc1-2,"N-hydroxy-2-aminofluorene, O-acetyl",CC(=O)ONc1ccc2c(c1)Cc1ccccc1-2,NAT1,N-hydroxy-2-aminofluorene,MetXBioDB
"N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine",ONc1ccc(Oc2ccc(Cl)cc2Cl)cc1,"N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine O-acetyl",CC(=O)ONc1ccc(Oc2ccc(Cl)cc2Cl)cc1,NAT1,"N-[4-(2,4-dichlorophenoxy)phenyl]hydroxylamine",MetXBioDB
