dbid,name,smiles
DBMET02120,Monohydroxy metabolite of moxidectin at C29,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)CO)[C@H]1C
DBMET02121,3-N-acetylamifampridine,CC(=O)NC1=CNC=CC1N
DBMET02122,7-hydroxycitronellol,CC(CCO)CCCC(C)(C)O
DBMET02123,7-hydroxycitronellylic acid,CC(CCCC(C)(C)O)CC(=O)O
DBMET02124,N-hydroxymethyl-aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1CO
DBMET02125,5-(trifluoromethyl) uracil,O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1
DBMET02126,"5,6-ortho-quinone",COc1cc(C)c2c(n1)C(NC(C)CCCN)=CC(=O)C2=O
DBMET02127,5α-dihydrosegesterone acetate,C=C1C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
DBMET02128,20α­-dihydrosegesterone acetate,C=C1C[C@H]2[C@@H]3CCC4CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)O
DBMET02129,"3α, 5α-tetrahydrosegesterone acetate",C=C1C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
DBMET02130,"3β, 5α-tetrahydrosegesterone acetate",C=C1C[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
DBMET02131,17α-deacetylsegesterone acetate,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@H]1O
DBMET02132,"4, 5-dihydro-17α-deacetylsegesterone acetate",C=C1C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O
DBMET02133,Δ1-cortienic acid etabonate (PJ-91),CCOC(=O)O[C@]1(C(=O)O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C
DBMET02134,Δ1-cortienic acid (PJ-90),CC12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)CC2(C)[C@H]1CC[C@]2(O)C(=O)O
DBMET02135,Doravirine M9 Metabolite,Cn1c(=O)[nH]n(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)c1=O
DBMET02136,Ethinylestradiol-3-sulfate,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)[O-])ccc4[C@H]3CC[C@@]21C
DBMET02141,Empagliflozin-2-glucuronide,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O[C@@H]2O[C@H](C(O)O)[C@@H](O)[C@H](O)[C@H]2O)C(O)[C@@H]1O
DBMET02142,Empagliflozin-3-glucuronide,O=C(O)[C@H]1OC(OC2[C@@H](O)[C@H](c3ccc(Cl)c(Cc4ccc(O[C@H]5CCOC5)cc4)c3)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DBMET02143,Empagliflozin-6-glucuronide,O=C(O)[C@H]1OC(OC[C@H]2O[C@@H](c3ccc(Cl)c(Cc4ccc(O[C@H]5CCOC5)cc4)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DBMET02144,ACT-333679 glucuronide,CC(C)N(CCCCOCC(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
DBMET02145,M6 (Alectinib),CCc1cc2c(cc1N1CCC(N)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
DBMET02146,M1a (Alectinib),CCc1cc2c(cc1N1CCC(NCCOCC(=O)O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
DBMET02147,M1b (Alectinib),CCc1cc2c(cc1N1CCC(N(CCO)CC(=O)O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
DBMET02150,Moclobemide M5,O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1
DBMET02151,Moclobemide M6,O=C(NCC[N+]1([O-])CCOCC1O)c1ccc(Cl)cc1
DBMET02152,Moclobemide M3,O=C(NCCN1CCOCC1)c1ccc(Cl)c(O)c1
DBMET02153,Moclobemide M1,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
DBMET02164,Moclobemide M9,O=C(O)CNC(=O)c1ccc(Cl)cc1
DBMET02165,Amrubicin Met B,CC(O)[C@@]1(N)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O
DBMET02166,Amrubicin Met A,CC(=O)[C@@]1(N)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O
DBMET02167,Monomethyl Auristatin E (MMAE),CC[C@H](C)C([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C
DBMET02168,Etoperidone M20,CCc1n[nH]c(=O)[nH]1
DBMET02169,Etoperidone M19,CCn1c(C(C)O)n[nH]c1=O
DBMET02170,Etoperidone M21,CC(=O)c1n[nH]c(=O)[nH]1
DBMET02171,Etoperidone M2,CCn1c(C(C)O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O
DBMET02172,Oxo-etoperidone (M3),CCn1c(C(C)=O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O
DBMET02173,Etoperidone M16,CCn1c(C(C)=O)nn(CCC(=O)OC)c1=O
DBMET02174,Etoperidone M17,CC(=O)c1nn(CCC(=O)O)c(=O)n1C(C)=O
DBMET02175,Etoperidone M7,CCn1c(C(C)O)nn(CCCN2CCN(c3cc(Cl)ccc3O)CC2)c1=O
DBMET02176,Etoperidone M8,CCn1c(C(C)O)nn(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)c1=O
DBMET02177,Etoperidone M9,CCn1c(C(C)O)nn(CCC[N+]2([O-])CC[N+]([O-])(c3cccc(Cl)c3)CC2)c1=O
DBMET02178,Etoperidone M15,CCn1c(C(C)O)nn(CCC(=O)O)c1=O
DBMET02179,Etoperidone M6,CCc1nn(CCC[N+]2([O-])CC[N+]([O-])(c3cccc(Cl)c3)CC2)c(=O)n1CC
DBMET02180,Etoperidone M5,CCc1nn(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)c(=O)n1CC
DBMET02182,Etoperidone M12,CCc1nn(CCC(=O)O)c(=O)n1CC
DBMET02183,Etoperidone M14,CCn1c(C(C)O)nn(CCC(=O)O)c1=O
DBMET02184,Etoperidone M13,CCc1nn(CCC(=O)OC)c(=O)n1CC
DBMET02185,Acemetacin-acyl-beta-D-glucuronide,COc1ccc2c(c1)c(CC(=O)OCC(O)OC1OC(C(=O)O)C(O)C(O)C1O)c(C)n2C(=O)c1ccc(Cl)cc1
DBMET02186,des-4-chlorobenzoyl-indomethacin glucuronide,COc1ccc2[nH]c(C)c(CC(O)OC3OC(C(=O)O)C(O)C(O)C3O)c2c1
DBMET02187,O-desmethyl-des-4-chlorobenzoyl glucuronide,COc1ccc2c(c1)c(CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c(C)n2C(=O)c1ccc(Cl)cc1
DBMET02188,5-hydroxybendazac,O=C(O)COc1nn(Cc2ccccc2)c2ccc(O)cc12
DBMET02189,25-deacetyl-rifamycin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@@H]1C
DBMET02190,PF-05199265,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O
DBMET02191,THRX-195518,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(=O)O)CC2)cc1
DBMET02197,Desmethyl prucalopride,Nc1c(Cl)cc(C(=O)NC2CCN(CCCO)CC2)c2c1CCO2
DBMET02198,Desmethyl prucalopride acid,Nc1c(Cl)cc(C(=O)NC2CCN(CCC(=O)O)CC2)c2c1CCO2
DBMET02199,Prucalopride hydroxylamine,COCCCN1CCC(NC(=O)c2cc(Cl)c(NO)c3c2OCC3)CC1
DBMET02200,Prucalopride N-glucuronide,COCCCN1CCC(NC(=O)c2cc(Cl)c(NOC3OC(C(=O)O)C(O)C(O)C3O)c3c2OCC3)CC1
DBMET02201,Prucalopride N-oxide,COCCC[N+]1([O-])CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
DBMET02202,Hydroxy prucalopride,COCCCN1CCC(NC(=O)c2c(O)c(Cl)c(N)c3c2OCC3)CC1
DBMET02203,N-desalkyl prucalopride,Nc1c(Cl)cc(C(=O)NC2CCNCC2)c2c1CCO2
DBMET02204,Glasdegib M1,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2cc([O-])ccc2[nH]1
DBMET02205,Glasdegib M3,N#Cc1ccc(NC(=O)N[C@@H]2CCN[C@@H](c3nc4ccccc4[nH]3)C2)cc1
DBMET02206,Glasdegib M10,N#Cc1ccc(NC(=O)N[C@@H]2CC([O-])N[C@@H](c3nc4ccccc4[nH]3)C2)cc1
DBMET02210,Glasdegib M5,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2cc(OC3OC(O)C(O)C(CO)C3O)ccc2[nH]1
DBMET02212,Glasdegib M6,CN1C(=O)C[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1C1(OC2OC(O)C(O)C(O)C2O)Nc2ccccc2N1
DBMET02213,Glasdegib M11,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)c([O-])c2)C[C@@H]1c1nc2ccccc2[nH]1
DBMET02214,Glasdegib M4,C[N+]1([O-])CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1
DBMET02215,β-(p-chlorophenyl)-4-hydroxybutyric acid,C=C(CC(=O)O)c1ccc(Cl)cc1
DBMET02216,Travoprost free acid,CC(C)OC(=O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O
DBMET02217,Cyclosporine M-1 (AM-9),C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
DBMET02218,Oseltamivir carboxylate,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O
DBMET02222,Phenylacetone,CC(=O)Cc1ccccc1
DBMET02227,p-hydroxyphentermine,CC(C)(N)Cc1ccc(O)cc1
DBMET02228,N-hydroxyphentermine,CC(C)(Cc1ccccc1)NO
DBMET02229,Nitrophentermine,CC(C)(Cc1ccccc1)[N+](=O)[O-]
DBMET02230,Torasemide M5,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(C(=O)O)c1
DBMET02231,Torasemide M4,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)CO)c1
DBMET02232,Torasemide M2,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(N)=O)c1
DBMET02233,Torasemide M3,Cc1cc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)ccc1O
DBMET02237,6'-exomethylene lovastatin,C=C1C=CC2=C[C@H](C)C[C@H](OC(=O)[C@@H](C)CC)[C@@H]2[C@H]1CC[C@@H]1C[C@@H](O)CC(=O)O1
DBMET02238,N-Acetyl-N-desmethyldiphenhydramine,CC(=O)NCCOC(c1ccccc1)c1ccccc1
DBMET02242,RS-88390 (CVT-2514),Cc1cccc(C)c1NC(=O)CN1CCN(CC(O)COc2ccccc2O)CC1
DBMET02244,CVT-2738,Cc1cccc(C)c1NC(=O)CN1CCNCC1
DBMET02245,CVT-2534,COc1ccccc1OCC(O)CO
DBMET02247,CVT-2513,Cc1cccc(C)c1NC(=O)CN1CCNCC1
DBMET02248,CVT-2535,Cc1cccc(C)c1NC(=O)CCO
DBMET02249,CVT-2512,Cc1cccc(C)c1NC(=O)CN1CCN(CC(O)CO)CC1
DBMET02250,CVT-3369,COc1ccccc1OCC(O)CN1CCN(CC(=O)O)CC1
DBMET02251,CVT-2537,Cc1cccc(C)c1NC(=O)CC(=O)O
DBMET02252,CVT-2551,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1
DBMET02254,CVT-3388,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)ccc(O)c2C)CC1
DBMET02255,CVT-3389,Cc1ccc(O)c(C)c1NC(=O)CN1CCNCC1
DBMET02256,CVT-5029,COc1cc(O)ccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
DBMET02259,4'-hydroxybenztropine,CN1[C@@H]2CC[C@H]1C[C@@](O)(OC(c1ccccc1)c1ccccc1)C2
DBMET02260,N-desmethylbenztropine,c1ccc(C(O[C@H]2C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1
DBMET02261,N-desmethyl-4'-hydroxy benztropine,O[C@]1(OC(c2ccccc2)c2ccccc2)C[C@H]2CC[C@@H](C1)N2
DBMET02273,Diiodothyronine,N[C@@H](Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O
DBMET02274,Monoiodothyronine,N[C@@H](Cc1ccc(Oc2ccc(O)cc2)c(I)c1)C(=O)O
DBMET02277,7-amino-clonazepam,Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2
DBMET02278,7-acetamido-clonazepam,CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2
DBMET02281,2-hydroxy equilin,Oc1cc2c(cc1O)C1CCC3C(O)CCC3C1=CC2
DBMET02282,4-hydroxy equilin,Oc1cc2c(cc1O)C1CCC3C(O)CCC3C1=CC2
DBMET02283,17-ketosteroid-16-alpha-hydroxyestrone,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O
DBMET02284,16-alpha-hydroxy-17-beta-dihydro equilin,CC12CCC3C(=CCc4cc(O)ccc43)C1CC(O)C2O
DBMET02285,16-alpha-hydroxy-17-beta-dihydroequilenin,CC12CCc3c(ccc4cc(O)ccc34)C1CC(O)C2O
DBMET02294,4-hydroxyatomoxetine-O-glucuronide,CNCC[C@@H](Oc1ccc(O)cc1OC1OC(O)C(O)C(O)C1O)c1ccccc1
DBMET02295,N-Desethyl milnacipran,CCNC(=O)C1(c2ccccc2)CC1CN
DBMET02300,Milnacipran carbamic acid,CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)O
DBMET02301,Milnacipran carbamoyl O-glucuronide,CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)OC1OC(C(=O)O)C(O)C(O)C1O
DBMET02304,N-desmethylatomoxetine,Cc1ccccc1O[C@H](CCN)c1ccccc1
DBMET02305,N-desmethyl-4-hydroxyatomoxetine,Cc1ccccc1O[C@H](CCN)c1ccc(O)cc1
DBMET02306,Etonogestrel sulfate,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(OS(=O)(=O)C(C)C)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
DBMET02307,Etonogestrel glucuronide,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(OC5OC(O)C(O)C(O)C5O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
DBMET02308,α-phenyl-2-piperidine acetic acid (ritalinic acid),O=C(O)C(c1ccccc1)C1CCCCN1
DBMET02310,13'-hydroxy-alpha-tocopherol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)O2
DBMET02311,13'-carboxy-alpha-tocopherol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)O2
DBMET02313,Morphine ethereal sulfate,CN1CC[C@]23c4c5ccc(OS(=O)(=O)[O-])c4O[C@H]2[C@@H](OS(=O)(=O)[O-])C=C[C@H]3[C@H]1C5
DBMET02314,Dihydrofolate (DHF),N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2
DBMET02315,rac Ketorolac Glucuronide,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
DBMET02316,"5,10-methylene tetrahydrofolate (THF)",N=c1nc(O)c2c([nH]1)NC[C@@H]1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CN21
DBMET02318,M1 (hydroxymethyl-ivacaftor),CC(C)(C)c1cc(C(C)(C)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O
DBMET02319,M6 (ivacaftor-carboxylate),CC(C)(C)c1cc(C(C)(C)C(=O)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O
DBMET02320,alpha-carboxydimethyldecadienylhydroxychromanol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCC(=O)O)O2
DBMET02321,alpha-carboxydimethyloctenylhydroxychromanol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)C(=O)O)O2
DBMET02322,alpha-carboxydimethylhexylhydroxychromanol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC(=O)O)O2
DBMET02323,alpha-caboxymethylbutylhydroxychromanol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)C(=O)O)O2
DBMET02324,alpha-carboxyethylhydroxychromanol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC(=O)O)O2
DBMET02351,"2-(l-Piperazinyl)- 4-amino-6,7 - dimethoxyquinazoline",COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC
DBMET02353,Ranitidine N-Oxide,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(C[N+](C)(C)[O-])o1
DBMET02354,Ranitidine S-Oxide,CN/C(=C\[N+](=O)[O-])NCCS(=O)Cc1ccc(CN(C)C)o1
DBMET02355,7-O-demethyl terazosin,COc1cc2c(N)nc(N3CCN(C(=O)C4CCCO4)CC3)nc2cc1O
DBMET02356,6-O-demethyl terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1O
DBMET02358,Free Piperazine Derivative,COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC
DBMET02359,Diamine Metabolite Of The Piperazine Compound,COc1cc2nc(N)nc(N)c2cc1OC
DBMET02362,"21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)",C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]34O[C@H]4C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
DBMET02363,Palbociclib M1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCC(O)C2)c1=O
DBMET02364,Palbociclib M2,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCC(O)C2)c1=O
DBMET02365,Palbociclib M3,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNC(O)C4)cn3)nc2n(C2CCCC2)c1=O
DBMET02366,Palbociclib M11,CC(=O)c1c(C)c2cnc(Nc3cc(O)c(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
DBMET02367,"21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4-diene-3,20-dione",C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]34O[C@H]4CC2(C)[C@@]1(O)C(=O)CCl
DBMET02368,5-methoxyindole-3-carboxylic acid,COc1ccc2[nH]cc(C(=O)O)c2c1
DBMET02369,"21-beta-chloro-21-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4,17,20-tetraen-3-one 21-(2-furoate",C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]34O[C@H]4C[C@]2(C)C1=C=C(Cl)OC(=O)c1ccco1
DBMET02370,"9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)C1=C=C(Cl)OC(=O)c1ccco1
DBMET02371,Palbociclib M4,CC(=O)c1c(C)c2cnc(Nc3ccc(NCCN)cn3)nc2n(C2CCCC2)c1=O
DBMET02372,Palbociclib M14,CC(=O)c1c(C)c2cnc(N)nc2n(C2CCCC2)c1=O
DBMET02373,Palbociclib M5,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNC(=O)C4)cn3)nc2n(C2CCCC2)c1=O
DBMET02374,Palbociclib M6,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CC(O)NCC4O)cn3)nc2n(C2CCCC2)c1=O
DBMET02375,Palbociclib M7,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(O)CC4)cn3)nc2n(C2CCCC2)c1=O
DBMET02376,Palbociclib M8,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(S(=O)O)CC4)cn3)nc2n(C2CCCC2)c1=O
DBMET02377,Palbociclib M9,CC(=O)c1c(C)c2cnc(Nc3ccc(NCC(=O)O)cn3)nc2n(C2CCCC2)c1=O
DBMET02378,Palbociclib M10,Cc1c(C(=O)O)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cn3)ncc12
DBMET02379,Palbociclib M12,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNC(C=O)C4)cn3)nc2n(C2CCCC2)c1=O
DBMET02380,Palbociclib M13,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C(C)=O)CC4)cn3)nc2n(C2CCCC2)c1=O
DBMET02381,3-alpha-androstanediol,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
DBMET02382,3-beta-androstenediol,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
DBMET02383,Linagliptin M515(1),CC#CCn1c(N2CCC[C@@H](NC(C)=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02384,Linagliptin M531(1),CC(=O)N[C@@H]1CCCN(c2nc3c(c(=O)n(Cc4nc(C)c5ccccc5n4)c(=O)n3C)n2CC#CCO)C1
DBMET02385,Linigliptin M531(2),CC#CCn1c(N2CCC[C@@H](NC(C)=O)C2O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02386,Linagliptin M489(1),Cc1nc(Cn2c(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC#CCO)n(C)c2=O)nc2ccccc12
DBMET02387,Linagliptin M503(1),CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C(=O)O)c3ccccc3n1)c(=O)n2C
DBMET02388,Linagliptin CD10604,CC#CCn1c(N2CCCC(=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02389,Linagliptin CD1790,CC#CCn1c(N2CCCC(O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02390,Linagliptin M490(1),Cc1nc(Cn2c(=O)c3c(nc(N4CCCC(O)C4)n3CC#CCO)n(C)c2=O)nc2ccccc12
DBMET02391,Linagliptin M506(1),CC#CCn1c(NCCCC(O)C(=O)O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02392,Linagliptin M504(2),CC#CCn1c(NCCCC(=O)C(=O)O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02393,Linagliptin M476(1),CC#CCn1c(NCCCC(=O)O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02394,Linagliptin M487(1),CC#CCn1c(N2CCC(=O)[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
DBMET02395,N-isopropylnortropine-ester methobromide,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](O)C2
DBMET02396,N-isopropylnortropium bromide,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)Cc1ccccc1)C2
DBMET02401,Olanzapine 10-N-glucuronide,Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1
DBMET02403,M10 (GW694301X),C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)O
DBMET02407,p-hydroxy-methylphenidate,COC(=O)[C@H](c1ccc(O)cc1)[C@H]1CCCCN1
DBMET02408,6-oxo-methylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCC(=O)N1
DBMET02409,Benzyl hydroxy desvenlafaxine,CN(C)CC(c1ccc(O)c(O)c1)C1(O)CCCCC1
DBMET02410,Cyclohexane ring hydroxy desvenlafaxine,CN(C)CC(c1ccc(O)cc1)C1(O)CCC(O)CC1
DBMET02411,Desvenlafaxine O-glucuronide,CN(C)CC(c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)C1(O)CCCCC1
DBMET02412,Desvenlafaxine N-oxide,C[N+](C)([O-])CC(c1ccc(O)cc1)C1(O)CCCCC1
DBMET02413,Dabigatran 1-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c3ccccn3)ccc21
DBMET02414,Dabigatran 2-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3C(O)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)c3ccccn3)ccc21
DBMET02415,Dabigatran 3-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3[C@@H](O)C(O)O[C@H](C(=O)O)[C@H]3O)c3ccccn3)ccc21
