parent_id,parent_name,child_id,child_name,enzymes,origin
DBMET01914,Deacetyl-thymoxamine,DBMET01918,sulfate of deacetyl-thymoxamine,,DB09205
DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DBMET01932,N-(2-methyl-3-chloro-4-metoxyphenyl)-anthranilic acid,,DB09216
DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DBMET01933,N-(2-methyl-4-hydroxyphenyl)-anthranilic acid,,DB09216
DBMET01935,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 2,DBMET01936,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 3,,DB09216
DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01938,N-(2-formyl-3-chlorophenyl) anthranilic acid,,DB09216
DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01939,N-(2-hydroxymethyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,,DB09216
DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01940,N-(2-hydroxymethyl-3-chlorophenyl)-4-hydroxy-anthranilic acid,,DB09216
DBMET01888,M1 (Blonanserin),DBMET01889,M2 (Blonanserin),UDP-glucuronosyltransferase 1A1,DB09223
DBMET01890,M3 (Blonanserin),DBMET01891,M4 (Blonanserin),UDP-glucuronosyltransferase 1A1,DB09223
DBMET01892,M5 (Blonanserin),DBMET01894,M7 (Blonanserin),Cytochrome P450 3A4,DB09223
DBMET01899,M-8,DBMET01900,M-2,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 3A43",DB09227
DBMET01901,M-1,DBMET01902,M-3,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 3A43",DB09227
DBMET01949,Aranidipine M-1,DBMET01950,Aranidipine M-2,,DB09229
DBMET01949,Aranidipine M-1,DBMET01951,Aranidipine M-4,,DB09229
DBMET01952,Aranidipine M-3,DBMET01951,Aranidipine M-4,,DB09229
DBMET02937,Levamlodipine M9 metabolite,DBMET02938,Levamlodipine M10 metabolite,,DB09237
DBMET02937,Levamlodipine M9 metabolite,DBMET02940,Levamlodipine M4 metabolite,,DB09237
DBMET02058,5'-hydroxytegafur,DB00544,Fluorouracil,,DB09256
DBMET00443,Dihydroartemisinin (DHA),DBMET03143,Dihydroartemisinin Glucuronide,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB06697
DBMET03569,Tenofovir alanine,DBMET01425,Tenofovir,Adenosine 5'-monophosphoramidase HINT1,DB09299
DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate,"Nucleoside diphosphate kinase A, Nucleoside diphosphate kinase B",DB00300
DBMET01508,BA 345 Br (Scopolamine Butylbromide),DBMET01510,AD12 (Scopolamine Butylbromide),,DB09300
DBMET01975,cs_a_deg4,DBMET01985,N-acetyl-D-galactosamine,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01987,cs_a_deg2,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01979,cs_a_deg5,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01984,cs_b_deg2,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01988,cs_c_deg2,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01990,cs_c_deg5,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01982,cs_d_deg2,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01983,cs_d_deg6,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01989,cs_e_deg3,Beta-hexosaminidase subunit beta,DB09301
DBMET01975,cs_a_deg4,DBMET01980,cs_e_deg7,Beta-hexosaminidase subunit beta,DB09301
DBMET00753,5-hydroxytegafur,DBMET00449,5-fluorouracil,,DB09327
DBMET00449,5-fluorouracil,DBMET02004,5-FUH2,Dihydropyrimidine dehydrogenase [NADP(+)],DB00322
DBMET00449,5-fluorouracil,DBMET01999,5-fluorodeoxyuridine-monophosphate,,DB00322
DBMET00449,5-fluorouracil,DBMET02000,5-fluorouridine-triphosphate,,DB00322
DBMET01492,m-Iodohippuric acid,DBMET01493,Radioiodide 123,,DB09546
DBMET03786,Ixazomib M2 metabolite,DBMET03785,Ixazomib M1 metabolite,,DB09570
DBMET03787,Ixazomib M5 metabolite,DBMET03786,Ixazomib M2 metabolite,,DB09570
DBMET03787,Ixazomib M5 metabolite,DBMET03783,Ixazomib M6 metabolite,,DB09570
DBMET00596,25-Hydroxyvitamin D2-25-glucuronide,DBMET00608,25-Hydroxyvitamin D2 25-(beta-glucuronide),"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",DB11094
DBMET01468,Selenodiglutathione,DBMET01458,Hydrogen Selenide,"Glutathione reductase, mitochondrial",DB11127
DBMET01458,Hydrogen Selenide,DBMET01461,Methyl-selenol,,DB11127
DBMET01458,Hydrogen Selenide,DBMET01459,Selenocysteine,,DB11127
DBMET01458,Hydrogen Selenide,DBMET01460,Selenophosphate,,DB11127
DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine,,DB01452
DBMET00313,morphine,DB06409,Morphine glucuronide,,DB01452
DBMET00313,morphine,DBMET00462,morphine-3-glucuronide,,DB01452
DBMET00462,morphine-3-glucuronide,DBMET02018,"morphine-3,6-diglucuronide",,DB00295
DBMET02091,3-(4-hydroxymethylbenzylidene)camphor,DBMET02092,3-(4-carboxybenzylidene)camphor,"Aldo-keto reductase family 1 member A1, Aldehyde dehydrogenase, mitochondrial",DB11219
DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol,,DB11251
DBMET01403,ACT-333679,DBMET02144,ACT-333679 glucuronide,"UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B7",DB11362
DBMET01449,Sennidin A,DBMET01450,Rheinanthrone,Beta-glucosidase,DB11365
DBMET01437,Benzoic acid,DBMET00507,Hippuric acid,,DB11482
DBMET03371,3-dimethyl thiocolchicoside,DBMET03372,SL18.0740,,DB11582
DBMET02050,BMS-798430,DBMET02051,BMS-558364,,DB11586
DBMET01965,DM-6705,DBMET01966,"(4RS,5S)-DM-6720","Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 2D6, Cytochrome P450 2E1",DB11637
DBMET01965,DM-6705,DBMET01968,DM-6704,Cytochrome P450 3A4,DB11637
DBMET01965,DM-6705,DBMET01972,DM-6706,,DB11637
DBMET02011,Butanediol mononitrate,DB01955,"1,4-Butanediol",Glutathione S-transferase A1,DB11660
DBMET02011,Butanediol mononitrate,DBMET01480,Nitric Oxide,Glutathione S-transferase A1,DB11660
DBMET03172,Heptanoate,DBMET03173,β-hydroxypentanoate,,DB11677
DBMET03172,Heptanoate,DBMET03174,β-hydroxybutyrate,,DB11677
DBMET03172,Heptanoate,DBMET03175,Acetyl Coenzyme A,,DB11677
DBMET03172,Heptanoate,DBMET03176,Propionyl Coenzyme A,,DB11677
DBMET03602,Daprodustat M2 metabolite,DBMET03603,Daprodustat M13 metabolite,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB11682
DBMET03604,Daprodustat M6 metabolite,DBMET03605,Daprodustat M4 metabolite,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB11682
DBMET03100,M14 (AZ12791138),DBMET03099,M15 (AZ13326637),,DB11689
DBMET03100,M14 (AZ12791138),DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",,DB11689
DBMET03102,M8 (N-desmethyl selumetinib),DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",,DB11689
DBMET03102,M8 (N-desmethyl selumetinib),DBMET03103,M11 (N-demethylated carboxylic acid selumetinib metabolite),,DB11689
DBMET03102,M8 (N-desmethyl selumetinib),DBMET03104,M3 (glucuronidated N-desmethyl selumetinib),,DB11689
DBMET03102,M8 (N-desmethyl selumetinib),DBMET03105,M5 (glucuronidated N-desmethyl selumetinib),,DB11689
DBMET03100,M14 (AZ12791138),DBMET03109,M2 (amide glucuronide selumetinib metabolite),,DB11689
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02879,Acalabrutinib M16 Metabolite,,DB11703
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02880,Acalabrutinib M3 Metabolite,,DB11703
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02881,Acalabrutinib M2 Metabolite,,DB11703
DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02883,Acalabrutinib M45 Metabolite,,DB11703
DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02884,Acalabrutinib M24 Metabolite,,DB11703
DBMET02885,Acalabrutinib M5 Metabolite (ACP-5530),DBMET02886,Acalabrutinib M7 Metabolite (ACP-5531),,DB11703
DBMET02088,α-D-galactose,DBMET02089,galactose-1-phosphate,Galactokinase,DB09301
DBMET03563,M-I,DBMET03564,M-I-G,,DB11739
DBMET03563,M-I,DBMET03565,M-II,,DB11739
DBMET02750,4'-O-monodesmethyl istradefylline (M1),DBMET02751,M1 Sulfate Conjugate (M4),,DB11757
DBMET02750,4'-O-monodesmethyl istradefylline (M1),DBMET02752,M1 Glucuronide (M5),,DB11757
DBMET03717,Momelotinib M5 metabolite,DBMET03718,Momelotinib M16 metabolite,,DB11763
DBMET03709,Momelotinib M21 metabolite,DBMET03710,Momelotinib M28 metabolite,,DB11763
DBMET03709,Momelotinib M21 metabolite,DBMET03712,Momelotinib M8 metabolite,,DB11763
DBMET03713,Momelotinib M19 metabolite,DBMET03711,Momelotinib M14 metabolite,,DB11763
DBMET03715,Momelotinib M15 metabolite,DBMET03712,Momelotinib M8 metabolite,,DB11763
DBMET03567,Niraparib M1 metabolite,DBMET03568,Niraparib M10 metabolite,UDP-glucuronosyltransferases (UGTs),DB11793
DBMET03183,Temsavir,DBMET03184,BMS-646915 (hydrolysis metabolite),,DB11796
DBMET03183,Temsavir,DBMET03185,BMS-930644 (N-dealkylated metabolite),Cytochrome P450 3A4,DB11796
DBMET01906,Ertugliflozin M2 metabolite,DBMET01907,Ertugliflozin M5a metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827
DBMET01906,Ertugliflozin M2 metabolite,DBMET01908,Ertugliflozin M5b metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827
DBMET01923,N-desmethyl apalutamide,DBMET03639,M4 apalutamide,,DB11901
DBMET01448,[+]-α-HTBZ,DBMET03700,9-O-desmethyl-dihydrotetrabenazine,Cytochrome P450 2D6,DB11915
DBMET01448,[+]-α-HTBZ,DBMET03701,10-O-desmethyl-dihydrotetrabenazine,Cytochrome P450 2D6,DB11915
DBMET02573,21-Deflazacort,DBMET02574,Deflazacort 6-beta-OH,Cytochrome P450 3A4,DB11921
DBMET03198,Abametapir hydroxyl,DBMET03199,Abametapir carboxyl,Cytochrome P450 1A2,DB11932
DBMET02746,ENB577c,DBMET02747,ENB579b,,DB11986
DBMET02745,ENB577b,DBMET02749,ENB753,,DB11986
DBMET02094,R406,DBMET02095,R529,Cytochrome P450 3A4,DB12010
DBMET02094,R406,DBMET02096,R406 N-glucuronide,UDP-glucuronosyltransferase 1A9,DB12010
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,,DB12016
DBMET03311,Ponesimod M12 Metabolite (ACT-204426),DBMET03312,Ponesimod M13 Metabolite (ACT-338275),,DB12016
DBMET03311,Ponesimod M12 Metabolite (ACT-204426),DBMET03309,Ponesimod M32 Metabolite,,DB12016
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,,DB12016
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,,DB12016
DBMET03552,Telotristat,DBMET03553,M1 telotristat,,DB12095
DBMET02195,Gilteritinib M16,DBMET02194,Gilteritinib M17,,DB12141
DBMET03723,3'-OH-gepirone,DBMET03724,"3',5-di-OH-gepirone",,DB12184
DBMET03725,5-OH-gepirone,DBMET03724,"3',5-di-OH-gepirone",,DB12184
DBMET03725,5-OH-gepirone,DBMET03726,5-OH 1-PP,,DB12184
DBMET03729,1-PP,DBMET03726,5-OH 1-PP,,DB12184
DBMET02239,Triclabendazole sulfoxide,DBMET02240,triclabendazole sulfone,"Cytochrome P450 2C9, Cytochrome P450 1A1, Cytochrome P450 1B1, Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2D6",DB12245
DBMET03402,Fexinidazole sulfoxide metabolite (M1),DBMET03403,Fexinidazole sulfone metabolite (M2),"Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5, Flavin-containing monooxygenase 3, Cytochrome P450 2D6",DB12265
DBMET03519,Rucaparib M323 metabolite,DBMET03520,Rucaparib M337a metabolite,,DB12332
DBMET03519,Rucaparib M323 metabolite,DBMET03521,Rucaparib M337c metabolite,,DB12332
DBMET03522,Rucaparib M324 metabolite,DBMET03523,Rucaparib M500 metabolite,UDP-glucuronosyltransferase 1A1,DB12332
DBMET01536,PRT062803,DBMET01537,PRT062799,,DB12364
DBMET01536,PRT062803,DBMET01538,PRT062982,,DB12364
DBMET02330,"M1 metabolite, Siponimod",DBMET02332,"M8 metabolite, Siponimod",,DB12371
DBMET02329,"M7 metabolite, Siponimod",DBMET02342,"M12 metabolite, Siponimod",,DB12371
DBMET02329,"M7 metabolite, Siponimod",DBMET02338,"M4b metabolite,  Siponimod",,DB12371
DBMET02328,"M5 metabolite, Siponimod",DBMET02326,"M3 metabolite, Siponimod",,DB12371
DBMET02328,"M5 metabolite, Siponimod",DBMET02340,"M4a metabolite, Siponimod",,DB12371
DBMET02327,"M6 metabolite, Siponimod",DBMET02341,"M4c metabolite,  Siponimod",,DB12371
DBMET03764,Taurultam,DBMET03766,Taurinamide,,DB12473
DBMET03570,DM4,DBMET03571,S-methyl-DM4,,DB12489
DBMET03088,RP101075,DBMET03091,CC 112273,"Arylamine N-acetyltransferase 2, Amine oxidase [flavin-containing] B",DB12612
DBMET03088,RP101075,DBMET03090,RP101442,"Arylamine N-acetyltransferase 2, Amine oxidase [flavin-containing] B",DB12612
DBMET01143,SN-38,DBMET03116,10-O-glucuronyl-SN-38,UDP-glucuronosyltransferase 1A1,DB00762
DBMET01495,Oxabolone,DBMET01496,"4-Hydroxyestr-4-en-3,17-dione (M2)",,DB13185
DBMET01495,Oxabolone,DBMET01497,"4-Hydroxyestran-3,17-dione (M1)",,DB13185
DBMET02104,9-O-demethylemetine,DBMET02107,9-O-demethylemetine glucuronide,,DB13293
DBMET02103,Cephaeline,DBMET02106,Cephaeline 6'-O-glucuronide,,DB13293
DBMET03039,Arbidol M1 metabolite,DBMET03040,Arbidol M4 metabolite,,DB13609
DBMET03048,Arbidol M3-1 metabolite,DBMET03050,Arbidol M9-1 metabolite,,DB13609
DBMET03039,Arbidol M1 metabolite,DBMET03051,Arbidol M13-1 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03039,Arbidol M1 metabolite,DBMET03052,Arbidol M13-2 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03043,Arbidol M3-2 metabolite,DBMET03053,Arbidol M17-2 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03044,Arbidol M5 metabolite,DBMET03054,Arbidol M19 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03045,Arbidol M6-1 metabolite,DBMET03055,Arbidol M20 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03046,Arbidol M7 metabolite,DBMET03056,Arbidol M21 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03047,Arbidol M8 metabolite,DBMET03057,Arbidol M22 metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB13609
DBMET03043,Arbidol M3-2 metabolite,DBMET03058,Arbidol M9-2 metabolite,,DB13609
DBMET03044,Arbidol M5 metabolite,DBMET03059,Arbidol M11-2 metabolite,,DB13609
DBMET03045,Arbidol M6-1 metabolite,DBMET03060,Arbidol M14-1 metabolite,,DB13609
DBMET03046,Arbidol M7 metabolite,DBMET03061,Arbidol M15 metabolite,,DB13609
DBMET03047,Arbidol M8 metabolite,DBMET03062,Arbidol M16 metabolite,,DB13609
DBMET03117,4-(4-guanidinobenzoyloxy)phenylacetic Acid,DBMET03118,4-guanidinobenzoic Acid,,DB13729
DBMET02076,M1 (Bioallethrin),DBMET02077,M2 (Bioallethrin),,DB13746
DBMET01880,O-demethylated acemetacin,DBMET02185,Acemetacin-acyl-beta-D-glucuronide,UDP-glucuronosyltransferase 2B7,DB13783
DBMET01881,des-4-chlorobenzoyl-indomethacin,DBMET02186,des-4-chlorobenzoyl-indomethacin glucuronide,UDP-glucuronosyltransferase 2B7,DB13783
DBMET01882,O-desmethyl-des-4-chlorobenzoyl,DBMET02187,O-desmethyl-des-4-chlorobenzoyl glucuronide,UDP-glucuronosyltransferase 2B7,DB13783
DBMET01886,U7 semaglutide,DBMET01887,U6 semaglutide,Neprilysin,DB13928
DBMET01947,M2 (piperaquine),DBMET01948,M5 (piperaquine),,DB13941
DBMET00558,Dihydrotestosterone,DBMET00593,3-alpha-Androstanediol glucuronide,,DB01420
DBMET00558,Dihydrotestosterone,DBMET00593,3-alpha-Androstanediol glucuronide,,DB01420
DBMET03460,Undecanoate,DBMET03175,Acetyl Coenzyme A,,DB13946
DBMET00558,Dihydrotestosterone,DBMET02381,3-alpha-androstanediol,"Aldo-keto reductase family 1 member C4, 3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1",DB01420
DBMET00558,Dihydrotestosterone,DBMET02382,3-beta-androstenediol,"Aldo-keto reductase family 1 member C4, 3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1",DB01420
DBMET02073,Bromonitroethanol,DBMET02074,Bromonitromethane,,DB13960
DBMET02073,Bromonitroethanol,DBMET00531,Formaldehyde,,DB13960
DBMET02073,Bromonitroethanol,DBMET02075,2-bromoethanol,,DB13960
DBMET02073,Bromonitroethanol,DB12529,Nitrite,,DB13960
DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol,,DB11251
DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol,,DB11251
DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol,,DB11251
DBMET02063,11-hydroxy-THC,DBMET02064,11-Nor-9-carboxy-THC (THC-COOH),,DB14009
DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate,"Nucleoside diphosphate kinase A, Nucleoside diphosphate kinase B",DB00300
DBMET02124,N-hydroxymethyl-aripiprazole,DB01238,Aripiprazole,,DB14185
DBMET02124,N-hydroxymethyl-aripiprazole,DBMET00531,Formaldehyde,,DB14185
DBMET02362,"21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)",DBMET02367,"21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4-diene-3,20-dione",,DB14512
DBMET02362,"21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)",DBMET02369,"21-beta-chloro-21-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4,17,20-tetraen-3-one 21-(2-furoate",,DB14512
DBMET02370,"9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)",DBMET02369,"21-beta-chloro-21-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4,17,20-tetraen-3-one 21-(2-furoate",,DB14512
DBMET03503,Ivosidenib M39 metabolite,DBMET03504,Ivosidenib M37 metabolite,,DB14568
DBMET03214,,DBMET03215,Remdesivir cyclic anhydride,,DB14761
DBMET03035,Remdesivir Alanine Metabolite (Ala-Met; GS-704277),DBMET03036,Remdesivir Nucleoside Monophosphate,,DB14761
DBMET03035,Remdesivir Alanine Metabolite (Ala-Met; GS-704277),DBMET03036,Remdesivir Nucleoside Monophosphate,,DB14761
DBMET03206,Oxy-oliceridine,DBMET03207,TRV0306954,,DB14881
DBMET03496,MYK-2210,DBMET03498,MYK-2210 glucuronide,,DB14921
DBMET02686,6-α-hydrocodol,DBMET02685,6-α-hydromorphol,,DB15465
DBMET02687,6-β-hydrocodol,DBMET02684,6-β-hydromorphol,,DB15465
DBMET02851,6αhydroxy-prednisolone (M-VII),DBMET02852,"6α,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-X)",,DB15566
DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02854,"6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)",,DB15566
DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",,DB15566
DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02857,"6β,11β,17α,20α,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)",,DB15566
DBMET02861,20β-dihydro-prednisone (M-IV),DBMET02862,"17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)",,DB15566
DBMET03200,Monomethyl Auristatin-F,DBMET03202,Monomethyl Auristatin-F M2 Metabolite,,DB15719
DBMET03200,Monomethyl Auristatin-F,DBMET03203,Monomethyl Auristatin-F M3 Metabolite,,DB15719
DBMET03200,Monomethyl Auristatin-F,DBMET03204,Monomethyl Auristatin-F M6 Metabolite,,DB15719
DBMET03395,Finerenone M1 Metabolite,DBMET03396,Finerenone M2 Metabolite,Cytochrome P450 3A4,DB16165
DBMET03399,Finerenone M4 Metabolite,DBMET03400,Finerenone M5 Metabolite,Cytochrome P450 3A4,DB16165
DBMET03746,M2 iptacopan,DBMET03747,M9 iptacopan,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A8",DB16200
DBMET03655,Leniolisib M43 metabolite,DBMET03656,Leniolisib M48 metabolite,,DB16217
DBMET03657,Leniolisib M1 metabolite,DBMET03656,Leniolisib M48 metabolite,,DB16217
DBMET02407,p-hydroxy-methylphenidate,DBMET03283,p-hydroxy-ritalinic acid,,DB16629
DBMET02408,6-oxo-methylphenidate,DBMET03282,oxo-Ritalinic acid,,DB16629
DBMET03463,M2 (1-63),DBMET03464,M3 (1-62),,DB00001
DBMET03073,Biocytin,DB00121,Biotin,,DB00121
DBMET03075,"2,3-dikeogulonic acid",DBMET00552,Oxalic acid,,DB00126
DBMET03075,"2,3-dikeogulonic acid",DBMET03076,Threosone,,DB00126
DBMET03075,"2,3-dikeogulonic acid",DBMET03077,Erythrulose,,DB00126
DBMET03079,1-pyrroline-5-carboxylic acid,DBMET00494,Proline,,DB00130
DBMET03079,1-pyrroline-5-carboxylic acid,DB00129,Ornithine,,DB00130
DBMET02311,13'-carboxy-alpha-tocopherol,DBMET02320,alpha-carboxydimethyldecadienylhydroxychromanol,,DB11635
DBMET01063,Bortezomib metabolite M3,DBMET01064,Bortezomib metabolite M4,,DB00188
DBMET01067,Bortezomib metabolite M8,DBMET01068,Bortezomib metabolite M33,,DB00188
DBMET00957,"N,O-didesmethyltramadol",DBMET00956,"N,N,O-tridesmethyl-tramadol",,DB00193
DBMET00954,"N,N-didesmethyltramadol",DBMET00956,"N,N,O-tridesmethyl-tramadol",,DB00193
DBMET03705,didemethylcitalopram,DBMET03706,Citalopram propionic aldehyde,"Amine oxidase [flavin-containing] A, Amine oxidase [flavin-containing] B",DB00215
DBMET03775,Cladribine diphosphate,DBMET00677,Cladribine triphosphate,,DB00242
DBMET02990,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",DBMET02991,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfone",,DB00246
DBMET01043,Nitroso-dapsone,DBMET01045,Dapsone mercaptal intermediate,,DB00250
DBMET00888,Hydroxyphenytoin,DBMET00989,Phenytoin catechol,"Cytochrome P450 2C19, Cytochrome P450 3A5, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 3A7, Cytochrome P450 2B6, Cytochrome P450 2D6",DB00252
DBMET00888,Hydroxyphenytoin,DBMET00889,Hydroxyphenytoin-O-glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1-6, UDP-glucuronosyltransferase 1A9",DB00252
DBMET00990,Phenytoin dihydrodiol,DBMET00989,Phenytoin catechol,,DB00252
DBMET01091,Glycinexylidide (GX),DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",,DB00281
DBMET01107,2-n-Propyl-4-oxopentanoic acid,DBMET01108,2-Propylsuccinic acid,,DB00313
DBMET03120,Indole ethyl alcohol zolmitriptan derivative,DBMET03121,Indole acetic acid zolmitriptan derivative,,DB00315
DBMET03222,Deacetyl N-monodesmethyl diltiazem,DBMET03223,"Deacetyl N,O-didesmethyl diltiazem",Cytochrome P450 2D6,DB00343
DBMET01154,Thioguanosine diphosphate,DBMET01155,Thioguanosine triphosphate,,DB00352
DBMET01154,Thioguanosine diphosphate,DBMET01156,Thiodeoxyguanosine diphosphate,,DB00352
DBMET03194,Remoxipride Metabolite NCL 118,DBMET03196,Remoxipride Metabolite NCM 009,,DB00409
DBMET03194,Remoxipride Metabolite NCL 118,DBMET03196,Remoxipride Metabolite NCM 009,,DB00409
DBMET03195,Remoxipride Metabolite NCM 001,DBMET03196,Remoxipride Metabolite NCM 009,,DB00409
DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DBMET00937,N-Desmethyl-ortho-O-sulfate rosiglitazone,,DB00412
DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DBMET01113,N-Desmethyl para-O-sulfate rosiglitazone,,DB00412
DBMET02483,7-alpha-thiomethylspironolactone,DBMET02484,3alpha-hydroxythiomethylspironolactone,,DB00421
DBMET02483,7-alpha-thiomethylspironolactone,DBMET02485,3beta-hydroxythiomethylspironolactone,,DB00421
DBMET02483,7-alpha-thiomethylspironolactone,DBMET03697,6-beta-7-alpha-thiomethylspironolactone,,DB00421
DBMET00858,Gemcitabine diphosphate,DBMET00859,Gemcitabine triphosphate,Nucleoside diphosphate kinase A,DB00441
DBMET02788,desloratadine glucuronide,DBMET02787,3-hydroxydesloratadine,Cytochrome P450 2C8,DB00455
DBMET00764,6-methoxy-2-naphthylacetic acid,DBMET02523,6-hydroxy-naphthylacetic acid,Cytochrome P450 2C9,DB00461
DBMET00764,6-methoxy-2-naphthylacetic acid,DBMET02529,6-methoxy-naphthylacetic acid glucuronide,,DB00461
DBMET02530,reduced 3-hydroxy-nabumetone,DBMET02531,reduced O-desmethyl-3-hydroxy-nabumetone,,DB00461
DBMET02534,O-desmethyl-3-hydroxy-nabumetone,DBMET02531,reduced O-desmethyl-3-hydroxy-nabumetone,,DB00461
