reactants	products	set	tanimoto
O=C(O)C(O)CO	O=C(O)C(O)COP(=O)(O)O	train	0.4166666666666667
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	train	0.6056338028169014
CSCCC(N=C(C)O)C(=O)O	CSCCC(N)C(=O)O	train	0.5333333333333333
CC(=O)c1ccccc1	O=C(O)CC(=O)c1ccccc1	train	0.4583333333333333
C=P(OC)(OC)Oc1cc(C)ccc1C	C=P(O)(OC)Oc1cc(C)ccc1C	train	0.6875
NCCP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O	Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1	train	0.7222222222222222
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)CCCC(N)C(=O)O)C(O)C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	train	0.6615384615384615
CC12CCC3c4ccc(O)cc4CCC3C1CC(OC1OC(C(=O)O)C(O)C(O)C1O)C2O	CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O	train	0.5806451612903226
CC(=O)NCCCC=O	CC(=O)NCCCC(=O)O	train	0.5384615384615384
NC(CO)C(=O)O	NC(Cc1ccc(O)cc1)C(=O)O	train	0.3928571428571428
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	train	0.5737704918032787
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O	O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O	train	0.8888888888888888
CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	C=C(C)CCOP(=O)(O)OP(=O)(O)O	train	0.4358974358974359
CSCC(N)C(=O)NCC(=O)O	CSCC(N)C(=O)O	train	0.5769230769230769
NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	train	0.4324324324324324
CC(O)C(NC(=O)C(N)CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	train	0.5
COC(=O)CCCC(=O)CC(=O)SC	CSC(=O)CC(=O)O	train	0.4285714285714285
C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6190476190476191
NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	train	0.5
CC(CO)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(CO)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	train	0.7049180327868853
[H]N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2	[H]N=c1nc(O)c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2	train	0.7123287671232876
NC(COP(=O)(O)O)C(=O)O	O=C(O)C(=O)COP(=O)(O)O	train	0.4137931034482758
Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)O)C1O	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	train	0.7
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cccc(O)c1O	COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O	train	0.725
CCCCCC=CCC=CC=CC=CC(SCC(N)C(=O)O)C(O)CCCC(=O)O	CCCCCC=CCC=CC=CC=CC(SCC(N=C(C)O)C(=O)O)C(O)CCCC(=O)O	train	0.7457627118644068
CCCCCCCCCCCCCC=CC=O	CCCCCCCCCCCCCC=CC(O)C(N)COP(=O)(O)O	train	0.3333333333333333
NC1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	O=P(O)(O)OP(=O)(O)O	train	0.2647058823529412
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)CC=C1	train	0.5747126436781609
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.9807692307692308
OC1COC(O)C(O)C1O	O=C1OCC(O)C(O)C1O	train	0.3461538461538461
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CCCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	train	0.6666666666666666
CC(O)C(N)C(=O)O	CC(N)C(=O)O	train	0.5555555555555556
CC(=O)NC1C(O)OC(CO)C(O)C1O	CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O	train	0.6153846153846154
CC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(C)=O	OCC1OC(O)C(O)C(O)C1O	train	0.3111111111111111
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O	O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O	train	0.8888888888888888
O=CC(O)c1ccc(O)c(O)c1	O=C(O)C(O)c1ccc(O)c(O)c1	train	0.5333333333333333
CSCCC(=O)C(=O)O	CCC(=O)SC	train	0.28
O=C(O)Cc1ccccc1O	O=C(O)C(=O)Cc1ccccc1	train	0.44
CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(O)O	train	0.7627118644067796
NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O	NC(CCC(O)=NC(CSC(CC(=O)O)c1cnc[nH]1)C(=O)NCC(=O)O)C(=O)O	train	0.5254237288135594
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	CC(C)=CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	train	0.6101694915254238
CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	train	0.7407407407407407
O=c1[nH]cnc2nc[nH]c12	O=c1[nH]c(=O)c2nc[nH]c2[nH]1	train	0.3666666666666666
CC(=O)OCC(=O)COP(=O)(O)O	CC(=O)OCC(O)COP(=O)(O)O	train	0.5
O=C(O)CC(=O)C(=O)O	CC(=O)C(=O)O	train	0.2941176470588235
CC1=CCC2CC1C2(C)C	CC1(C)C2CC3OC3(C)C1C2	train	0.2424242424242424
CC(=O)NC1C(O)OC(CO)C(O)C1O	CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O	train	0.6153846153846154
CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1	CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2=N1	train	0.3272727272727272
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	train	0.7454545454545455
Cc1cc(C(=O)O)c(C(=O)O)cc1O	Cc1ccc(C(=O)O)cc1O	train	0.5
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12	CC12CCC(=O)C=C1CCC1C2C(O)CC2(CO)C(C(=O)CO)CCC12	train	0.7962962962962963
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O	train	1.0
O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C(O)C1O	O=P(O)(O)OC1OC(CO)C(O)C(O)C1O	train	0.696969696969697
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	train	0.2876712328767123
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1	train	0.5211267605633803
NC(CS)C(=O)NCC(=O)O	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	train	0.5263157894736842
NC(CSSCC(N)C(=O)O)C(=O)O	CC(N)C(=O)O	train	0.4
CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O	CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O	train	0.6222222222222222
NC(CCC(=O)OP(=O)(O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	train	0.5172413793103449
C=C(C)CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCOP(=O)(O)OP(=O)(O)O	train	0.4848484848484848
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cccc(O)c1O	COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O	train	0.725
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	CCCCCC=CCC=CC=CC=CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O	train	0.4492753623188406
OC1CCC2C(CC=C3C4CCCC4CCC32)C1	OC1CCC2C(=CC=C3C4CCCC4CCC32)C1	train	0.4883720930232558
CC(CCCC(C)(C)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CC(CCC(O)C(C)(C)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	train	0.7758620689655172
CCCCCC(O)C=CC1C(=O)CC(O)C1CC=CCCCC(=O)O	CCCCCC(O)CC=C1C(=O)C=CC1CC=CCCCC(=O)O	train	0.4696969696969697
NC(Cc1ccc(Oc2ccc(O)cc2)c(I)c1)C(=O)O	NC(Cc1ccc(Oc2ccc(O)cc2)cc1)C(=O)O	train	0.6829268292682927
CC(=O)CCC(NC(=O)c1ccc(NCC2=Nc3c(nc(N)[nH]c3=O)NC2)cc1)C(=O)O	CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)O	train	0.631578947368421
Sc1ncnc2nc[nH]c12	CSc1ncnc2nc[nH]c12	train	0.5161290322580645
COC1=C(C)C2OC(=C3C(C)=C(C)C(=O)C(C)=C3C)C(O)=C(C)C2C(OC)=C1C	COC1=C(C)C(O)C(C(C)C(=O)C(=O)c2c(C)c(C)c(O)c(C)c2C)C(OC)=C1C	train	0.3050847457627119
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O	train	0.8727272727272727
CCC=CCC(O)C(O)CC=CCC=CCC=CCCCC(=O)O	CCCCCC(O)C(O)C=CC=CC=CC=CC(O)CCCC(=O)O	train	0.3265306122448979
[H]N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O	train	0.6
[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(O)n1	[H]N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1	train	0.5671641791044776
O=CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O	O=C(O)CCCC(O)C=CC=CC=CC(O)CC=CCCCCC(O)O	train	0.7948717948717948
Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1	Nc1nc2ncc(CNc3ccc(C(=O)O)cc3)nc2c(=O)[nH]1	train	0.7
N=C(NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O	NC(=O)NCCCC(N)C(=O)O	train	0.5555555555555556
O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O	O=P(O)(O)OCC1OC(O)C(O)C1O	train	0.2325581395348837
CCCCCCCCCC(O)CC(=O)SC	CCCCCCCCCC=CC(=O)SC	train	0.3888888888888889
CCC=CC(O)CC=CC=CCC=CCC=CCCCC(=O)O	CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO	train	0.6304347826086957
N=C(N)NCCCC(NC(=O)CCN)C(=O)O	NCCC(=O)O	train	0.2777777777777778
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.6666666666666666
O=C(O)C1CC(O)CN1	O=C(O)C1CC(O)C=N1	train	0.28125
CCCCCC(O)C=CC=CC=CC=CC1OC1CCCC(=O)O	CCCCCC(O)C=CC=CC=CC=CC(O)C(O)CCCC(=O)O	train	0.574468085106383
NCCCNCCCCNCCCN	NCCCCNCCCN	train	0.9285714285714286
NCCC(=O)c1cc(O)ccc1NC=O	NCCc1c[nH]c2ccc(O)cc12	train	0.2653061224489796
CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C	train	0.7377049180327869
CCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6666666666666666
OC1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl	O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl	train	0.3043478260869565
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1	Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCC(O)CO)C(O)C2O)c(=O)n1	train	0.6842105263157895
CSC(=O)CCCCC1CCSS1	CCCCCCCC(=O)SC	train	0.4
NC(CC(=O)c1ccccc1NC=O)C(=O)O	CC(N)C(=O)O	train	0.2432432432432432
CC(O)=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)OC(CO)C(O)C1O	CC(=O)NC1C(O)OC(CO)C(O)C1O	train	0.2133333333333333
Cc1c(C)c(O)c(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)c(C)c1O	CC1=C(C)C(=O)C(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O	train	0.5333333333333333
O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1	O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	train	0.7058823529411765
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)Cc3c[nH]c4ccccc34)C2O)C1O	train	0.6590909090909091
NC(Cc1c[nH]c2ccccc12)C(=O)O	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)Cc3c[nH]c4ccccc34)C2O)C1O	train	0.3111111111111111
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O	CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	train	0.5952380952380952
CC(C)CC(NC(=O)CN)C(=O)O	CC(C)CC(N)C(=O)O	train	0.4333333333333333
CC(C)CCCC(C)CCCC(C)CCCC(C)C=O	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)O	train	0.4827586206896552
O=C(O)C=CC(=O)CC(=O)CC(=O)O	O=C(O)C=CC(=O)O	train	0.45
NC1C(O)OC(COP(=O)(O)O)C(O)C1O	CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O	train	0.5609756097560976
[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(O)n1	O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	train	0.6842105263157895
CC(C)=C(C#N)C#N	CC(C)C(C#N)C#N	train	0.2105263157894736
CC(C)C(N)C(=O)O	CC(C)C(=O)C(=O)O	train	0.3333333333333333
COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)C)C1=O	COC1=CC(=O)C=C(CC=C(C)CCC=C(C)C)C1=O	train	0.6304347826086957
NC(CCC(=O)NC(CSC1C=Cc2ccccc2C1O)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	train	0.4838709677419355
CCCCCCCCCC(=O)SC	CCCCCCCCCC(=O)CC(=O)SC	train	0.68
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)COP(=O)(O)O	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO	train	0.7441860465116279
CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CC(O)C(=O)O	train	0.2325581395348837
CC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(C)=O	train	0.7894736842105263
CC(=O)CSCCS(=O)(=O)O	CC(=O)CC(C)=O	train	0.28
CC(C)=CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	train	0.6101694915254238
NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	NC(Cc1ccccc1)C(=O)O	train	0.5405405405405406
CC(=O)NCCCNCCCCN	CC(=O)NCCCCNCCCNC(C)=O	train	0.7916666666666666
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1	O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O	train	0.7936507936507936
CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	train	0.7301587301587301
CCCCCCCCCC(O)CC(=O)SC	CCCCCCCCCC=CC(=O)SC	train	0.3888888888888889
C[N+](C)(C)CCOP(=O)([O-])O	[H]N=c1ccn(C2OC(COP(=O)([O-])OP(=O)(O)OCC[N+](C)(C)C)C(O)C2O)c(O)n1	train	0.3064516129032258
NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O	O=CNCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O	train	0.6818181818181818
CC=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C	CC=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	train	0.6229508196721312
CSCCC(N)C(=O)O	CSCCC(=O)C(=O)O	train	0.3928571428571428
CCCCCCCCCCCCCCCC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O	CCCCCCCCCCCCCCCC(O)C(CO)NC(C)=O	train	0.52
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(O)C1OP(=O)(O)O	O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O	train	0.9411764705882352
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C	train	0.4848484848484848
CCC=CCC(O)C=CC=CC=CC=CC1OC1CC=CCCC(=O)O	CCC=CCC(O)C=CC=CC=CC=CC(O)C(O)CC=CCCC(=O)O	train	0.6
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	CC(C)=CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	train	0.6101694915254238
CC(=O)CCC(NC(=O)c1ccc(N2CC3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)O	CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2C)cc1)C(=O)O	train	0.6623376623376623
CC1(O)CCC2C3CCc4ccccc4C3CCC21	CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CCC2C3CCc4ccccc4C3CCC21	train	0.5254237288135594
O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)CC1O	O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)CC1O	train	0.9803921568627452
O=C(O)C=CC(=O)O	O=C(O)CCC(=O)O	train	0.2857142857142857
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1	train	0.8490566037735849
CC1CCCCC(C)C1C	CC1CCCCC(C)C1(C)O	train	0.4210526315789473
O=CC(Cl)Cl	OC(O)C(Cl)Cl	train	0.2142857142857142
CC12CCC(O)CC1=CCC1C2CCC2(C)C(C(=O)CO)CCC12	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.7755102040816326
Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C	Cn1cnc2c1c(=O)[nH]c(=O)n2C	train	0.46875
CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)COP(=O)(O)O	CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O	train	0.3666666666666666
CCCCCC1OC1CC=CCCCCCCCC(=O)O	CCCCCC(O)C(O)CC=CCCCCCCCC(=O)O	train	0.5217391304347826
[H]NC(=O)NCCCC(N)C(=O)O	NC(CCO)C(=O)O	train	0.4642857142857143
O=C(O)CCC(=O)C(=O)O	NC(=O)CCC(=O)C(=O)O	train	0.5789473684210527
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	O=P(O)(O)OC1OC(CO)C(O)C1O	train	0.2857142857142857
Oc1ncnc2[nH]cnc12	Oc1nc(O)c2nc[nH]c2n1	train	0.5517241379310345
OCC1OC(n2cnc3c(O)ncnc32)CC1O	Oc1ncnc2[nH]cnc12	train	0.2448979591836734
CC(=O)NC1C(C)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O	CC(=O)NC1C(O)CC(OC2C(O)C(CO)OC(OC3C(O)C(CO)OC(C)C3NC(C)=O)C2O)(C(=O)O)OC1C(O)C(O)CO	train	0.5555555555555556
Cc1ncc(COP(=O)(O)O)c(C=O)c1O	Cc1ncc(CO)c(C=O)c1O	train	0.631578947368421
CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C	train	0.7377049180327869
COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1NC(C)=O	COC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1NC(C)=O	train	0.8043478260869565
O=C(O)c1cc(O)nc(=O)n1C1OC(COP(=O)(O)O)C(O)C1O	O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.375
CNC(=O)C(CO)NC(C)=O	CNC(=O)C(COC1OC(CO)C(O)C(O)C1NC(C)=O)NC(C)=O	train	0.4042553191489361
CC(=O)OCC(O)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(C)=O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(C)=O)OC(C)=O)OC(C)=O	train	0.96875
CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O)OC(C)=O	train	0.951219512195122
Cn1cnc(CC=O)c1	Cn1cnc(CCN)c1	train	0.5161290322580645
COC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1NC(C)=O	COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1NC(C)=O	train	0.8679245283018868
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)C	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.5263157894736842
CCCCCC(O)C(O)CC=CCCCCCCCC(=O)O	CCCCCC(OC1OC(C(=O)O)C(O)C(O)C1O)C(O)CC=CCCCCCCCC(=O)O	train	0.6037735849056604
O=C(O)C=CC(=O)CC(=O)C(=O)O	O=C(O)C=CC(=O)O	train	0.5
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1	Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.5211267605633803
CC(N)C(=O)NC(C)C(=O)O	CC(N)C(=O)O	train	0.5238095238095238
COC1OC(COS(=O)(=O)O)C(OC)C(OS(=O)(=O)O)C1NS(=O)(=O)O	COC1OC(COS(=O)(=O)O)C(OC)C(O)C1NS(=O)(=O)O	train	0.75
CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)CCCC(C)C1CCC2(CO)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7636363636363637
CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)O	CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	train	0.202020202020202
