parent_name	child_name	reactants	products	origin	source	set	possible_products
Momelotinib M19 metabolite	Momelotinib M14 metabolite	c1c(Nc2nccc(-c3ccc(C(=O)O)cc3)n2)ccc(N2CCOCC2)c1	c1c(Nc2nccc(-c3ccc(C(=O)O)cc3)n2)ccc(N2CCOCC2=O)c1	DB11763	DrugBank	train	c1c(Nc2nccc(-c3ccc(C(=O)O)cc3)n2)ccc(N2CCOCC2=O)c1
CP-195543	M1 and M2	c12ccc(-c3c(C(=O)O)ccc(C(F)(F)F)c3)cc1OCC(Cc1ccccc1)C2O	c12ccc(-c3c(C(=O)O)ccc(C(F)(F)F)c3)cc1OCC(C(c1ccccc1)O)C2O	CP-195543	MetXBioDB	train	c12ccc(-c3c(C(=O)O)ccc(C(F)(F)F)c3)cc1OCC(C(c1ccccc1)O)C2O
4-Iodobenzoic acid	4-Iodobenzoyl glyucuronide	c1(C(=O)O)ccc(I)cc1	c1(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)ccc(I)cc1	4-Iodobenzoic acid	MetXBioDB	train	c1(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)ccc(I)cc1
Lumiracoxib metabolite M8	Lumiracoxib metabolite M4/M6	O=C1Cc2c(ccc(C(=O)O)c2)N1c1c(F)cc(O)cc1Cl	O=C1Cc2c(ccc(C(=O)O)c2)N1c1c(F)cc(OS(=O)(=O)O)cc1Cl	DB01283	DrugBank	train	O=C1Cc2c(ccc(C(=O)O)c2)N1c1c(F)cc(OS(=O)(=O)O)cc1Cl
Lumiracoxib metabolite M15	Lumiracoxib metabolite M8	OC(=O)c1ccc2c(c1)CC(=O)N2c1c(F)cccc1Cl	OC(=O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl	DB01283	DrugBank	train	OC(=O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl
Ataluren	ataluren-O-1β-acyl glucuronide	c1ccc(-c2onc(-c3cccc(C(=O)O)c3)n2)c(F)c1	c1ccc(-c2onc(-c3cccc(C(=O)Oc4c(O)c(O)c(O)c(O)c4CO)c3)n2)c(F)c1	DB05016	DrugBank	train	c1ccc(-c2onc(-c3cccc(C(=O)Oc4c(O)c(O)c(O)c(O)c4CO)c3)n2)c(F)c1
3-Iodobenzoic acid	3-Iodobenzoyl glyucuronide	OC(=O)c1cccc(I)c1	O(C(=O)c1cccc(I)c1)C1OC(C(=O)O)C(O)C(O)C1O	3-Iodobenzoic acid	MetXBioDB	train	O(C(=O)c1cccc(I)c1)C1OC(C(=O)O)C(O)C(O)C1O
3-Phenoxybenozoic acid	3-Phenoxybenzoic acid glucuronide	c1(Oc2ccccc2)cccc(C(=O)O)c1	c1(Oc2ccccc2)cccc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1	3-Phenoxybenozoic acid	MetXBioDB	train	c1(Oc2ccccc2)cccc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1
Niraparib M1 metabolite	Niraparib M10 metabolite	n1(-c2ccc(C3CCCNC3)cc2)nc2c(C(=O)O)cccc2c1	n1(-c2ccc(C3CCCNC3)cc2)nc2c(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cccc2c1	DB11793	DrugBank	train	n1(-c2ccc(C3CCCNC3)cc2)nc2c(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cccc2c1
Benzoic acid	Benzoyl glucuronide (Benzoic acid)	c1(C(=O)O)ccccc1	c1(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)ccccc1	DB03793	Both	train	c1(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)ccccc1
salicylic acid	5-hydroxylation	c1(C(=O)O)ccccc1O	c1(C(=O)O)cc(O)ccc1O	salicylic acid	MetXBioDB	train	c1(C(=O)O)cc(O)ccc1O
Niacin	Nicotinuric Acid	c1c(C(=O)O)cncc1	c1c(C(=O)NCC(=O)O)cncc1	DB12911	DrugBank	train	c1c(C(=O)NCC(=O)O)cncc1
Lonidamine		c1c(Cl)ccc(Cn2nc(C(=O)O)c3c2cccc3)c1Cl	c1c(Cl)ccc(Cn2nc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c3c2cccc3)c1Cl	Lonidamine	MetXBioDB	train	c1c(Cl)ccc(Cn2nc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c3c2cccc3)c1Cl
Inositol dinicotinate	Inositol mononicotinate	OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(O)C(O)C1O	OC1C(OC(=O)c2cccnc2)C(O)C(O)C(O)C1O	DB08949	DrugBank	train	OC1C(OC(=O)c2cccnc2)C(O)C(O)C(O)C1O
Inositol trinicotinate	Inositol dinicotinate	c1ccc(C(=O)OC2C(O)C(O)C(O)C(OC(=O)c3cccnc3)C2OC(=O)c2cccnc2)cn1	c1ccc(C(=O)OC2C(O)C(O)C(O)C(O)C2OC(=O)c2cccnc2)cn1	DB08949	DrugBank	train	c1ccc(C(=O)OC2C(O)C(O)C(O)C(O)C2OC(=O)c2cccnc2)cn1
Inositol tetranicotinate	Inositol trinicotinate	OC1C(O)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1	OC1C(O)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1O	DB08949	DrugBank	train	OC1C(O)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1O
Inositol pentanicotinate	Inositol tetranicotinate	c1ccc(C(OC2C(OC(=O)c3cccnc3)C(O)C(OC(=O)c3cccnc3)C(OC(=O)c3cccnc3)C2OC(=O)c2cccnc2)=O)cn1	c1ccc(C(OC2C(O)C(O)C(OC(=O)c3cccnc3)C(OC(=O)c3cccnc3)C2OC(=O)c2cccnc2)=O)cn1	DB08949	DrugBank	train	c1ccc(C(OC2C(O)C(O)C(OC(=O)c3cccnc3)C(OC(=O)c3cccnc3)C2OC(=O)c2cccnc2)=O)cn1
Dolasetron	Reduced dolasetron	C12CC3CC(OC(=O)c4cnc5c4cccc5)CC(C1)N3CC2=O	C12CC3CC(OC(=O)c4cnc5c4cccc5)CC(C1)N3CC2O	Dolasetron	MetXBioDB	train	C12CC3CC(OC(=O)c4cnc5c4cccc5)CC(C1)N3CC2O
reduced_dolasetron	6-Hydroxydolasetron	n1cc(C(=O)OC2CC3CC4CC(C2)N3CC4O)c2c1cccc2	n1cc(C(=O)OC2CC3CC4CC(C2)N3CC4O)c2c1cc(O)cc2	reduced_dolasetron	MetXBioDB	train	n1cc(C(=O)OC2CC3CC4CC(C2)N3CC4O)c2c1cc(O)cc2
Solifenacin	4R-hydroxy solifenacin	C1(OC(=O)N2CCc3c(cccc3)C2c2ccccc2)CN2CCC1CC2	C1(OC(=O)N2CC(O)c3c(cccc3)C2c2ccccc2)CN2CCC1CC2	DB01591	DrugBank	train	C1(OC(=O)N2CC(O)c3c(cccc3)C2c2ccccc2)CN2CCC1CC2
N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid	N-(2-formyl-3-chlorophenyl) anthranilic acid	c1ccc(Nc2c(C(=O)OC3OC(O)C(O)C(O)C3O)cccc2)c(CO)c1Cl	c1ccc(Nc2c(C(=O)OC3OC(O)C(O)C(O)C3O)cccc2)c(C=O)c1Cl	DB09216	DrugBank	train	c1ccc(Nc2c(C(=O)OC3OC(O)C(O)C(O)C3O)cccc2)c(C=O)c1Cl
dibenzylfluorescein	Fluorescein benzyl ester	c1ccc(COC(=O)c2ccccc2-c2c3ccc(=O)cc-3oc3c2ccc(OCc2ccccc2)c3)cc1	c1ccc(COC(=O)c2ccccc2-c2c3ccc(=O)cc-3oc3c2ccc(O)c3)cc1	dibenzylfluorescein	MetXBioDB	train	c1ccc(COC(=O)c2ccccc2-c2c3ccc(=O)cc-3oc3c2ccc(O)c3)cc1
Olaparib M10 metabolite	Olaparib M12 metabolite	c1c(C(=O)N2CCN(C(=O)C3CC3)CC2)c(F)ccc1C(c1nnc(=O)c2c1cccc2)O	c1c(C(=O)N2CCN(C(=O)C3CC3)CC2)c(F)ccc1C(c1nnc(=O)c2c1cccc2)=O	DB09074	DrugBank	train	c1c(C(=O)N2CCN(C(=O)C3CC3)CC2)c(F)ccc1C(c1nnc(=O)c2c1cccc2)=O
Olaparib	Olaparib M1 metabolite	c1ccc2c(Cc3cc(C(=O)N4CCN(C(=O)C5CC5)CC4)c(F)cc3)nnc(=O)c2c1	c1ccc2c(Cc3cc(C(=O)N4CCNCC4)c(F)cc3)nnc(=O)c2c1	DB09074	DrugBank	train	c1ccc2c(Cc3cc(C(=O)N4CCNCC4)c(F)cc3)nnc(=O)c2c1
raloxifene		C1CN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4c3ccc(O)c4)cc2)CCC1	C1CN(CCOc2ccc(C(=O)c3c(-c4ccc(O)c(O)c4)sc4c3ccc(O)c4)cc2)CCC1	raloxifene	MetXBioDB	train	C1CN(CCOc2ccc(C(=O)c3c(-c4ccc(O)c(O)c4)sc4c3ccc(O)c4)cc2)CCC1
4-Hydroxybenzophenone		Oc1ccc(C(=O)c2ccccc2)cc1	O(c1ccc(C(=O)c2ccccc2)cc1)C1OC(C(=O)O)C(O)C(O)C1O	4-Hydroxybenzophenone	MetXBioDB	train	O(c1ccc(C(=O)c2ccccc2)cc1)C1OC(C(=O)O)C(O)C(O)C1O
Ketorolac	rac Ketorolac Glucuronide	c1c(C(=O)c2ccc3n2CCC3C(=O)O)cccc1	c1c(C(=O)c2ccc3n2CCC3C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cccc1	DB00465	DrugBank	train	c1c(C(=O)c2ccc3n2CCC3C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cccc1
Ezetimibe	SCH 57871	c1c(N2C(=O)C(CCC(c3ccc(F)cc3)O)C2c2ccc(O)cc2)ccc(F)c1	c1c(N2C(=O)C(CCC(c3ccc(F)cc3)=O)C2c2ccc(O)cc2)ccc(F)c1	DB00973	DrugBank	train	c1c(N2C(=O)C(CCC(c3ccc(F)cc3)=O)C2c2ccc(O)cc2)ccc(F)c1
sulfinpyrazone_sulfide		c1c(N2C(=O)C(CCSc3ccccc3)C(=O)N2c2ccccc2)cccc1	c1c(N2C(=O)C(CC[SH](c3ccccc3)O)C(=O)N2c2ccc(O)cc2)cccc1	sulfinpyrazone_sulfide	MetXBioDB	train	c1c(N2C(=O)C(CC[SH](c3ccccc3)O)C(=O)N2c2ccc(O)cc2)cccc1
Sulfinpyrazone	Sulfinpyrazone sulfide	c1cc(N2C(=O)C(CC[SH](c3ccccc3)O)C(=O)N2c2ccccc2)ccc1	c1cc(N2C(=O)C(CCSc3ccccc3)C(=O)N2c2ccccc2)ccc1	DB01138	DrugBank	train	c1cc(N2C(=O)C(CCSc3ccccc3)C(=O)N2c2ccccc2)ccc1
Perospirone		c1ccc2c(N3CCN(CCCCN4C(=O)C5CCCCC5C4=O)CC3)nsc2c1	c1ccc2c(N3CCN(CCCCN4C(=O)C5CCC(O)CC5C4=O)CC3)nsc2c1	Perospirone	MetXBioDB	train	c1ccc2c(N3CCN(CCCCN4C(=O)C5CCC(O)CC5C4=O)CC3)nsc2c1
zinc40442723		C12=CC(=O)SC1CCN(C(C(=O)C1CC1)c1ccccc1F)C2	C1(=CC=O)CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S	zinc40442723	MetXBioDB	train	C1(=CC=O)CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S
2-Oxoticlopidine	Active metabolite of Ticlopidine	C1CN(Cc2ccccc2Cl)CC2=CC(=O)SC21	C1CN(Cc2ccccc2Cl)CC(CC(=O)O)C1S	DB00208	DrugBank	train	C1CN(Cc2ccccc2Cl)CC(CC(=O)O)C1S
N-hydroxy-2-aminobenzanthrone		c1cc2cc3c(cc2c2c1ccc(NO)c2)=CCC(=O)C=3	c1cc2cc3c(cc2c2c1ccc(NOC1OC(C(=O)O)C(O)C(O)C1O)c2)=CCC(=O)C=3	N-hydroxy-2-aminobenzanthrone	MetXBioDB	train	c1cc2cc3c(cc2c2c1ccc(NOC1OC(C(=O)O)C(O)C(O)C1O)c2)=CCC(=O)C=3
N-desmethylclobazam	4'-hydroxy-N-desmethylclobazam	O=C1CC(=O)Nc2c(cc(Cl)cc2)N1c1ccccc1	O=C1CC(=O)Nc2c(cc(Cl)cc2)N1c1ccc(O)cc1	DB00349	DrugBank	train	O=C1CC(=O)Nc2c(cc(Cl)cc2)N1c1ccc(O)cc1
Pitavastatin lactone	M3 pitavastatin	C(=CC1CC(O)CC(=O)O1)c1c(C2CC2)nc2c(c1-c1ccc(F)cc1)cccc2	C(=CC(CC(CC(=O)O)O)=O)c1c(C2CC2)nc2c(c1-c1ccc(F)cc1)cccc2	DB08860	DrugBank	train	C(=CC(CC(CC(=O)O)O)=O)c1c(C2CC2)nc2c(c1-c1ccc(F)cc1)cccc2
Narigenin	Narigenin 7-O-glucuronide	O=C1CC(c2ccc(O)cc2)Oc2c1c(O)cc(O)c2	O=C1CC(c2ccc(O)cc2)Oc2c1c(O)cc(OC1OC(C(=O)O)C(O)C(O)C1O)c2	Narigenin	MetXBioDB	train	O=C1CC(c2ccc(O)cc2)Oc2c1c(O)cc(OC1OC(C(=O)O)C(O)C(O)C1O)c2
7-Hydroxyflavanone	Flavanone 7-O-glucuronide	c12c(ccc(O)c1)C(=O)CC(c1ccccc1)O2	c12c(ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c1)C(=O)CC(c1ccccc1)O2	7-Hydroxyflavanone	MetXBioDB	train	c12c(ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c1)C(=O)CC(c1ccccc1)O2
Buspirone	Buspirone N-oxide	N1(CCCCN2C(=O)CC3(CCCC3)CC2=O)CCN(c2ncccn2)CC1	N1(CCCCN2C(=O)CC3(CCCC3)CC2=O)(O)CCN(c2ncccn2)CC1	DB00490	DrugBank	train	N1(CCCCN2C(=O)CC3(CCCC3)CC2=O)(O)CCN(c2ncccn2)CC1
5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone		C1(Cc2cc(O)c(O)c(O)c2)CCC(=O)O1	C1(Cc2cc(O)c(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)CCC(=O)O1	5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone	MetXBioDB	train	C1(Cc2cc(O)c(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)CCC(=O)O1
epicatechin metabo5		C1C(=O)OC(Cc2cccc(O)c2)C1	C1C(=O)OC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1	epicatechin metabo5	MetXBioDB	train	C1C(=O)OC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1
5-Hydroxythalidomide	5,6-dihydroxythalidomide	O=C1N(C2CCC(=O)NC2=O)C(=O)c2c1cc(O)cc2	O=C1N(C2CCC(=O)NC2=O)C(=O)c2c1cc(O)c(O)c2	DB01041	DrugBank	train	O=C1N(C2CCC(=O)NC2=O)C(=O)c2c1cc(O)c(O)c2
Thalidomide	Thalidomide arene oxide	C1C(=O)NC(=O)C(N2C(=O)c3c(cccc3)C2=O)C1	C1C(O)=NC(=O)C(N2C(=O)C3=CC4OC4C=C3C2=O)C1	DB01041	DrugBank	train	C1C(O)=NC(=O)C(N2C(=O)C3=CC4OC4C=C3C2=O)C1
Thalidomide	4-phthalimidoglutaramic acid	c1c2c(ccc1)C(=O)N(C1CCC(=O)NC1=O)C2=O	c1c2c(ccc1)C(=O)N(C(CCC(=O)O)C(=O)N)C2=O	DB01041	DrugBank	train	c1c2c(ccc1)C(=O)N(C(CCC(=O)O)C(=O)N)C2=O
alpha-(o-carboxybenzamido)glutarimide	Phthalic Acid	c1(C(=O)NC2CCC(=O)NC2=O)c(C(=O)O)cccc1	c1(C(=O)O)c(C(=O)O)cccc1	DB01041	DrugBank	train	c1(C(=O)O)c(C(=O)O)cccc1
cilostazol	OPC-13326	c1c(OCCCCc2nnnn2C2CCCCC2)cc2c(c1)NC(=O)CC2	c1c(OCCCCc2nnnn2C2CCCCC2)cc2c(c1)N=C(O)CC2O	cilostazol	MetXBioDB	train	c1c(OCCCCc2nnnn2C2CCCCC2)cc2c(c1)N=C(O)CC2O
N-hydroxymethyl-aripiprazole	Aripiprazole	N1(CCCCOc2cc3c(cc2)CCC(=O)N3CO)CCN(c2cccc(Cl)c2Cl)CC1	N1(CCCCOc2cc3c(cc2)CCC(=O)N3)CCN(c2cccc(Cl)c2Cl)CC1	DB14185	DrugBank	train	N1(CCCCOc2cc3c(cc2)CCC(=O)N3)CCN(c2cccc(Cl)c2Cl)CC1
Dantrolene	5-hydroxydantrolene	C1(=O)CN(N=Cc2ccc(-c3ccc(N(=O)O)cc3)o2)C(=O)N1	C1(O)=NC(=O)N(N=Cc2ccc(-c3ccc(N(=O)O)cc3)o2)C1O	DB01219	DrugBank	train	C1(O)=NC(=O)N(N=Cc2ccc(-c3ccc(N(=O)O)cc3)o2)C1O
Nitrofurantoin	Aminofurantoin	c1(C=NN2CC(=O)NC2=O)ccc(N(=O)O)o1	c1(C=NN2CC(O)=NC2=O)ccc(N)o1	DB00698	DrugBank	train	c1(C=NN2CC(O)=NC2=O)ccc(N)o1
Anagrelide	6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one	C1N2CC(=O)NC2=Nc2c1c(Cl)c(Cl)cc2	C1N2C(O)C(=O)NC2=Nc2c1c(Cl)c(Cl)cc2	DB00261	DrugBank	train	C1N2C(O)C(=O)NC2=Nc2c1c(Cl)c(Cl)cc2
Clonazepam	3-hydroxy-clonazepam	N(c1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2)(=O)O	N(c1ccc2c(c1)C(c1ccccc1Cl)=NC(O)C(=O)N2)(=O)O	DB01068	DrugBank	train	N(c1ccc2c(c1)C(c1ccccc1Cl)=NC(O)C(=O)N2)(=O)O
2-Oxoquazepam	3-hydroxy-2-oxoquazepam	FC(CN1C(=O)CN=C(c2ccccc2F)c2c1ccc(Cl)c2)(F)F	FC(CN1C(=O)C(O)N=C(c2ccccc2F)c2c1ccc(Cl)c2)(F)F	DB01589	Both	train	FC(CN1C(=O)C(O)N=C(c2ccccc2F)c2c1ccc(Cl)c2)(F)F
Ziprasidone Sulfoxide	Ziprasidone Sulfone	N1(CCc2c(Cl)cc3c(c2)CC(=O)N3)CCN(c2c3ccccc3s(O)n2)CC1	N1(CCc2c(Cl)cc3c(c2)CC(=O)N3)CCN(C2=NS(=O)(=O)c3c2cccc3)CC1	DB00246	DrugBank	train	N1(CCc2c(Cl)cc3c(c2)CC(=O)N3)CCN(C2=NS(=O)(=O)c3c2cccc3)CC1
Ziprasidone	(6-chloro-2-oxo-2,3-dihydro-1H-indol-5-yl)acetic acid	N1c2c(cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)c2)CC1=O	N1c2c(cc(CC(=O)O)c(Cl)c2)CC1=O	DB00246	DrugBank	train	N1c2c(cc(CC(=O)O)c(Cl)c2)CC1=O
Ziprasidone	6-chloro-5-(2-piperazin-1-yl-ethyl)-1,3-dihydro-indol-2-one	N1(CCc2c(Cl)cc3c(c2)CC(=O)N3)CCN(c2nsc3ccccc23)CC1	N1(CCc2c(Cl)cc3c(c2)CC(=O)N3)CCNCC1	DB00246	DrugBank	train	N1(CCc2c(Cl)cc3c(c2)CC(=O)N3)CCNCC1
N-Desmethyl p-hydroxyrosiglitazone		c1cc(=NCCOc2ccc(CC3C(O)=NC(=O)S3)cc2)ncc1O	c1cc(=NCCOc2ccc(CC3C(O)=NC(=O)S3)cc2)ncc1OS(=O)(=O)O	N-Desmethyl p-hydroxyrosiglitazone	MetXBioDB	train	c1cc(=NCCOc2ccc(CC3C(O)=NC(=O)S3)cc2)ncc1OS(=O)(=O)O
N-Desmethylrosiglitazone	N-Desmethyl-para-hydroxy rosiglitazone	S1C(=O)N=C(O)C1Cc1ccc(OCCNc2ccccn2)cc1	S1C(=O)NC(=O)C1Cc1ccc(OCCNc2ccc(O)cn2)cc1	DB00412	DrugBank	train	S1C(=O)NC(=O)C1Cc1ccc(OCCNc2ccc(O)cn2)cc1
N-Desmethyl o-hydroxyrosiglitazone		N1=C(O)C(Cc2ccc(OCCNc3ncccc3O)cc2)SC1=O	N1=C(O)C(Cc2ccc(OCCNc3ncccc3OS(=O)(=O)O)cc2)SC1=O	N-Desmethyl o-hydroxyrosiglitazone	MetXBioDB	train	N1=C(O)C(Cc2ccc(OCCNc3ncccc3OS(=O)(=O)O)cc2)SC1=O
Thalidomide arene oxide	5-Hydroxythalidomide	O=C1N(C2CCC(O)=NC2=O)C(=O)C2=CC3C(C=C12)O3	O=C1N(C2CCC(=O)NC2=O)C(=O)c2c1ccc(O)c2	DB01041	DrugBank	train	O=C1N(C2CCC(=O)NC2=O)C(=O)c2c1ccc(O)c2
(-)-thalidomide	5-OH-thalidomide	C1CC(O)=NC(=O)C1N1C(=O)c2c(cccc2)C1=O	C1CC(O)=NC(=O)C1N1C(=O)c2c(cc(O)cc2)C1=O	(-)-thalidomide	MetXBioDB	train	C1CC(O)=NC(=O)C1N1C(=O)c2c(cc(O)cc2)C1=O
N-Desmethyl-para-hydroxy rosiglitazone	N-Desmethyl para-O-sulfate rosiglitazone	c1(NCCOc2ccc(CC3C(=O)NC(=O)S3)cc2)ccc(O)cn1	c1(NCCOc2ccc(CC3C(=O)NC(=O)S3)cc2)ccc(OS(=O)(=O)O)cn1	DB00412	DrugBank	train	c1(NCCOc2ccc(CC3C(=O)NC(=O)S3)cc2)ccc(OS(=O)(=O)O)cn1
N-Desmethyl-ortho-hydroxy rosiglitazone	N-Desmethyl-ortho-O-sulfate rosiglitazone	C(Oc1ccc(CC2C(=O)NC(=O)S2)cc1)CNc1ncccc1O	C(Oc1ccc(CC2C(=O)NC(=O)S2)cc1)CNc1ncccc1OS(=O)(=O)O	DB00412	DrugBank	train	C(Oc1ccc(CC2C(=O)NC(=O)S2)cc1)CNc1ncccc1OS(=O)(=O)O
cis, trans-5'-Hydroxythalidomide	cis,trans-5,5’-dihydroxythalidomide	c1ccc2c(c1)C(=O)N(C1C(=O)NC(=O)C(O)C1)C2=O	c1c(O)cc2c(c1)C(=O)N(C1C(=O)NC(=O)C(O)C1)C2=O	DB01041	DrugBank	train	c1c(O)cc2c(c1)C(=O)N(C1C(=O)NC(=O)C(O)C1)C2=O
Indole ethyl alcohol zolmitriptan derivative	Indole acetic acid zolmitriptan derivative	C(C1NC(=O)OC1)c1ccc2c(c1)c(CCO)cn2	C(C1NC(=O)OC1)c1ccc2c(c1)c(CC(O)=O)cn2	DB00315	DrugBank	train	C(C1NC(=O)OC1)c1ccc2c(c1)c(CC(O)=O)cn2
Fosphenytoin	3-hydroxymethylphenytoin	N1(COP(=O)(O)O)C(=O)NC(c2ccccc2)(c2ccccc2)C1=O	N1(CO)C(=O)NC(c2ccccc2)(c2ccccc2)C1=O	DB01320	DrugBank	train	N1(CO)C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one	2-amino-5,6-dichloro-3,4,-dihydroquinazoline	Clc1c(Cl)c2c(cc1)N=C1NC(=O)C(O)N1C2	Clc1c(Cl)c2c(cc1)NC(N)=NC2	DB00261	DrugBank	train	Clc1c(Cl)c2c(cc1)NC(N)=NC2
Efavirenz	8-OH-efavirenz	C(C1(C#CC2CC2)c2c(ccc(Cl)c2)NC(=O)O1)(F)(F)F	C(C1(C#CC2CC2)c2c(c(O)cc(Cl)c2)NC(=O)O1)(F)(F)F	DB00625	DrugBank	train	C(C1(C#CC2CC2)c2c(c(O)cc(Cl)c2)NC(=O)O1)(F)(F)F
Oxazepam	Oxazepam glucuronide	N1c2ccc(Cl)cc2C(c2ccccc2)=NC(O)C1=O	N1=C(O)C(OC2OC(C(=O)O)C(O)C(O)C2O)N=C(c2ccccc2)c2c1ccc(Cl)c2	DB00842	DrugBank	train	N1=C(O)C(OC2OC(C(=O)O)C(O)C(O)C2O)N=C(c2ccccc2)c2c1ccc(Cl)c2
Lorazepam	Lorazepam glucuronide	C1(O)N=C(c2ccccc2Cl)c2c(ccc(Cl)c2)NC1=O	C1(OC2OC(C(=O)O)C(O)C(O)C2O)N=C(c2ccccc2Cl)c2c(ccc(Cl)c2)N=C1O	DB00186	DrugBank	train	C1(OC2OC(C(=O)O)C(O)C(O)C2O)N=C(c2ccccc2Cl)c2c(ccc(Cl)c2)N=C1O
3-hydroxy-clonazepam	glucuronyl-3-hydroxy-clonazepam	O=C1Nc2ccc(N(=O)O)cc2C(c2ccccc2Cl)=NC1O	O=C1Nc2ccc(N(=O)O)cc2C(c2ccccc2Cl)=NC1OC1OC(C(=O)O)C(O)C(O)C1O	DB01068	DrugBank	train	O=C1Nc2ccc(N(=O)O)cc2C(c2ccccc2Cl)=NC1OC1OC(C(=O)O)C(O)C(O)C1O
Ascorbic acid	ascorbic acid-2-sulfate	OC1=C(O)C(=O)OC1C(O)CO	OC1=C(OS(=O)(=O)O)C(=O)OC1C(O)CO	DB00126	Both	train	OC1=C(OS(=O)(=O)O)C(=O)OC1C(O)CO
Desmethyl tedizolid	Desmethyl tedizolid sulphate	c1c(N2C(=O)OC(CO)C2)ccc(-c2ccc(-c3nnnn3)nc2)c1F	c1c(N2C(=O)OC(C=S(=O)(O)O)C2)ccc(-c2ccc(-c3nnnn3)nc2)c1F	DB09042	DrugBank	train	c1c(N2C(=O)OC(C=S(=O)(O)O)C2)ccc(-c2ccc(-c3nnnn3)nc2)c1F
Enterolactone	Enterolactone O-glucuronide	Oc1cccc(CC2COC(=O)C2Cc2cccc(O)c2)c1	O(c1cccc(CC2COC(=O)C2Cc2cccc(O)c2)c1)C1OC(C(=O)O)C(O)C(O)C1O	Enterolactone	MetXBioDB	train	O(c1cccc(CC2COC(=O)C2Cc2cccc(O)c2)c1)C1OC(C(=O)O)C(O)C(O)C1O
Furazolidone	3-amino-2-oxazolidone	O=C1N(N=Cc2ccc(N(=O)O)o2)CCO1	O=C1N(N)CCO1	DB00614	DrugBank	train	O=C1N(N)CCO1
Dihydrogenistein		c1c(O)cc(O)c2c1OCC(c1ccc(O)cc1)C2=O	c1c(O)cc(O)c(C(C(c2ccc(O)cc2)=C)=O)c1O	Genistein	MetXBioDB	train	c1c(O)cc(O)c(C(C(c2ccc(O)cc2)=C)=O)c1O
5,6-O-DiDesmethyl Donepezil		c1c2c(cc(O)c1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O	c1c2c(cc(O)c1OC1OC(C(=O)O)C(O)C(O)C1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O	5,6-O-DiDesmethyl Donepezil	MetXBioDB	train	c1c2c(cc(O)c1OC1OC(C(=O)O)C(O)C(O)C1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O
Dihydrodaidzein		c1c(O)ccc(C2C(=O)c3ccc(O)cc3OC2)c1	c1c(O)ccc(C2C(=O)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3OC2)c1	Dihydrodaidzein	MetXBioDB	train	c1c(O)ccc(C2C(=O)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3OC2)c1
