parent_name,child_name,parent_smiles,child_smiles,source,is_duplicate
Erlotinib,2Ã¢â‚¬Â({4Ã¢â‚¬Â[(3Ã¢â‚¬Âethynylphenyl)amino]Ã¢â‚¬Â6Ã¢â‚¬Â(2Ã¢â‚¬Âmethoxyethoxy)quinazolinÃ¢â‚¬Â7Ã¢â‚¬Âyl}oxy)ethanÃ¢â‚¬Â1Ã¢â‚¬Âol,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,MetXBioDB,True
zafirlukast,cyclopentyl NÃ¢â‚¬Â[1Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)indolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12,MetXBioDB,True
zafirlukast,3Ã¢â‚¬Âhydroxycyclopentyl NÃ¢â‚¬Â[3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)Ã¢â‚¬Â1Ã¢â‚¬ÂmethylindolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCC(O)C3)cc12,MetXBioDB,True
zinc03978059,free cortisol,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,MetXBioDB,True
zinc36377943,6beta - HYDROXYBUDESONIDE,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC1OC2CC3C4CC(O)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,MetXBioDB,True
zolpidem,methoxyzolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1cn2c(CC(=O)N(C)C)c(-c3ccc(CO)cc3)nc2cc1O,MetXBioDB,True
zotepine,Norzotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CNCCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,MetXBioDB,True
zotepine,Zotepine N-oxide,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,C[N+](C)([O-])CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,MetXBioDB,True
zotepine,2-OH-zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CN(C)CCOC1=Cc2cc(O)ccc2Sc2ccc(Cl)cc21,MetXBioDB,True
zotepine,3-OH-zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CN(C)CCOC1=Cc2ccc(O)cc2Sc2ccc(Cl)cc21,MetXBioDB,True
zotepine,Zotepine -oxide,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CN(C)CCOC1=Cc2ccccc2[S+]([O-])c2ccc(Cl)cc21,MetXBioDB,True
ethinylestradiol,,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(O)c(O)cc4C3CCC21C,MetXBioDB,True
ethinylestradiol,,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4c(ccc(O)c4O)C3CCC21C,MetXBioDB,True
"Retinoic acid, all-trans",4-Hydroxyretinoic acid,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O,MetXBioDB,True
"Retinoic acid, all-trans",18-Hydroxyretinoic acid,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(CO)CCCC1(C)C)=CC=CC(C)=CC(=O)O,MetXBioDB,True
"Retinoic acid, all-trans","5,6-Epoxy-retinoic acid",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC12OC1(C)CCCC2(C)C)=CC=CC(C)=CC(=O)O,MetXBioDB,True
Nelfinavir,Nelfinavir hydroxyl-t- butylamide,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)CO,MetXBioDB,True
Nelfinavir,"3,4-Dihydroxynelfinavir",Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,Cc1c(C(=O)NC(CSc2ccccc2)C(O)CN2CC3CCCCC3CC2C(=O)NC(C)(C)C)ccc(O)c1O,MetXBioDB,True
Metamphetamine,4-Hydroxymethamphetamine,CNC(C)Cc1ccccc1,CNC(C)Cc1ccc(O)cc1,MetXBioDB,True
Metamphetamine,Amphetamine,CNC(C)Cc1ccccc1,CC(N)Cc1ccccc1,MetXBioDB,True
desimipramine,2-hydroxy-desipramine ,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2cc(O)ccc21,MetXBioDB,True
Duloxetine,,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1ccc(O)c2ccccc12)c1cccs1,MetXBioDB,True
Duloxetine,,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1cccc2cc(O)ccc12)c1cccs1,MetXBioDB,True
Duloxetine,,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1cccc2c(O)cccc12)c1cccs1,MetXBioDB,True
Glyburide,2-trans-hydroxycyclohexyl glyburide ,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2O)cc1,MetXBioDB,True
Glyburide,4-cis-hydroxycyclohexyl glyburide ,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCC(O)CC2)cc1,MetXBioDB,True
Glyburide,3-trans-Hydroxycyclohexyl glyburide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCC(O)C2)cc1,MetXBioDB,True
"(r)-chloroquine, N-desethyl","(r)-chloroquine, N-desethyl",CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,CC(CCCN)Nc1ccnc2cc(Cl)ccc12,MetXBioDB,True
"2,6-Xylidine","4-hydroxy-2,6-dimethylaniline",Cc1cccc(C)c1N,Cc1cc(O)cc(C)c1N,MetXBioDB,True
3-Hydroxylidocaine,3-Hydroxymonoethyl glycinexylidide,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,MetXBioDB,True
(R)-acenocoumarol,6-OH-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cccc(O)c2oc1=O,MetXBioDB,True
(R)-acenocoumarol,7-OH-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccc(O)cc2oc1=O,MetXBioDB,True
(R)-acenocoumarol,8-OH-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cc(O)ccc2oc1=O,MetXBioDB,True
Amphetamine,4-Hydroxyamphetamine,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1,MetXBioDB,True
Aprindine,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccc(O)cc2C1,MetXBioDB,True
Aprindine,p-Hydroxyphenylaprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccc(O)cc1)C1Cc2ccccc2C1,MetXBioDB,True
Aprindine,Desethylaprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCNCCCN(c1ccccc1)C1Cc2ccccc2C1,MetXBioDB,True
Buprenorphine,Norbuprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1)C2O5,MetXBioDB,True
(+)-Camphor,8-hydroxycamphor,CC12CCC(CC1=O)C2(C)C,CC12CC(O)C(CC1=O)C2(C)C,MetXBioDB,True
Citalopram,Citalopram N-oxide,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,C[N+](C)([O-])CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,MetXBioDB,True
Citalopram,N-Desmethylcitalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,MetXBioDB,True
D-617,D-620,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,MetXBioDB,True
DEET,N-ethyl-m-toluamide,CCN(CC)C(=O)c1cccc(C)c1,CCNC(=O)c1cccc(C)c1,MetXBioDB,True
donepezil,"2Ã¢â‚¬Â[(1Ã¢â‚¬ÂbenzylpiperidinÃ¢â‚¬Â4Ã¢â‚¬Âyl)methyl]Ã¢â‚¬Â6Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â5Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â2,3Ã¢â‚¬ÂdihydroindenÃ¢â‚¬Â1Ã¢â‚¬Âone",COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,MetXBioDB,True
Encainide,N-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1,MetXBioDB,True
Encainide,O-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1,MetXBioDB,True
N-Desmethylclomipramine,N-Didesmethylclomipramine,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,NCCCN1c2ccccc2CCc2ccc(Cl)cc21,MetXBioDB,True
Fenthion,Fenthion oxon,COP(=S)(OC)Oc1ccc(SC)c(C)c1,COP(=O)(OC)Oc1ccc(SC)c(C)c1,MetXBioDB,True
lansoprazole,,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1CS(=O)(=O)c1nc2ccccc2[nH]1,MetXBioDB,True
Gavestinel,p-OH-gavestinel,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccc(O)cc1,MetXBioDB,True
Gliclazide,7-OH-gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)cc1,MetXBioDB,True
Gliclazide,Methylhydroxygliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccc(CO)cc1,MetXBioDB,True
Gliclazide,6-OH-gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCC(O)C3C2)cc1,MetXBioDB,True
Glimepiride,Cyclohexylhydroymethylglimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)cc2)C1=O,MetXBioDB,True
Glipizide,4-trans-OH-glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(O)CC3)cc2)cn1,MetXBioDB,True
Hydromorphone,Norhydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,O=C1CCC2C3Cc4ccc(O)c5c4C2(CCN3)C1O5,MetXBioDB,True
Lumiracoxib,Lumiracoxib metabolite 1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,MetXBioDB,True
Lumiracoxib,Lumiracoxib metabolite 2,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,MetXBioDB,True
Malathion,Maloxon,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,MetXBioDB,True
Mianserine,8-Hydroxymianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccc(O)cc3Cc3ccccc3C2C1,MetXBioDB,True
Mirtazapine,Mirtazapine N-oxide,CN1CCN2c3ncccc3Cc3ccccc3C2C1,C[N+]1([O-])CCN2c3ncccc3Cc3ccccc3C2C1,MetXBioDB,True
Mirtazapine,N-Desmethylmirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,c1ccc2c(c1)Cc1cccnc1N1CCNCC21,MetXBioDB,True
(-)-Menthol,"p-Menthane-3,-8-diol",CC1CCC(C(C)C)C(O)C1,CC1CCC(C(C)(C)O)C(O)C1,MetXBioDB,True
Mestranol,Ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,MetXBioDB,True
Monoethylglycinexylidide,3-Hydroxymonoethyl glycinexylidide,CCNCC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,MetXBioDB,True
Monoethylglycinexylidide,Glycinexylidide,CCNCC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1NC(=O)CN,MetXBioDB,True
N-Desmethyldiphenhydramine,"N,N-Didesmethyldiphenhydramine",CNCCOC(c1ccccc1)c1ccccc1,NCCOC(c1ccccc1)c1ccccc1,MetXBioDB,True
N-Desmethyltamoxifen,N-Desdimethyltamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,MetXBioDB,True
N-Desmethyltamoxifen,Endoxifen,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,MetXBioDB,True
1-Naphtaldehyde,1-Nahthalenethanol,O=Cc1cccc2ccccc12,OCc1cccc2ccccc12,MetXBioDB,True
1-Naphtaldehyde,1-Naphthoic acid,O=Cc1cccc2ccccc12,O=C(O)c1cccc2ccccc12,MetXBioDB,True
Nateglinide,2Ã¢â‚¬Â{[4Ã¢â‚¬Â(1Ã¢â‚¬ÂhydroxypropanÃ¢â‚¬Â2Ã¢â‚¬Âyl)cyclohexyl]formamido}Ã¢â‚¬Â3Ã¢â‚¬Âphenylpropanoic acid,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,MetXBioDB,True
Nateglinide,2Ã¢â‚¬Â{[4Ã¢â‚¬Â(2Ã¢â‚¬ÂhydroxypropanÃ¢â‚¬Â2Ã¢â‚¬Âyl)cyclohexyl]formamido}Ã¢â‚¬Â3Ã¢â‚¬Âphenylpropanoic acid,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)(O)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,MetXBioDB,True
Nicardipine,De-benzylated nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CNCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,MetXBioDB,True
Nicardipine,Dehydronicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,COC(=O)c1c(C)nc(C)c(C(=O)OCCN(C)Cc2ccccc2)c1-c1cccc([N+](=O)[O-])c1,MetXBioDB,True
Norverapamil,D-620,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC,MetXBioDB,True
omeprazole,3-Hydroxyomeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3CO)[nH]c2c1,MetXBioDB,True
Ondansetron,6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,MetXBioDB,True
Ondansetron,7-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3ccc(O)cc3n2C)C1=O,MetXBioDB,True
Ondansetron,8-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3cccc(O)c3n2C)C1=O,MetXBioDB,True
Rofecoxib,5-OH-rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,MetXBioDB,True
Rosuvastatin,N-Desmethylrosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,CC(C)c1nc(NS(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,MetXBioDB,True
Rosuvastatin,Rosuvastatin 5 S-lactone,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=Cc1cc(O)cc(=O)o1,MetXBioDB,True
silybin ,O-demethylated-silybin,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,O=C1c2c(O)cc(O)cc2OC(c2ccc3c(c2)OC(c2ccc(O)c(O)c2)C(CO)O3)C1O,MetXBioDB,True
Sulfinpyrazone,Sulfinpyrazone sulfone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CCS(=O)(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MetXBioDB,True
suprofen,Suprofen -sulfoxide,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)c2ccc[s+]2[O-])cc1,MetXBioDB,True
suprofen,"Thiophene-4,5-epoxide",CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)C2=CC3OC3S2)cc1,MetXBioDB,True
Thioridazine,Thioridazine 2-sulfoxide ,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,MetXBioDB,True
Thioridazine,N-desmethylthioridazine ,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CSc1ccc2c(c1)N(CCC1CCCCN1)c1ccccc1S2,MetXBioDB,True
Thioridazine,Thioridazine 5-sulfoxide,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1[S+]2[O-],MetXBioDB,True
Thymol,"p-Cymene-2,3-diol",Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)c(O)c1O,MetXBioDB,True
Thymol,Thymoquinol,Cc1ccc(C(C)C)c(O)c1,Cc1cc(O)c(C(C)C)cc1O,MetXBioDB,True
Thymol,p-Cymen-8-en-3-ol,Cc1ccc(C(C)C)c(O)c1,C=C(C)c1ccc(C)cc1O,MetXBioDB,True
Zaltoprofen,10-OH-zaltoprofen,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CC(C(=O)O)c1ccc2c(c1)CC(O)c1ccccc1S2,MetXBioDB,True
Medroxyprogesterone Acetate,M-4,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C(O)CC4(C)C3CCC21C,MetXBioDB,True
Medroxyprogesterone Acetate,M-2,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)(O)C4=CC(=O)CCC4(C)C3CCC21C,MetXBioDB,True
Medroxyprogesterone Acetate,M-3,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CC(O)C4(C)C3CCC21C,MetXBioDB,True
Perospirone,,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,O=C1C2CCCCC2(O)C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,MetXBioDB,True
Endoxifen,Endoxifen O-glucuronide,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,MetXBioDB,True
Endoxifen,Endoxifen O-sulfate,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,MetXBioDB,True
2-hydroxyestrone,2-O-methoxyestrone,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12,MetXBioDB,True
17-beta-estradiol,17-beta-Estradiol glucuronide,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,True
4-hydroxytamoxifen,Tamoxifen 4-O-sulfate,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OS(=O)(=O)O)cc1)c1ccccc1,MetXBioDB,True
Dopamine,dopamine 3-O-sulfate,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(OS(=O)(=O)O)c1,MetXBioDB,True
Dopamine,Dopamine 4- D-Glucuronide,NCCc1ccc(O)c(O)c1,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,MetXBioDB,True
3-Hydroxymorphinan,3-OH-morphinan -glucuronide,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,O=C(O)C1OC(Oc2ccc3c(c2)C24CCCCC2C(C3)NCC4)C(O)C(O)C1O,MetXBioDB,True
3-Hydroxymorphinan,3-Hydroxymorphinan sulfate,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,O=S(=O)(O)Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,MetXBioDB,True
2-Hydroxynevirapine,2-Hydroxynevirapine glucuronide,Cc1cc(O)nc2c1N=C(O)c1cccnc1N2C1CC1,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)nc2c1N=C(O)c1cccnc1N2C1CC1,MetXBioDB,True
All-trans-retinoic acid,All-trans-retinoyl glucuronide,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,True
Epitestosterone,Epitestosterone O-glucuronide,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,MetXBioDB,True
Ezetimibe,,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,O=C(O)C1OC(Oc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)C(O)C(O)C1O,MetXBioDB,True
Mycophenolic Acid,,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2,MetXBioDB,True
mesalazine,"mesalazine, N-acetyl",Nc1ccc(O)c(C(=O)O)c1,CC(=O)Nc1ccc(O)c(C(=O)O)c1,MetXBioDB,True
Lumiracoxib,Lumiracoxib O-glucuronide,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,MetXBioDB,True
Midazolam,Midazolam N-glucuronide,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1n2c(c[n+]1C1OC(C(=O)O)C(O)C(O)C1O)CN=C(c1ccccc1F)c1cc(Cl)ccc1-2,MetXBioDB,True
Diphenhydramine,Diphenhydramine N-glucuronide,CN(C)CCOC(c1ccccc1)c1ccccc1,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,True
