parent_name,child_name,parent_smiles,child_smiles
thiabendazole,5-hydroxythiabendazole ,c1ccc2[nH]c(-c3cscn3)nc2c1,Oc1ccc2nc(-c3cscn3)[nH]c2c1
ticrynafen,Tienilic acid-s-oxide,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,O=C(O)COc1ccc(C(=O)c2ccc[s+]2[O-])c(Cl)c1Cl
timolol,,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,CC(C)(C)NCC(O)COc1nsnc1N1CCOC(O)C1
tolbutamide,4-Hydroxytolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1
tolterodine,N-Dealkylated tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,Cc1ccc(O)c(C(CCNC(C)C)c2ccccc2)c1
torasemide,"N-[(4-{[3-(hydroxymethyl)phenyl]imino}-1,4-dihydropyridin-3-yl)sulfonyl]propane-2-carbamimidic acid",Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1
toremifene,N-desmethyltoremifene,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,CNCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
tpa-023,,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)CO
traxoprodil,,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,CC(C(O)c1ccc(O)c(O)c1)N1CCC(O)(c2ccccc2)CC1
triazolam,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
trihydroxycoprostane,,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCCC(C)(C)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
trimethadione,,CN1C(=O)OC(C)(C)C1=O,CC1(C)OC(=O)N=C1O
tyramine,,NCCc1ccc(O)cc1,NCCc1ccc(O)c(O)c1
MK-429,,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3)C1=O
(R)-(+)-Rebamipide,8-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,O=C(NC(Cc1cc(O)nc2c(O)cccc12)C(=O)O)c1ccc(Cl)cc1
unii-3es85mm31y,,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,CCCOc1ccc(S(=O)(=O)N2CCNCC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1
Fenproporex,amphetamine,CC(Cc1ccccc1)NCCC#N,CC(N)Cc1ccccc1
RPR-106541,,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2([S+](C)[O-])O1
"Desmethylsibutramine, (S)-",1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1
unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n,,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,CCC(OC(C)=O)C(CC(C)N)(c1ccccc1)c1ccccc1
"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",,COc1ccc(C(=O)C(C)N2CCCC2)cc1,CC(C(=O)c1ccc(O)cc1)N1CCCC1
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,CC1(O)COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12
unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,COC(=O)C12CC3CC(CCO)C1N(CCc1c2[nH]c2ccccc12)C3
(S)-Sibutramine,,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1
R-Tolperisone,hydroxymethyl-tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,CC(CN1CCCCC1)C(=O)c1ccc(CO)cc1
CP-195543,M1 and M2,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1)C2O,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(C(O)c1ccccc1)C2O
(R)-Bunitrolol,,CC(C)(C)NCC(O)COc1ccccc1C#N,CC(C)(C)NCC(O)COc1ccc(O)cc1C#N
v11294,,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,CCNc1ncn(Cc2ccc(OC)c(OC3CCC(O)C3)c2)c2nc(C(C)C)nc1-2
valdecoxib,"4Ã¢â‚¬Â[5Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬ÂphenylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1
valproic acid,4-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CC(C)O)C(=O)O
valsartan,4-OH-valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
vanoxerine,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Oc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
vitamin_d2,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)C
warfarin-r,10-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)oc2ccccc2c1=O
7-Ethoxy-4-trifluoromethylcoumarin,7-Hydroxy-4-trifluoromethylcourmarin,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1
7-methoxy-4-trifluoromethylcoumarin,7-Hydroxy-4-(trifluoromethyl)chromen-2-one,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1
7-Benzyloxyresorufin,Resorufin,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1
"Dibenz[a,j]acridine",,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21
"Methyl N,N-diethyldithiocarbamate",MeDDC sulfine ,CCN(CC)C(=S)SC,CCN(CC)C(SC)=S=O
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12
DMXAA,6-Hydroxy-MXAA,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12
4-(Aminomethyl)-7-methoxycoumarin,7-hydroxy-4-(aminomethyl)-coumarin (HAMC),COc1ccc2c(CN)cc(=O)oc2c1,NCc1cc(=O)oc2cc(O)ccc12
NNK,,CN(CCCC(=O)c1cccnc1)N=O,O=NN(CO)CCCC(=O)c1cccnc1
DEET,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(CO)c1
"dibenzo(a,h)anthracene","dibenzo(a,h)anthracene 1,2-epoxide",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,C1=CC2OC2c2c1ccc1cc3c(ccc4ccccc43)cc21
O-isopropyl acetaminophen,Acetaminophen,CC(=O)Nc1ccc(OC(C)C)cc1,CC(=O)Nc1ccc(O)cc1
p-Methoxyacetanilide,"p-Methoxyacetanilide, O-demethyl-",COc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CCN=c1nc(NC(C)(C)C)[nH]c([S+](C)[O-])n1
MNAN,,CCCCCN(C)N=O,CCCCCN(CO)N=O
NDPA,Alpha-OH NDPA,CCCN(CCC)N=O,CCCN(N=O)C(O)CC
NPYR,,O=NN1CCCC1,O=NN1CCCC1O
RP73401,,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCCC1,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCC(O)C1
sulfinpyrazone_sulfide,Sulfinpyrazone,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
Proguanil,Cycloguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)cc1
4_nitro_phenol,4-nitrocatechol (4NC) ,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)c(O)c1
"7,8-Dihydrobenzo[a]pyrene-7,8-diol",,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45
Furametpyr,,Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,Cc1[nH]nc(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C
Bioresmethrin,BFA,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,OCc1coc(Cc2ccccc2)c1
TRANS-PERMETHRIN,(3-Phenoxyphenyl)methanol,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,OCc1cccc(Oc2ccccc2)c1
LOSIGAMONE,,COC1=CC(=O)OC1C(O)c1ccccc1Cl,COC1=CC(=O)OC1C(O)c1ccc(O)cc1Cl
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2[S+]([O-])c2ccccc21)N(C)C
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C
demethylmetalaxyl,,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C,Cc1cccc(C)c1N(C(=O)CO)C(C)C(=O)O
L-775606,,Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,OC(CN1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1cccc(F)c1
Bufuralol,4-Hydroxybufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1ccc(O)c2cc(C(O)CNC(C)(C)C)oc12
Deltamethrin,4'-OH-deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccc(O)cc2)c1
(1S)-trans-Cyfluthrin,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccc(O)cc2)c1
Bexarotene,6-hydroxy-bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)C(O)CC2(C)C
Dolasetron,Reduced dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12
delta-9-Tetrahydrocannabinol,11-OH-delata-Tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21
S-Bioallethrin,,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)CO)C2(C)C)CC1=O
Droloxifene,,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1cccc(O)c1)c1ccccc1
Artesunate,,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4
Rupatadine,,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
RL-3142,,CN(C)c1ccc(C=CC(=O)c2ccc(-n3ccnc3)cc2)cc1,CNc1ccc(C=CC(=O)c2ccc(-n3ccnc3)cc2)cc1
Erlotinib,2Ã¢â‚¬Â({4Ã¢â‚¬Â[(3Ã¢â‚¬Âethynylphenyl)amino]Ã¢â‚¬Â6Ã¢â‚¬Â(2Ã¢â‚¬Âmethoxyethoxy)quinazolinÃ¢â‚¬Â7Ã¢â‚¬Âyl}oxy)ethanÃ¢â‚¬Â1Ã¢â‚¬Âol,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1
zafirlukast,cyclopentyl NÃ¢â‚¬Â[1Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)indolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12
zaleplon,Dementhylazed-zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CC(=O)Nc1cccc(-c2ccnc3c(C#N)cnn23)c1
zatosetron,,CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,CC1(C)Cc2cc(Cl)cc(C(=O)NC3CC4CCC(C3)N4)c2O1
zinc02949712,HFC(7-hydroxy-4-trifluoromethylcoumarin),CCCCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1
zinc03978059,free cortisol,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
zinc15020070,,COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
zinc1698316,,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccc(O)cc45)C3CC21
zinc188,S-oxide cyamemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,CC(CN(C)C)CN1c2ccccc2[S+]([O-])c2ccc(C#N)cc21
zinc21985223,,CN(C)c1ccc(C2CC3(C)C(CCC3(O)C=CCO)C3CCC4=CC(=O)CCC4=C23)cc1,CNc1ccc(C2CC3(C)C(CCC3(O)C=CCO)C3CCC4=CC(=O)CCC4=C23)cc1
zinc36377943,6beta - HYDROXYBUDESONIDE,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC1OC2CC3C4CC(O)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
zinc38309998,,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,C=C1C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C2C(OC(=O)C(C)(C)CC)C1
zinc40442723,,O=C1C=C2CN(C(C(=O)C3CC3)c3ccccc3F)CCC2S1,O=CC=C1CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S
zinc4556587,12-hydroxyibogamine,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,CCC1CC2CC3c4[nH]c5ccc(O)cc5c4CCN(C2)C13
zinc8660420,,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(O)cc4C2C3=O)O1
zinc968306,,CC(Cc1ccccc1)N(C)Cc1ccccc1,CC(Cc1ccccc1)NCc1ccccc1
ziprasidone,,OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1,[O-][s+]1nc(N2CCN(CCc3cc4c(cc3Cl)N=C(O)C4)CC2)c2ccccc21
zolmitriptan,N-Desmethylzolmitriptan,CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,CNCCc1c[nH]c2ccc(CC3COC(O)=N3)cc12
zotepine,Norzotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CNCCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
Benzo[a]pyrene,"Benzo[a]pyrene-7,8-epoxide",c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,C1=CC2OC2c2cc3ccc4cccc5ccc(c21)c3c45
ethinylestradiol,,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(O)c(O)cc4C3CCC21C
1_2-dibromoethane,2-bromoacetaldehyde ,BrCCBr,O=CCBr
2_2_4_4_5_5-hexachlorobiphenyl,,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,Oc1c(Cl)c(Cl)cc(-c2cc(Cl)c(Cl)cc2Cl)c1Cl
Nelfinavir,Nelfinavir hydroxyl-t- butylamide,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)CO
Metamphetamine,4-Hydroxymethamphetamine,CNC(C)Cc1ccccc1,CNC(C)Cc1ccc(O)cc1
desimipramine,2-hydroxy-desipramine ,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2cc(O)ccc21
Trichloroethane,Trichloroethanol,CC(Cl)(Cl)Cl,OCC(Cl)(Cl)Cl
Duloxetine,,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1ccc(O)c2ccccc12)c1cccs1
paraxanthine,,Cn1c(O)nc2ncn(C)c2c1=O,Cn1c(O)nc2nc(O)n(C)c2c1=O
"N,N-Dimethylaniline",,CN(C)c1ccccc1,CNc1ccccc1
alosetron,,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,Cc1nc[nH]c1CN1CCc2c(c3cccc(O)c3n2C)C1=O
Phenobarbital,p-Hydroxyphenobarbital,CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,CCC1(c2ccc(O)cc2)C(O)=NC(=O)N=C1O
Paroxetine,,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,Oc1ccc(OCC2CNCCC2c2ccc(F)cc2)cc1O
bromperidol,,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,OC1(c2ccc(Br)cc2)CCNCC1
Glyburide,2-trans-hydroxycyclohexyl glyburide ,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2O)cc1
"(r)-chloroquine, N-desethyl","(r)-chloroquine, N-desethyl",CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,CC(CCCN)Nc1ccnc2cc(Cl)ccc12
S-Mephenytoin,4Ã¢â‚¬Â²-Hydroxymephenytoin,CCC1(c2ccccc2)N=C(O)N(C)C1=O,CCC1(c2ccc(O)cc2)N=C(O)N(C)C1=O
"1,4-dichlorobenzene","2,5-dichlorophenol",Clc1ccc(Cl)cc1,Oc1cc(Cl)ccc1Cl
"1,8-dinitropyrene",1-amino-8-nitropyrene,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34
P-Hydroxynefazodone,"1Ã¢â‚¬Â(3Ã¢â‚¬ÂchloroÃ¢â‚¬Â4Ã¢â‚¬ÂoxocyclohexaÃ¢â‚¬Â2,5Ã¢â‚¬ÂdienÃ¢â‚¬Â1Ã¢â‚¬Âylidene)Ã¢â‚¬Â4Ã¢â‚¬Â{3Ã¢â‚¬Â[3Ã¢â‚¬ÂethylÃ¢â‚¬Â5Ã¢â‚¬ÂoxoÃ¢â‚¬Â4Ã¢â‚¬Â(2Ã¢â‚¬Âphenoxyethyl)Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬Â1,2,4Ã¢â‚¬ÂtriazolÃ¢â‚¬Â1Ã¢â‚¬Âyl]propyl}Ã¢â‚¬Â1lambda5Ã¢â‚¬ÂpiperazinÃ¢â‚¬Â1Ã¢â‚¬Âylium",CCc1nn(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCc1nn(CCCN2CCN(C3=CC(=[Cl+])C(=O)C=C3)CC2)c(=O)n1CCOc1ccccc1
1-aminopyrene,N-hydroxy-1-aminopyrene,Nc1ccc2ccc3cccc4ccc1c2c34,ONc1ccc2ccc3cccc4ccc1c2c34
17alpha-Ethinylestradiol,2beta-OH-17beta-Ethinylestradiol,C#CC1(O)CCC2C3(C)CCc4cc(O)ccc4C3CCC21C,C#CC1(O)CCC2C3(C)CCc4cc(O)c(O)cc4C3CCC21C
"2,6-Xylidine","4-hydroxy-2,6-dimethylaniline",Cc1cccc(C)c1N,Cc1cc(O)cc(C)c1N
3-aminobenzanthrone,N-hydroxy-3-aminobenzanthrone,NC1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,O=C1C2=CC=CC3C2=C(C=CC3NO)c2ccccc21
3-Hydroxylidocaine,3-Hydroxymonoethyl glycinexylidide,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,CCNCC(=O)Nc1c(C)ccc(O)c1C
3'-HPPH,"3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH",OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1
4'-HPPH,"3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH",OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1
"4,4'-Dichlorobiphenyl","4,4Ã¢â‚¬Â²-Dichloro-3-biphenylol",Clc1ccc(-c2ccc(Cl)cc2)cc1,Oc1cc(-c2ccc(Cl)cc2)ccc1Cl
7-Methoxyresorufin,Resorufin,COc1ccc2nc3ccc(=O)cc-3oc2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1
"(R)-mianserin, 8-hydroxy","(R)-mianserin, 8-OH-N-desmethyl",CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,Oc1ccc2c(c1)N1CCNCC1c1ccccc1C2
Acetachlor,,CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCc1cccc(C)c1NC(=O)CCl
(R)-acenocoumarol,6-OH-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cccc(O)c2oc1=O
Alachlor,,CCc1cccc(CC)c1N(COC)C(=O)CCl,CCc1cccc(CC)c1NC(=O)CCl
Aminoflavone,"Aminoflavone, N4'-Hydroxy",Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F
"Aminoflavone, N4'-Hydroxyl","Aminoflavone, N4', N5-dihydroxy",Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F
Amphetamine,4-Hydroxyamphetamine,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1
Aprindine,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccc(O)cc2C1
Butachlor,,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,CCc1cccc(CC)c1NC(=O)CCl
(+)-Camphor,5-exo-hydroxycamphor,CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)CO
Carbosulfan,carbofuran,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CNC(=O)Oc1cccc2c1OC(C)(C)C2
Chlorpyrifos-oxon,"3,5,6-Trichloro-2-pyridinol",CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,Oc1nc(Cl)c(Cl)cc1Cl
Citalopram,Citalopram N-oxide,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,C[N+](C)([O-])CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
D-617,D-620,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC
D-702,,COc1cc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC
Dimethoate,Omethoate,CNC(=O)CSP(=S)(OC)OC,CNC(=O)CSP(=O)(OC)OC
