parent_name,parent_smiles,child_name,child_smiles,origin,set,source
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,linomide,train,Parent-Parent Augmented
ENB577b,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1O,ENB577b,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1O,DB11986,train,Parent-Parent Augmented
Mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,Mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,DB00764,train,Parent-Parent Augmented
"3,4p-Dihydroxyfavone",O=c1c(O)c(-c2ccc(O)cc2)oc2ccccc12,"3,4p-Dihydroxyfavone",O=c1c(O)c(-c2ccc(O)cc2)oc2ccccc12,"3,4p-Dihydroxyfavone",train,Parent-Parent Augmented
Lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,Lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DB06448,train,Parent-Parent Augmented
Pentaerythritol Dibromide,OCC(CO)(CBr)CBr,Pentaerythritol Dibromide,OCC(CO)(CBr)CBr,Pentaerythritol Dibromide,train,Parent-Parent Augmented
Bedaquiline,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,Bedaquiline,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,DB08903,train,Parent-Parent Augmented
Emtricitabine,N=c1nc(O)n(C2CSC(CO)O2)cc1F,Emtricitabine,N=c1nc(O)n(C2CSC(CO)O2)cc1F,DB00879,train,Parent-Parent Augmented
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Diuron,train,Parent-Parent Augmented
(+)-Camphor,CC12CCC(CC1=O)C2(C)C,(+)-Camphor,CC12CCC(CC1=O)C2(C)C,(+)-Camphor,train,Parent-Parent Augmented
7-alpha-thiomethylspironolactone,CSC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,7-alpha-thiomethylspironolactone,CSC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,DB00421,train,Parent-Parent Augmented
Pentaerythritol tetranitrate,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],Pentaerythritol tetranitrate,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],DB06154,train,Parent-Parent Augmented
Sulfasalazine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Sulfasalazine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,DB00795,train,Parent-Parent Augmented
Chloramphenicol 3-acetate,CC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,Chloramphenicol 3-acetate,CC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,train,Parent-Parent Augmented
Seratrodast,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,Seratrodast,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,DB06739,train,Parent-Parent Augmented
7-ethyl-10-hydroxycamptothecin,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,7-ethyl-10-hydroxycamptothecin,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,7-ethyl-10-hydroxycamptothecin,train,Parent-Parent Augmented
Thalidomide arene oxide,O=C1N=C(O)CCC1N1C(=O)C2=CC3OC3C=C2C1=O,Thalidomide arene oxide,O=C1N=C(O)CCC1N1C(=O)C2=CC3OC3C=C2C1=O,DB01041,train,Parent-Parent Augmented
Disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,Disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,DB00280,train,Parent-Parent Augmented
Genz-258179,CCCC(O)CCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,Genz-258179,CCCC(O)CCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,DB09039,train,Parent-Parent Augmented
7-OH-efavirenz,OC1=Nc2cc(O)c(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,7-OH-efavirenz,OC1=Nc2cc(O)c(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,7-OH-efavirenz,train,Parent-Parent Augmented
β-ureidopropionic acid (FUPA),NC(=O)NCC(F)C(=O)O,β-ureidopropionic acid (FUPA),NC(=O)NCC(F)C(=O)O,DB00322,train,Parent-Parent Augmented
tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,tauromustine,train,Parent-Parent Augmented
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOc1ccc2c(CCl)cc(=O)oc2c1,"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOc1ccc2c(CCl)cc(=O)oc2c1,"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",train,Parent-Parent Augmented
Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,Morin,train,Parent-Parent Augmented
Lisofylline,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Lisofylline,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,DB00806,train,Parent-Parent Augmented
2-aminofluorene,Nc1ccc2c(c1)Cc1ccccc1-2,2-aminofluorene,Nc1ccc2c(c1)Cc1ccccc1-2,2-aminofluorene,train,Parent-Parent Augmented
Etoposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,Etoposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,DB00773,train,Parent-Parent Augmented
Tafluprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1,Tafluprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1,DB08819,train,Parent-Parent Augmented
Mercaptopurine,S=c1nc[nH]c2nc[nH]c12,Mercaptopurine,S=c1nc[nH]c2nc[nH]c12,DB01033,train,Parent-Parent Augmented
Diazoxon,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,Diazoxon,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,Diazinon,train,Parent-Parent Augmented
Doravirine,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,Doravirine,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,DB12301,train,Parent-Parent Augmented
Brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12,Brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12,DB00484,train,Parent-Parent Augmented
Sotagliflozin,CCOc1ccc(Cc2cc(C3OC(SC)C(O)C(O)C3O)ccc2Cl)cc1,Sotagliflozin,CCOc1ccc(Cc2cc(C3OC(SC)C(O)C(O)C3O)ccc2Cl)cc1,DB12713,train,Parent-Parent Augmented
Paramethadione,CCC1(C)OC(=O)N(C)C1=O,Paramethadione,CCC1(C)OC(=O)N(C)C1=O,DB00617,train,Parent-Parent Augmented
ethiprole,CC[S+]([O-])c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,ethiprole,CC[S+]([O-])c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,ethiprole,train,Parent-Parent Augmented
Crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,DB08865,train,Parent-Parent Augmented
Triflusal,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,Triflusal,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,DB08814,train,Parent-Parent Augmented
Epinephrine,CNCC(O)c1ccc(O)c(O)c1,Epinephrine,CNCC(O)c1ccc(O)c(O)c1,DB00668,train,Parent-Parent Augmented
3-hydroxyguanfacine,N=C(N)NC(=O)Cc1c(Cl)c(O)cc(O)c1Cl,3-hydroxyguanfacine,N=C(N)NC(=O)Cc1c(Cl)c(O)cc(O)c1Cl,3-hydroxyguanfacine,train,Parent-Parent Augmented
Phenytoin arene-oxide,O=C1NC(=O)C(C2=CC3OC3C=C2)(c2ccccc2)N1,Phenytoin arene-oxide,O=C1NC(=O)C(C2=CC3OC3C=C2)(c2ccccc2)N1,DB00252,train,Parent-Parent Augmented
nordiazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1,nordiazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1,nordiazepam,train,Parent-Parent Augmented
RPR-106541,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1,RPR-106541,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1,RPR-106541,train,Parent-Parent Augmented
Selumetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Selumetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,DB11689,train,Parent-Parent Augmented
M-8,COC(=O)c1c(C)nc(C)c(C(=O)OC2CCN(Cc3ccccc3)C2)c1-c1cccc([N+](=O)[O-])c1,M-8,COC(=O)c1c(C)nc(C)c(C(=O)OC2CCN(Cc3ccccc3)C2)c1-c1cccc([N+](=O)[O-])c1,DB09227,train,Parent-Parent Augmented
m-xylene,Cc1cccc(C)c1,m-xylene,Cc1cccc(C)c1,m-xylene,train,Parent-Parent Augmented
5-O-Desmethyl Donepezil,COc1cc2c(cc1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O,5-O-Desmethyl Donepezil,COc1cc2c(cc1O)CC(CC1CCN(Cc3ccccc3)CC1)C2=O,5-O-Desmethyl Donepezil,train,Parent-Parent Augmented
furafylline,Cc1nc2c(=O)n(C)c(=O)n(Cc3ccco3)c2[nH]1,furafylline,Cc1nc2c(=O)n(C)c(=O)n(Cc3ccco3)c2[nH]1,furafylline,train,Parent-Parent Augmented
2-Hydroxynevirapine,Cc1cc(O)nc2c1N=C(O)c1cccnc1N2C1CC1,2-Hydroxynevirapine,Cc1cc(O)nc2c1N=C(O)c1cccnc1N2C1CC1,DB00238,train,Parent-Parent Augmented
Vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,Vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,DB08881,train,Parent-Parent Augmented
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,train,Parent-Parent Augmented
sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,sulfadiazine,train,Parent-Parent Augmented
6-thioguanine monophosphate,Nc1nc(S)c2ncn(C3OC(C(O)P(=O)(O)O)C(O)C3O)c2n1,6-thioguanine monophosphate,Nc1nc(S)c2ncn(C3OC(C(O)P(=O)(O)O)C(O)C3O)c2n1,DB00993,train,Parent-Parent Augmented
7-ethoxycoumarin,CCOc1ccc2ccc(=O)oc2c1,7-ethoxycoumarin,CCOc1ccc2ccc(=O)oc2c1,7-ethoxycoumarin,train,Parent-Parent Augmented
Psilocin,CN(C)CCc1c[nH]c2cccc(O)c12,Psilocin,CN(C)CCc1c[nH]c2cccc(O)c12,Psilocin,train,Parent-Parent Augmented
Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,DB00920,train,Parent-Parent Augmented
Tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,Tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,DB00799,train,Parent-Parent Augmented
"dibenzo(a,h)anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"dibenzo(a,h)anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,"dibenzo(a,h)anthracene",train,Parent-Parent Augmented
Desmethyl-dabrafenib,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,Desmethyl-dabrafenib,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,DB08912,train,Parent-Parent Augmented
Dorzolamide,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Dorzolamide,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,DB00869,train,Parent-Parent Augmented
Efavirenz,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,Efavirenz,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,DB00625,train,Parent-Parent Augmented
3s14s-ochratoxin a,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,3s14s-ochratoxin a,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,3s14s-ochratoxin a,train,Parent-Parent Augmented
1-aminopyrene,Nc1ccc2ccc3cccc4ccc1c2c34,1-aminopyrene,Nc1ccc2ccc3cccc4ccc1c2c34,1-aminopyrene,train,Parent-Parent Augmented
"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",[O-][s+]1nc(N2CCNCC2)c2ccccc21,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",[O-][s+]1nc(N2CCNCC2)c2ccccc21,DB00246,train,Parent-Parent Augmented
reduced O-desmethyl-3-hydroxy-nabumetone glucuronide,CC(O)C(O)Cc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,reduced O-desmethyl-3-hydroxy-nabumetone glucuronide,CC(O)C(O)Cc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,DB00461,train,Parent-Parent Augmented
methyleugenol,C=CCc1ccc(OC)c(OC)c1,methyleugenol,C=CCc1ccc(OC)c(OC)c1,methyleugenol,train,Parent-Parent Augmented
1-(3-Trifluoromethylphenyl)piperazine,FC(F)(F)c1cccc(N2CCNCC2)c1,1-(3-Trifluoromethylphenyl)piperazine,FC(F)(F)c1cccc(N2CCNCC2)c1,1-(3-Trifluoromethylphenyl)piperazine,train,Parent-Parent Augmented
Mupirocin,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,Mupirocin,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,DB00410,train,Parent-Parent Augmented
Salmeterol,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,Salmeterol,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,DB00938,train,Parent-Parent Augmented
Milnacipran carbamic acid,CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)O,Milnacipran carbamic acid,CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)O,DB04896,train,Parent-Parent Augmented
4-(6-Methoxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)O)ccc2c1,4-(6-Methoxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)O)ccc2c1,DB00461,train,Parent-Parent Augmented
Maackiain,Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,Maackiain,Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,Maackiain,train,Parent-Parent Augmented
3'-Hydroxydiclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,3'-Hydroxydiclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,DB00586,train,Parent-Parent Augmented
Unnamed hydralazine metabolite,CC(=O)NNc1nncc2ccccc12,Unnamed hydralazine metabolite,CC(=O)NNc1nncc2ccccc12,DB01275,train,Parent-Parent Augmented
Catechol,Oc1ccccc1O,Catechol,Oc1ccccc1O,phenol,train,Parent-Parent Augmented
M8 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)c(O)c2)CC1,M8 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)c(O)c2)CC1,DB01026,train,Parent-Parent Augmented
Reduced Fenofibric Acid,CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)O,Reduced Fenofibric Acid,CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)O,DB01039,train,Parent-Parent Augmented
1-(4-methoxyphenyl)piperazine,COc1ccc(N2CCNCC2)cc1,1-(4-methoxyphenyl)piperazine,COc1ccc(N2CCNCC2)cc1,1-(4-methoxyphenyl)piperazine,train,Parent-Parent Augmented
Tioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,Tioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,DB00352,train,Parent-Parent Augmented
Thiodeoxyguanosine diphosphate,Nc1nc(=S)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1,Thiodeoxyguanosine diphosphate,Nc1nc(=S)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1,DB00352,train,Parent-Parent Augmented
"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",COc1ccc(C(=O)C(C)N2CCCC2)cc1,"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",COc1ccc(C(=O)C(C)N2CCCC2)cc1,"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",train,Parent-Parent Augmented
Isorhamnetin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,Isorhamnetin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,Isorhamnetin,train,Parent-Parent Augmented
M5 (Macitentan),CCCNS(=O)(=O)Nc1ncnc(OCC(=O)O)c1-c1ccc(Br)cc1,M5 (Macitentan),CCCNS(=O)(=O)Nc1ncnc(OCC(=O)O)c1-c1ccc(Br)cc1,DB08932,train,Parent-Parent Augmented
7-ethoxyresorufin,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,7-ethoxyresorufin,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,7-ethoxyresorufin,train,Parent-Parent Augmented
Moclobemide M5,O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1,Moclobemide M5,O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1,DB01171,train,Parent-Parent Augmented
Latanoprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,Latanoprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,DB11660,train,Parent-Parent Augmented
"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",train,Parent-Parent Augmented
"3,4p-Dimethoxy-5,7,3p-trihydroxyflavone",COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O,"3,4p-Dimethoxy-5,7,3p-trihydroxyflavone",COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O,"3,4p-Dimethoxy-5,7,3p-trihydroxyflavone",train,Parent-Parent Augmented
N-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1,N-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1,Encainide,train,Parent-Parent Augmented
"(2R,3S)-2-((R)-1-(3,5-Bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)morpholine",CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"(2R,3S)-2-((R)-1-(3,5-Bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)morpholine",CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"(2R,3S)-2-((R)-1-(3,5-Bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)morpholine",train,Parent-Parent Augmented
7-Hydroxychromone,O=c1ccoc2cc(O)ccc12,7-Hydroxychromone,O=c1ccoc2cc(O)ccc12,7-Hydroxychromone,train,Parent-Parent Augmented
ENB577c,C[N+]1([O-])CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,ENB577c,C[N+]1([O-])CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,DB11986,train,Parent-Parent Augmented
Hydralazine pyruvate hydrazone,CC(=NNc1nncc2ccccc12)C(=O)O,Hydralazine pyruvate hydrazone,CC(=NNc1nncc2ccccc12)C(=O)O,DB01275,train,Parent-Parent Augmented
Lumiracoxib metabolite M8,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,Lumiracoxib metabolite M8,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,DB01283,train,Parent-Parent Augmented
benzodioxolyl-butanamine (BDB),CCC(N)Cc1ccc2c(c1)OCO2,benzodioxolyl-butanamine (BDB),CCC(N)Cc1ccc2c(c1)OCO2,benzodioxolyl-butanamine (BDB),train,Parent-Parent Augmented
Candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Candesartan,train,Parent-Parent Augmented
Phenethylamine,NCCc1ccccc1,Phenethylamine,NCCc1ccccc1,DB00780,train,Parent-Parent Augmented
2-Methoxy-estradiol-17beta,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,2-Methoxy-estradiol-17beta,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,2-Methoxy-estradiol-17beta,train,Parent-Parent Augmented
3-ethylphenol,CCc1cccc(O)c1,3-ethylphenol,CCc1cccc(O)c1,3-ethylphenol,train,Parent-Parent Augmented
Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,DB00705,train,Parent-Parent Augmented
"9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)",CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1=C=C(Cl)OC(=O)c1ccco1,"9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)",CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1=C=C(Cl)OC(=O)c1ccco1,DB14512,train,Parent-Parent Augmented
6-O-Desmethyl Donepezil,COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,6-O-Desmethyl Donepezil,COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,6-O-Desmethyl Donepezil,train,Parent-Parent Augmented
"diclofenac 2',3'-oxide",O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl,"diclofenac 2',3'-oxide",O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl,DB00586,train,Parent-Parent Augmented
Ceftobiprole medocaril,Cc1oc(=O)oc1COC(=O)N1CCC(N2CCC(=CC3=C(C(=O)O)N4C(=O)C(NC(=O)C(=NO)c5nsc(N)n5)C4SC3)C2=O)C1,Ceftobiprole medocaril,Cc1oc(=O)oc1COC(=O)N1CCC(N2CCC(=CC3=C(C(=O)O)N4C(=O)C(NC(=O)C(=NO)c5nsc(N)n5)C4SC3)C2=O)C1,DB14733,train,Parent-Parent Augmented
2-Methoxyestrone,COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12,2-Methoxyestrone,COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12,2-Methoxyestrone,train,Parent-Parent Augmented
p-hydroxy-methylphenidate,COC(=O)C(c1ccc(O)cc1)C1CCCCN1,p-hydroxy-methylphenidate,COC(=O)C(c1ccc(O)cc1)C1CCCCN1,DB16629,train,Parent-Parent Augmented
linoleyl alcohol,CCCCCC=CCC=CCCCCCCCCO,linoleyl alcohol,CCCCCC=CCC=CCCCCCCCCO,linoleyl alcohol,train,Parent-Parent Augmented
Nicergoline,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,Nicergoline,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,DB00699,train,Parent-Parent Augmented
