parent_name,parent_smiles,child_name,child_smiles,origin
Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,Desipramine N-glucuronide,CN(CCCN1c2ccccc2CCc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,Desipramine
Diphenylamine,c1ccc(Nc2ccccc2)cc1,Diphenylamine N-glucuronide,O=C(O)C1OC(N(c2ccccc2)c2ccccc2)C(O)C(O)C1O,Diphenylamine
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,Promethazine N-glucuronide,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C1OC(C(=O)O)C(O)C(O)C1O,Promethazine
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,Diphenhydramine N-glucuronide,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,Diphenhydramine
Loxepine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Loxepine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Loxepine
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine
Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Chlorpromazine N-glucuronide,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1OC(C(=O)O)C(O)C(O)C1O,Chlorpromazine
Doxepin,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,Doxepin N-glucuronide,C[N+](C)(CC/C=C1\c2ccccc2COc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,Doxepin
Tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,Tripelennamine N-glucuronide,C[N+](C)(CCN(Cc1ccccc1)c1ccccn1)C1OC(C(=O)O)C(O)C(O)C1O,Tripelennamine
Cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine
Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,Imipramine N-glucuronide,C[N+](C)(CCCN1c2ccccc2CCc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,Imipramine
Nirvanol,CCC1(c2ccccc2)N=C(O)N=C1O,Nirvanol N-glucuronide,CCC1(c2ccccc2)N=C(O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,S-Mephenytoin
Isonicotinoylhydrazine,NNC(=O)c1ccncc1,,O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1,Isonicotinoylhydrazine
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone O-glucuronide,CCC(=O)C1(c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)CCN(C)CC1,Ketobemidone
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone sulfate,CCC(=O)C1(c2cccc(OS(=O)(=O)O)c2)CCN(C)CC1,Ketobemidone
chlorofluoroacetic acid,O=C(O)C(F)Cl,chloroacetyl-S-glutathione,NC(CCC(O)=NC(CSC(Cl)C(=O)O)C(O)=NCC(=O)O)C(=O)O,chlorofluoroacetic acid
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,S-(4-Nitrobenzyl)glutathione,NC(CCC(O)=NC(CSCc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,4-nitrobenzyl chloride
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,4-nitrobenzyl-glutathione,N[C@@H](CCC(O)=N[C@@H](CSCc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,4-nitrobenzyl chloride
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,"S-(2,4-dinitrophenyl)glutathione",N[C@@H](CCC(O)=N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,4-nitrobenzyl chloride
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,S-(alachlor)glutathione,CCc1cccc(CC)c1N(COC)C(=O)CSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,alachlor
monochlorobimane,Cc1c(C)n2c(CCl)c(C)c(=O)n2c1=O,Bimane-glutathione,Cc1c(C)n2c(CSCC(N=C(O)CCC(N)C(=O)O)C(=O)CNC(=O)O)c(C)c(=O)n2c1=O,monochlorobimane
aminochrome,O=C1C=C2CCNC2=CC1=O,,NC(CCC(O)=NC(CSc1c(O)c(O)cc2c1NCC2)C(O)=NCC(=O)O)C(=O)O,aminochrome
tert-butanol,CC(C)(C)O,,CC(C)(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,tert-butanol
tert-butanol,CC(C)(C)O,,CC(C)(C)OS(=O)(=O)O,tert-butanol
Prunetin,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,Prunetin
Indacaterol,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2,,CCc1cc2c(cc1CC)CC(NC[C@H](OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c3nc(O)ccc13)C2,Indacaterol
Triiodothyronine,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,,N[C@@H](Cc1cc(I)c(Oc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O,Triiodothyronine
"3-Hydroxy-2p,3p-dimethoxyflavone",COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1OC,"3-Hydroxy-2p,3p-dimethoxyflavone"
"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,,CC(O)=Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one"
Irbesartan M8,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C2N=N[N+](C3C(O)[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)=N2)cc1,Irbesartan M8
Perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,,CCC(NC(C)C(=O)N1[C@H](C(=O)O[C@]2(C(=O)O)O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]2CCCC[C@@H]21)C(=O)O,Perindopril
Resokaempferol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2ccc(-c3oc4cc(O)ccc4c(=O)c3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Resokaempferol
Cholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Cholic acid glucuronide,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Cholic acid
7-Hydroxy-beta-thujone,C[C@@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12,,C[C@@H]1C(=O)C[C@]2(C(C)(C)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]12,7-Hydroxy-beta-thujone
4-Hydroxy-beta-thujone,CC(C)[C@]12CC(=O)[C@](C)(O)[C@H]1C2,,CC(C)[C@]12CC(=O)C(C)(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]1C2,4-Hydroxy-beta-thujone
2-iodobenzyl bromide,BrCc1ccccc1I,,NC(CCC(O)=NC(CSc1ccccc1CBr)C(O)=NCC(=O)O)C(=O)O,2-iodobenzyl bromide
Hexafluoroisopropanol,OC(C(F)(F)F)C(F)(F)F,,O=C(O)[C@H]1OC(OC(C(F)(F)F)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O,Hexafluoroisopropanol
"2,4-diene-VPA",C=C/C=C(/CCC)C(=O)O,,C=C/C=C(/CCC)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,"2,4-diene-VPA"
"3,7-Dihydroxyfavone",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2ccc3c(=O)c(O)c(-c4ccccc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,"3,7-Dihydroxyfavone"
"3,7-Dihydroxyfavone",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2c(-c3ccccc3)oc3cc(O)ccc3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,"3,7-Dihydroxyfavone"
Indole-3-acetic-acid,O=C(O)Cc1c[nH]c2ccccc12,,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Indole-3-acetic-acid
Amrinone,Nc1cc(-c2ccncc2)cnc1O,Inamrinone,Nc1cc(-c2ccncc2)cnc1O,Amrinone
butanol,CCCCO,,CCCCOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,butanol
Paeonol,COc1ccc(C(C)=O)c(O)c1,,COc1ccc(C(C)=O)c(OS(=O)(=O)O)c1,Paeonol
8-Hydroxy-7-methoxyisoflavone,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,,COc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2occ(-c3ccccc3)c(=O)c2c1,8-Hydroxy-7-methoxyisoflavone
"8,14-diOH-efavirenz",OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2(O)CC2)(C(F)(F)F)O1,,O=C(O)[C@H]1OC(OC2(C#C[C@]3(C(F)(F)F)OC(O)=Nc4c(O)cc(Cl)cc43)CC2)[C@H](O)[C@@H](O)[C@@H]1O,8-hydroxyefavirenz
"4p-hydroxy-2,3p,4-trichlorobiphenyl",Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,,O=S(=O)(O)Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,"4p-hydroxy-2,3p,4-trichlorobiphenyl"
Hydroxyoxid acid,CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C(=O)O)CC[C@@]13O,,CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C(=O)O)CC[C@@]13OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Hydroxyoxid acid
N-Desmethyl-4-OH- atomoxetine,Cc1cc(O)ccc1O[C@H](CCN)c1ccccc1,,Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O[C@H](CCN)c1ccccc1,N-Desmethyl-4-OH- atomoxetine
cis-6-(2-acetylvinylthio)purine,CC(=O)/C=C\Sc1ncnc2[nH]cnc12,,C/C([O-])=C/C(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)Sc1ncnc2[nH]cnc12,cis-6-(2-acetylvinylthio)purine
benzoic acid,O=C(O)c1ccccc1,,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,benzoic acid
N-Desmethyl p-hydroxyrosiglitazone,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(O)c[nH]3)cc2)S1,,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(OS(=O)(=O)O)c[nH]3)cc2)S1,N-Desmethyl p-hydroxyrosiglitazone
Tizoxanide,O=[N+]([O-])c1cnc(N=C(O)c2ccccc2O)s1,,O=C(O)[C@H]1OC(Oc2ccccc2C(O)=Nc2ncc([N+](=O)[O-])s2)[C@H](O)[C@@H](O)[C@@H]1O,Tizoxanide
epicatechin metabo5,O=C1CCC(Cc2cccc(O)c2)O1,,O=C1CCC(Cc2cccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2)O1,epicatechin metabo5
carvone metabo6,C=C(C)C1CC=C(C)C(=O)C1O,,C=C(C)C1CC=C(C)C(=O)C1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,carvone metabo6
"5,7,2p-Trihydroxyflavone",O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,,O=C(O)[C@H]1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,"5,7,2p-Trihydroxyflavone"
Estradiol acetate,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,Estradiol acetate
"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Cn1c(NO)nc2ncc(-c3ccccc3)cc21,,Cn1c(NOC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2ncc(-c3ccccc3)cc21,"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine"
"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Cn1c(NO)nc2ncc(-c3ccccc3)cc21,,Cn1c(NOS(=O)(=O)O)nc2ncc(-c3ccccc3)cc21,"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine"
Carboxy celecoxib,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,Carboxy celecoxib
estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,C[C@]12CC[C@@H]3c4ccc(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CCC2=O,estrone
Carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,COc1ccccc1OCCNCC(COc1cccc2[nH]c3ccccc3c12)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Carvedilol
6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,6-gingerol
6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,6-gingerol
6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,,CCCCCC(CC(=O)CCc1ccc(OC)c(O)c1)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,6-gingerol
O-Desmethylnaproxen,C[C@H](C(=O)O)c1ccc2cc(O)ccc2c1,,C[C@H](C(=O)O)c1ccc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1,O-Desmethylnaproxen
O-Desmethylnaproxen,C[C@H](C(=O)O)c1ccc2cc(O)ccc2c1,,C[C@H](C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc2cc(O)ccc2c1,O-Desmethylnaproxen
O-Desmethylnaproxen,C[C@H](C(=O)O)c1ccc2cc(O)ccc2c1,,C[C@H](C(=O)O)c1ccc2cc(OS(=O)(=O)O)ccc2c1,O-Desmethylnaproxen
O-Desmethylnaproxen,C[C@H](C(=O)O)c1ccc2cc(O)ccc2c1,,C[C@H](C(=O)OS(=O)(=O)O)c1ccc2cc(O)ccc2c1,O-Desmethylnaproxen
4-hydroxycyclopenta[def]chrysene,OC1c2cccc3ccc4c5ccccc5cc1c4c23,,O=S(=O)(O)OC1c2cccc3ccc4c5ccccc5cc1c4c23,4-hydroxycyclopenta[def]chrysene
Rhamnetin,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,,COc1cc(O)c2c(=O)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc(O)c(O)c3)oc2c1,Rhamnetin
4-Fluorophenol,Oc1ccc(F)cc1,,O=C(O)[C@H]1OC(Oc2ccc(F)cc2)[C@H](O)[C@@H](O)[C@@H]1O,4-Fluorophenol
"7,3p-Dihydroxyflavone",O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2ccc3c(=O)cc(-c4cccc(O)c4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,"7,3p-Dihydroxyflavone"
Methyl-4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,,CCOC(=O)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,Methyl-4-hydroxybenzoate
13-hydroxyoctadecadienoic acid,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,13-hydroxyoctadecadienoic acid
13-hydroxyoctadecadienoic acid,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,13-hydroxyoctadecadienoic acid
Dihydrodaidzein,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1,,O=C1c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2OCC1c1ccc(O)cc1,Dihydrodaidzein
Aminoflavone M-VI,Cc1c(F)c(NO)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F,,Cc1c(F)c(NO)c2c(=O)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-VI
Etodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3,Etodolac
fenchone metabo3,CC1(C)C(=O)C2(C)CC1CC2O,,CC1(C)C(=O)C2(C)CC1CC2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,fenchone metabo3
FYX-051,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,,N#Cc1cc(-c2nc(-c3ccncc3)n(C3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2)ccn1,FYX-051
FYX-051,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,,[NH+]#Cc1cc(-c2nc(-c3ccncc3)nn2C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccn1,FYX-051
pentanol,CCCCCO,,CCCCCOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,pentanol
2-propanol,CC(C)O,,CC(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,2-propanol
"3-Hydroxy-7,4p-dimethoxyflavone",COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2O)cc1,,COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,"3-Hydroxy-7,4p-dimethoxyflavone"
10-hydroxycarbazepine,N=C(O)N1c2ccccc2CC(O)c2ccccc21,,N=C(O)N1c2ccccc2CC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc21,10-hydroxycarbazepine
Norethindrone,C#C[C@]1(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(2R,3R,4R,5S,6R)-6-{[(1S,2R,10R,11S,14R,15S)-14-ethynyl-15-methyl-5-oxotetracyclo[8.7.0.0Ã‚Â²,Ã¢ÂÂ·.0Ã‚Â¹Ã‚Â¹,Ã‚Â¹Ã¢ÂÂµ]heptadec-6-en-14-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",C#C[C@]1(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Norethindrone
O-Desmethyl-2p-OH-Indomethacin phenethylamide,Cc1c(CC(O)=NCC(O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,,Cc1c(CC(O)=NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,O-Desmethyl-2p-OH-Indomethacin phenethylamide
5-Hydroxyflavone,O=c1cc(-c2ccccc2)oc2cccc(O)c12,,O=C(O)[C@H]1OC(Oc2cccc3oc(-c4ccccc4)cc(=O)c23)[C@H](O)[C@@H](O)[C@@H]1O,5-Hydroxyflavone
Oroxylin A,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,,COc1c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccccc3)cc(=O)c2c1O,Oroxylin A
ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,,C[N+]1(C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ketotifen
7-ethyl-10-hydroxycamptothecin,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,,CCc1c2c(nc3ccc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,7-ethyl-10-hydroxycamptothecin
Fenretinide,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)C(C)(C)CCC1,Fenretinide
Fenretinide,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)C(C)(C)CCC1,Fenretinide
"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(O)c(=O)c2c1,,Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(=O)c2c1,"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone"
6-Hydroxymelatonin,COc1cc2c(CCN=C(C)O)c[nH]c2cc1O,,COc1cc2c(CCN=C(C)O)c[nH]c2cc1OC1OC(C(=O)O)C(O)C(O)C1O,melatonin
Sinapinic acid,COc1cc(/C=C/C(=O)O)cc(OC)c1O,,COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,Sinapinic acid
Tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,,Cc1ccc(C(=O)c2ccc(CC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C)cc1,Tolmetin
Licofelone M2,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C1,Licofelone M2
O-methoxycatechol,COOc1ccccc1O,,COc1ccccc1OS(=O)(=O)O,O-methoxycatechol
phenethyl isothiocyanate,S=C=NCCc1ccccc1,,N[C@@H](CCC(O)=N[C@@H](CSC([S])=NCCc1ccccc1)C(O)=NCC(=O)O)C(=O)O,phenethyl isothiocyanate
6-hydroxymethylbenzo[a]pyrene,OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,,O=S(=O)(O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,6-hydroxymethylbenzo[a]pyrene
isobutanol,CC(C)CO,,CC(C)COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,isobutanol
Lonidamine,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,Lonidamine
"2,2‐dichloro‐2‐fluoroethanol",OCC(F)(Cl)Cl,,O=C(O)[C@H]1OC(OCC(F)(Cl)Cl)[C@H](O)[C@@H](O)[C@@H]1O,"2,2‐dichloro‐2‐fluoroethanol"
Geraniol,CC(C)=CCC/C(C)=C/CO,,CC(C)=CCC/C(C)=C/COS(=O)(=O)O,Geraniol
Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Buprenorphine glucuronide,CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Buprenorphine
Nateglinide,CC(C)[C@H]1CC[C@H](C(O)=N[C@H](Cc2ccccc2)C(=O)O)CC1,,CC(C)[C@H]1CC[C@H](C(O)=N[C@H](Cc2ccccc2)C(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC1,Nateglinide
