parent_name,parent_smiles,child_name,child_smiles,origin,tanimoto
N‐(2‐methoxyphenyl)hydroxylamine,COc1ccccc1NO,"NÃ¢â‚¬Â(2Ã¢â‚¬Âmethoxyphenyl)hydroxylamine, O-acetyl",COc1ccccc1NOC(C)=O,N‐(2‐methoxyphenyl)hydroxylamine,0.5483870967741935
isoniazid,NNC(=O)c1ccncc1,isoniazid N-acetyl,CC(=O)NNC(=O)c1ccncc1,isoniazid,0.5517241379310345
hydralazine,NN=c1[nH]ncc2ccccc12,hydralazine N-acetyl,CC(=O)NNc1nncc2ccccc12,hydralazine,0.2608695652173913
mesalazine,Nc1ccc(O)c(C(=O)O)c1,"mesalazine, N-acetyl",CC(=O)Nc1ccc(O)c(C(=O)O)c1,mesalazine,0.5
Sulfapyridine,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,"Sulfapyridine, N-acetyl",CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,Sulfapyridine,0.625
4-aminobenzoate,Nc1ccc(C(=O)O)cc1,4-acetylaminobenzoate,CC(O)=Nc1ccc(C(=O)O)cc1,4-aminobenzoate,0.4444444444444444
4-amino-3-methylbenzoic acid,Cc1cc(C(=O)O)ccc1N,,CC(=O)Nc1ccc(C(=O)O)cc1C,4-amino-3-methylbenzoic acid,0.5806451612903226
"2,3-dimethylaniline",Cc1cccc(N)c1C," 2,3Ã¢â‚¬Âdimethylacetanilide",CC(=O)Nc1cccc(C)c1C,"2,3-dimethylaniline",0.3793103448275862
"2,4-dimethylaniline",Cc1ccc(N)c(C)c1," 2,4Ã¢â‚¬Âdimethylacetanilide",CC(=O)Nc1ccc(C)cc1C,"2,4-dimethylaniline",0.42857142857142855
"2,5-dimethylaniline",Cc1ccc(C)c(N)c1," 2,5Ã¢â‚¬Âdimethylacetanilide",CC(=O)Nc1cc(C)ccc1C,"2,5-dimethylaniline",0.3793103448275862
2-(4-aminobenzamido)pyridine,Nc1ccc(C(=O)Nc2ccccn2)cc1,4Ã¢â‚¬ÂacetamidoÃ¢â‚¬ÂNÃ¢â‚¬Â(pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl)benzamide,CC(=O)Nc1ccc(C(=O)Nc2ccccn2)cc1,2-(4-aminobenzamido)pyridine,0.6756756756756757
(+)-2-bromo-3-(4-nitrophenyl)propanoic acid,O=C(O)C(Br)Cc1ccc([N+](=O)[O-])cc1,2-(glutathion-S-yl)-3-(4-nitrophenyl)propanoic acid,NC(CCC(=O)NC(CSC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O)C(=O)NCC(=O)O)C(=O)O,(+)-2-bromo-3-(4-nitrophenyl)propanoic acid,0.3770491803278688
"1-chloro-2,3-dinitrobenzene",O=[N+]([O-])c1cccc(Cl)c1[N+](=O)[O-],"S-(2,3-dinitrophenyl)glutathione",NC(CCC(=O)NC(CSc1cccc([N+](=O)[O-])c1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,"1-chloro-2,3-dinitrobenzene",0.2833333333333333
"1-chloro-2,4-dinitrobenzene",O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,"S-(2,4-dinitrophenyl)glutathione",NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,"1-chloro-2,4-dinitrobenzene",0.2833333333333333
Pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,Pefloxacin O-glucuronide,CCn1cc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,Pefloxacin,0.65625
Brodifacoum,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,Brodifacoum O-glucuronide,O=C(O)C1OC(Oc2c(C3CC(c4ccc(-c5ccc(Br)cc5)cc4)Cc4ccccc43)c(=O)oc3ccccc23)C(O)C(O)C1O,Brodifacoum,0.647887323943662
Nornalmefene,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,Nornalmefene O-glucuronide,C=C1CCC2(O)C3Cc4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)c5c4C2(CCN3)C1O5,Nornalmefene,0.5909090909090909
Prechrysophanol,Cc1cc(O)c2c(O)c3c(cc2c1)CCC(O)C3,Prechrysophanol O-glucuronide,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(O)c3c(cc2c1)CCC(O)C3,Prechrysophanol,0.543859649122807
Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Lumiracoxib O-glucuronide,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,Lumiracoxib,0.6166666666666667
4-Hydroxy-alpha-thujone,CC(C)C12CC(=O)C(C)(O)C1C2,"alpha-thujone, 4-O-glucuronide",CC(C)C12CC1C(C)(O)C(=O)C2OC1OC(C(=O)O)C(O)C(O)C1O,4-Hydroxy-alpha-thujone,0.2909090909090909
Scutellarein,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,Scutellarein 7-O-glucuronide,O=C(O)C1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,Scutellarein,0.5185185185185185
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,Desogestrel 17-O-glucuronide,C#CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,Desogestrel,0.5921052631578947
3-Iodobenzoic acid,O=C(O)c1cccc(I)c1,3-Iodobenzoyl glyucuronide,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(I)c1,3-Iodobenzoic acid,0.4634146341463415
4-Iodobenzoic acid,O=C(O)c1ccc(I)cc1,4-Iodobenzoyl glyucuronide,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(I)cc1,4-Iodobenzoic acid,0.40540540540540543
Oxoprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C,Oxprenolol glucuronide,C=CCOc1ccccc1OCC(CNC(C)C)OC1OC(C(=O)O)C(O)C(O)C1O,Oxoprenolol,0.5263157894736842
Zomepirac,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Zomepirac O-glucuronide,Cc1cc(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)n(C)c1C(=O)c1ccc(Cl)cc1,Zomepirac,0.6181818181818182
Clioquinol,Oc1c(I)cc(Cl)c2cccnc12,Clioquinol O-glucuronide,O=C(O)C1OC(Oc2c(I)cc(Cl)c3cccnc23)C(O)C(O)C1O,Clioquinol,0.4528301886792453
Quinotolast,O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O,Quinotolast N-glucuronide,O=C(N=c1nnn(OC2OC(C(=O)O)C(O)C(O)C2O)[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O,Quinotolast,0.4444444444444444
RG12525,c1ccc(-c2nn[nH]n2)c(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1,RG12525 N2-glucuronide,O=C(O)C1OC(n2nnc(-c3ccccc3COc3ccc(OCc4ccc5ccccc5n4)cc3)n2)C(O)C(O)C1O,RG12525,0.5217391304347826
JNJ-10198409,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,JNJ-10198409 N-glucuronide B,COc1cc2c(cc1OC)-c1c(c(=Nc3cccc(F)c3)[nH]n1C1OC(C(=O)O)C(O)C(O)C1O)C2,JNJ-10198409,0.5
JNJ-10198409,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,JNJ-10198409 N-glucuronide C,COc1cc2c(cc1OC)-c1[nH]n(C3OC(C(=O)O)C(O)C(O)C3O)c(=Nc3cccc(F)c3)c1C2,JNJ-10198409,0.5070422535211268
JNJ-10198409,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,JNJ-10198409 N-glucuronide C,COc1cc2c(cc1OC)-c1[nH]nc(N(c3cccc(F)c3)C3OC(C(=O)O)C(O)C(O)C3O)c1C2,JNJ-10198409,0.38961038961038963
Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Midazolam N-glucuronide,Cc1n2c(c[n+]1C1OC(C(=O)O)C(O)C(O)C1O)CN=C(c1ccccc1F)c1cc(Cl)ccc1-2,Midazolam,0.5217391304347826
Afloqualone,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,Afloqualone N-glucuronide,Cc1ccccc1-n1c(CF)nc2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2c1=O,Afloqualone,0.5454545454545454
N-Acetylbenzidine,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,"N-Acetylbenzidine, N-glucuronide",CC(=O)Nc1ccc(-c2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1,N-Acetylbenzidine,0.42857142857142855
retigabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,retigabine N2-glucuronide,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1NC1OC(C(=O)O)C(O)C(O)C1O,retigabine,0.5873015873015873
Desmethylclozapine,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,Desmethylclozapine N-glucuronide,O=C(O)C1OC(N2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)C(O)C(O)C1O,Desmethylclozapine,0.5645161290322581
Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,Desipramine N-glucuronide,CN(CCCN1c2ccccc2CCc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,Desipramine,0.4074074074074074
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,Promethazine N-glucuronide,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C1OC(C(=O)O)C(O)C(O)C1O,Promethazine,0.4
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,Diphenhydramine N-glucuronide,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,Diphenhydramine,0.375
Loxepine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Loxepine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Loxepine,0.5555555555555556
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine,0.5538461538461539
Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen,0.5238095238095238
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Chlorpromazine N-glucuronide,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1OC(C(=O)O)C(O)C(O)C1O,Chlorpromazine,0.47619047619047616
Doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21,Doxepin N-glucuronide,C[N+](C)(CCC=C1c2ccccc2COc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,Doxepin,0.4827586206896552
Tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,Tripelennamine N-glucuronide,C[N+](C)(CCN(Cc1ccccc1)c1ccccn1)C1OC(C(=O)O)C(O)C(O)C1O,Tripelennamine,0.4642857142857143
Cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine,0.39215686274509803
Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,Imipramine N-glucuronide,C[N+](C)(CCCN1c2ccccc2CCc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,Imipramine,0.4
Nirvanol,CCC1(c2ccccc2)N=C(O)N=C1O,Nirvanol N-glucuronide,CCC1(c2ccccc2)N=C(O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,Nirvanol,0.36363636363636365
Isonicotinoylhydrazine,NNC(=O)c1ccncc1,,O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1,Isonicotinoylhydrazine,0.3902439024390244
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone O-glucuronide,CCC(=O)C1(c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)CCN(C)CC1,Ketobemidone,0.5254237288135594
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone sulfate,CCC(=O)C1(c2cccc(OS(=O)(=O)O)c2)CCN(C)CC1,Ketobemidone,0.6458333333333334
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,S-(4-Nitrobenzyl)glutathione,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,4-nitrobenzyl chloride,0.27586206896551724
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,"S-(2,4-dinitrophenyl)glutathione",NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,4-nitrobenzyl chloride,0.20967741935483872
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,S-(alachlor)glutathione,CCc1cccc(CC)c1N(COC)C(=O)CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,alachlor,0.4090909090909091
monochlorobimane,Cc1c(C)n2c(CCl)c(C)c(=O)n2c1=O,Bimane-glutathione,Cc1c(C)n2c(CSCC(NC(=O)CCC(N)C(=O)O)C(=O)CNC(=O)O)c(C)c(=O)n2c1=O,monochlorobimane,0.3157894736842105
Prunetin,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,Prunetin,0.5964912280701754
Indacaterol,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3nc(O)ccc13)C2,,CCc1cc2c(cc1CC)CC(NCC(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(O)c3nc(O)ccc13)C2,Indacaterol,0.6086956521739131
Triiodothyronine,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,,NC(Cc1cc(I)c(Oc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(I)c2)c(I)c1)C(=O)O,Triiodothyronine,0.5666666666666667
"3-Hydroxy-2p,3p-dimethoxyflavone",COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1OC,"3-Hydroxy-2p,3p-dimethoxyflavone",0.5789473684210527
"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,,CC(=O)Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",0.6382978723404256
Irbesartan M8,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C2N=N[N+](C3C(O)C(O)C(O)C(C(=O)O)C3O)=N2)cc1,Irbesartan M8,0.5238095238095238
Perindopril,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,,CCC(NC(C)C(=O)N1C(C(=O)OC2(C(=O)O)OC(C)C(O)C(O)C2O)CC2CCCCC21)C(=O)O,Perindopril,0.4794520547945205
Resokaempferol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,,O=C(O)C1OC(Oc2ccc(-c3oc4cc(O)ccc4c(=O)c3O)cc2)C(O)C(O)C1O,Resokaempferol,0.5686274509803921
Cholic acid,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,Cholic acid glucuronide,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC4(C)C3CC(O)C12C,Cholic acid,0.6571428571428571
7-Hydroxy-beta-thujone,CC1C(=O)CC2(C(C)(C)O)CC12,,CC1C(=O)CC2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC12,7-Hydroxy-beta-thujone,0.4583333333333333
4-Hydroxy-beta-thujone,CC(C)C12CC(=O)C(C)(O)C1C2,,CC(C)C12CC(=O)C(C)(OC3OC(C(=O)O)C(O)C(O)C3O)C1C2,4-Hydroxy-beta-thujone,0.4375
2-iodobenzyl bromide,BrCc1ccccc1I,,NC(CCC(=O)NC(CSc1ccccc1CBr)C(=O)NCC(=O)O)C(=O)O,2-iodobenzyl bromide,0.2222222222222222
"2,4-diene-VPA",C=CC=C(CCC)C(=O)O,,C=CC=C(CCC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,"2,4-diene-VPA",0.4523809523809524
"3,7-Dihydroxyfavone",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)C1OC(Oc2ccc3c(=O)c(O)c(-c4ccccc4)oc3c2)C(O)C(O)C1O,"3,7-Dihydroxyfavone",0.5283018867924528
"3,7-Dihydroxyfavone",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)C1OC(Oc2c(-c3ccccc3)oc3cc(O)ccc3c2=O)C(O)C(O)C1O,"3,7-Dihydroxyfavone",0.5384615384615384
Indole-3-acetic-acid,O=C(O)Cc1c[nH]c2ccccc12,,O=C(Cc1c[nH]c2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O,Indole-3-acetic-acid,0.5
Paeonol,COc1ccc(C(C)=O)c(O)c1,,COc1ccc(C(C)=O)c(OS(=O)(=O)O)c1,Paeonol,0.5714285714285714
8-Hydroxy-7-methoxyisoflavone,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2occ(-c3ccccc3)c(=O)c2c1,8-Hydroxy-7-methoxyisoflavone,0.5689655172413793
"8,14-diOH-efavirenz",OC1=Nc2c(O)cc(Cl)cc2C(C#CC2(O)CC2)(C(F)(F)F)O1,,O=C(O)C1OC(OC2(C#CC3(C(F)(F)F)OC(O)=Nc4c(O)cc(Cl)cc43)CC2)C(O)C(O)C1O,"8,14-diOH-efavirenz",0.5846153846153846
"4p-hydroxy-2,3p,4-trichlorobiphenyl",Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,,O=S(=O)(O)Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,"4p-hydroxy-2,3p,4-trichlorobiphenyl",0.5263157894736842
Hydroxyoxid acid,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13O,,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13OC1OC(C(=O)O)C(O)C(O)C1O,Hydroxyoxid acid,0.5294117647058824
N-Desmethyl-4-OH- atomoxetine,Cc1cc(O)ccc1OC(CCN)c1ccccc1,,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)ccc1OC(CCN)c1ccccc1,N-Desmethyl-4-OH- atomoxetine,0.5254237288135594
cis-6-(2-acetylvinylthio)purine,CC(=O)C=CSc1ncnc2[nH]cnc12,,CC(O)=CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)Sc1ncnc2[nH]cnc12,cis-6-(2-acetylvinylthio)purine,0.3611111111111111
benzoic acid,O=C(O)c1ccccc1,,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,benzoic acid,0.35294117647058826
N-Desmethyl p-hydroxyrosiglitazone,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(O)c[nH]3)cc2)S1,,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(OS(=O)(=O)O)c[nH]3)cc2)S1,N-Desmethyl p-hydroxyrosiglitazone,0.7796610169491526
Tizoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O,Tizoxanide,0.55
epicatechin metabo5,O=C1CCC(Cc2cccc(O)c2)O1,,O=C1CCC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1,epicatechin metabo5,0.509090909090909
carvone metabo6,C=C(C)C1CC=C(C)C(=O)C1O,,C=C(C)C1CC=C(C)C(=O)C1OC1OC(C(=O)O)C(O)C(O)C1O,carvone metabo6,0.46938775510204084
"5,7,2p-Trihydroxyflavone",O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)C(O)C(O)C1O,"5,7,2p-Trihydroxyflavone",0.5471698113207547
Estradiol acetate,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,Estradiol acetate,0.6417910447761194
"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Cn1c(NO)nc2ncc(-c3ccccc3)cc21,,Cn1c(NOS(=O)(=O)O)nc2ncc(-c3ccccc3)cc21,"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",0.6666666666666666
Carboxy celecoxib,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1,Carboxy celecoxib,0.6557377049180327
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2=O,estrone,0.5645161290322581
Carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,COc1ccccc1OCCNCC(COc1cccc2[nH]c3ccccc3c12)OC1OC(C(=O)O)C(O)C(O)C1O,Carvedilol,0.6231884057971014
6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,6-gingerol,0.6031746031746031
6-gingerol,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,,CCCCCC(CC(=O)CCc1ccc(OC)c(O)c1)OC1OC(C(=O)O)C(O)C(O)C1O,6-gingerol,0.59375
O-Desmethylnaproxen,CC(C(=O)O)c1ccc2cc(O)ccc2c1,,CC(C(=O)O)c1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,O-Desmethylnaproxen,0.46808510638297873
O-Desmethylnaproxen,CC(C(=O)O)c1ccc2cc(O)ccc2c1,,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2cc(O)ccc2c1,O-Desmethylnaproxen,0.5319148936170213
O-Desmethylnaproxen,CC(C(=O)O)c1ccc2cc(O)ccc2c1,,CC(C(=O)O)c1ccc2cc(OS(=O)(=O)O)ccc2c1,O-Desmethylnaproxen,0.5789473684210527
O-Desmethylnaproxen,CC(C(=O)O)c1ccc2cc(O)ccc2c1,,CC(C(=O)OS(=O)(=O)O)c1ccc2cc(O)ccc2c1,O-Desmethylnaproxen,0.6052631578947368
4-hydroxycyclopenta[def]chrysene,OC1c2cccc3ccc4c5ccccc5cc1c4c23,,O=S(=O)(O)OC1c2cccc3ccc4c5ccccc5cc1c4c23,4-hydroxycyclopenta[def]chrysene,0.5952380952380952
Rhamnetin,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,,COc1cc(O)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,Rhamnetin,0.5932203389830508
4-Fluorophenol,Oc1ccc(F)cc1,,O=C(O)C1OC(Oc2ccc(F)cc2)C(O)C(O)C1O,4-Fluorophenol,0.24324324324324326
"7,3p-Dihydroxyflavone",O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12,,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4cccc(O)c4)oc3c2)C(O)C(O)C1O,"7,3p-Dihydroxyflavone",0.5660377358490566
Methyl-4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,,CCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,Methyl-4-hydroxybenzoate,0.4318181818181818
13-hydroxyoctadecadienoic acid,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,,CCCCCC(C=CC=CCCCCCCCC(=O)O)OC1OC(C(=O)O)C(O)C(O)C1O,13-hydroxyoctadecadienoic acid,0.5454545454545454
13-hydroxyoctadecadienoic acid,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,,CCCCCC(O)C=CC=CCCCCCCCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,13-hydroxyoctadecadienoic acid,0.5740740740740741
Dihydrodaidzein,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1,,O=C1c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2OCC1c1ccc(O)cc1,Dihydrodaidzein,0.5471698113207547
Aminoflavone M-VI,Cc1c(F)c(NO)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F,,Cc1c(F)c(NO)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(N)c(F)c3)oc2c1F,Aminoflavone M-VI,0.6029411764705882
Etodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)OCC3,Etodolac,0.6461538461538462
fenchone metabo3,CC1(C)C(=O)C2(C)CC1CC2O,,CC1(C)C(=O)C2(C)CC1CC2OC1OC(C(=O)O)C(O)C(O)C1O,fenchone metabo3,0.4444444444444444
FYX-051,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,,N#Cc1cc(-c2nc(-c3ccncc3)n(C3OC(C(=O)O)C(O)C(O)C3O)n2)ccn1,FYX-051,0.375
FYX-051,N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1,,N#Cc1cc(-c2nc(-c3ccncc3)nn2C2OC(C(=O)O)C(O)C(O)C2O)ccn1,FYX-051,0.3968253968253968
"3-Hydroxy-7,4p-dimethoxyflavone",COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2O)cc1,,COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)cc1,"3-Hydroxy-7,4p-dimethoxyflavone",0.5454545454545454
