parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source,tanimoto,set
DB00755,Tretinoin,DBMET03637,"rac-5,6-Epoxy-retinoyl-beta-D-glucuronide",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC12OC1(C)CCCC2(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DB00755,DrugBank Augmented,0.3013698630136986,train
DB00758,Clopidogrel,DBMET01163,Active Metabolite of Clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,COC(=O)C(c1ccccc1Cl)N1CCC(S)=C(CC(=O)O)C1,DB00758,DrugBank Augmented,0.5862068965517241,train
DB00763,Methimazole,DBMET02769,Methimazole Sulfinic Acid Metabolite (Ring),Cn1cc[nH]c1=S,Cn1ccnc1S(=O)O,DB00763,DrugBank Augmented,0.2058823529411764,train
DB00770,Alprostadil,DBMET03613,15-keto-PGE0,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,CCCCCC(=O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O,DB00770,DrugBank Augmented,0.5636363636363636,train
DB00773,Etoposide,DBMET01265,Etoposide ortho-quinone,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COC1=CC(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)=CC(=O)C1=O,DB00773,DrugBank Augmented,0.7088607594936709,train
DB00776,Oxcarbazepine,DBMET02803,"trans-10,11-dihydro-10,11-dihydroxycarbamazepine",NC(=O)N1c2ccccc2CC(=O)c2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21,DB00776,DrugBank Augmented,0.4594594594594595,train
DB00776,Oxcarbazepine,DBMET02805,(R)-MHD glucuronide metabolite,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,NC(=O)N1c2ccccc2CC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc21,DB00776,DrugBank Augmented,0.3684210526315789,train
DB00788,Naproxen,DBMET01259,O-Desmethylnaproxen sulfate,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CC(C(=O)O)c1ccc2cc(OS(=O)(=O)O)ccc2c1,DB00788,DrugBank Augmented,0.6756756756756757,train
DB00788,Naproxen,DBMET01260,O-Desmethylnaproxen acyl glucuronide,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2cc(O)ccc2c1,DB00788,DrugBank Augmented,0.3962264150943396,train
DB00788,Naproxen,DBMET01261,O-Desmethylnaproxen O-glucuronide,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CC(C(=O)O)c1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,DB00788,DrugBank Augmented,0.5434782608695652,train
DB00795,Sulfasalazine,DBMET03576,5'-hydroxysulfapyridine-O-glucuronide,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Nc1ccc(S(=O)(=O)Nc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cn2)cc1,DB00795,DrugBank Augmented,0.3150684931506849,train
DB00806,Pentoxifylline,DBMET03235,"M7, 7-demethylated M1 Pentoxifylline",CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(O)CCCCn1c(=O)c2[nH]cnc2n(C)c1=O,DB00806,DrugBank Augmented,0.4074074074074074,train
DB00808,Indapamide,DBMET01332,Indapamide metabolite M4,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1C(=O)c2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,DrugBank Augmented,0.6666666666666666,train
DB00808,Indapamide,DBMET01335,Indapamide metabolite M3,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Cc1cc2cc(O)ccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,DrugBank Augmented,0.4615384615384615,train
DB00808,Indapamide,DBMET01337,Indapamide metabolite M6,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1CC2=C(C=CC(O)C2O)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,DrugBank Augmented,0.6129032258064516,train
DB00813,Fentanyl,DBMET02570,Hydroxynorfentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,O=C(CCO)N(c1ccccc1)C1CCNCC1,DB00813,DrugBank Augmented,0.4313725490196078,train
DB00814,Meloxicam,DBMET00754,5'-carboxy meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CN1C(C(=O)Nc2ncc(C(=O)O)s2)=C(O)c2ccccc2S1(=O)=O,DB00814,DrugBank Augmented,0.7647058823529411,train
DB00857,Terbinafine,DBMET01178,Carboxyterbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CN(CC=CC#CC(C)(C)C(=O)O)Cc1cccc2ccccc12,DB00857,DrugBank Augmented,0.7446808510638298,train
DB00857,Terbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CC(C)(C#CC=CCNCc1cccc2ccccc12)CO,DB00857,DrugBank Augmented,0.4629629629629629,train
DB00857,Terbinafine,DBMET01180,1-Naphthoic acid,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,O=C(O)c1cccc2ccccc12,DB00857,DrugBank Augmented,0.2291666666666666,train
DB00857,Terbinafine,DBMET01181,1-Naphthalenemethanol,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,OCc1cccc2ccccc12,DB00857,DrugBank Augmented,0.3333333333333333,train
DB00857,Terbinafine,DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CC(C)(C)C#CC=CCNCc1cc(O)c(O)c2ccccc12,DB00857,DrugBank Augmented,0.4035087719298245,train
DB00857,Terbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,CC(C)(C)C#CC=CCNCc1cccc2c(O)c(O)ccc12,DB00857,DrugBank Augmented,0.4210526315789473,train
DB14596,Loteprednol etabonate,DBMET02134,Δ1-cortienic acid (PJ-90),CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)O,DB14596,DrugBank Augmented,0.5671641791044776,train
DB00881,Quinapril,DBMET02776,Quinapril Metabolite PD113413,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,CC1C(=O)N2Cc3ccccc3CC2C(=O)N1C(CCc1ccccc1)C(=O)O,DB00881,DrugBank Augmented,0.4057971014492754,train
DB00949,Felbamate,DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,NC(=O)OCC(COC(N)=O)c1ccccc1,NC(=O)OCC(C=O)c1ccccc1,DB00949,DrugBank Augmented,0.625,train
DB00953,Rizatriptan,DBMET03670,6-Hydroxy rizatriptan sulfate,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CN(C)CCc1c[nH]c2cc(OS(=O)(=O)O)c(Cn3cncn3)cc12,DB00953,DrugBank Augmented,0.5833333333333334,train
DB15465,Benzhydrocodone,DBMET02728,6-β-hydrocodol glucuronide conjugate,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(OC4OC(C(=O)O)C(O)C(O)C4O)CCC4C(C2)N(C)CCC341,DB15465,DrugBank Augmented,0.4939759036144578,train
DB15465,Benzhydrocodone,DBMET02724,6-β-hydromorphol glucuronide conjugate 1,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)CCC3C1C5,DB15465,DrugBank Augmented,0.4457831325301205,train
DB15465,Benzhydrocodone,DBMET02725,6-β-hydromorphol glucuronide conjugate 2,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)CCC3C1C5,DB15465,DrugBank Augmented,0.4022988505747126,train
DB00957,Norgestimate,DB09389,Norgestrel,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,DB00957,DrugBank Augmented,0.5373134328358209,train
DB00959,Methylprednisolone,DBMET02921,Methylprednisolone M14 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC12C=CC(=O)C=C1C(CO)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB00959,DrugBank Augmented,0.5606060606060606,train
DB00959,Methylprednisolone,DBMET02922,Methylprednisolone M15 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC12C=CC(=O)C=C1C(CO)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB00959,DrugBank Augmented,0.5606060606060606,train
DB00959,Methylprednisolone,DBMET02925,Methylprednisolone M10 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1(O)CC2C(C(O)CC3(C)C2CCC3(O)C(O)CO)C2(C)C=CC(=O)C=C12,DB00959,DrugBank Augmented,0.4925373134328358,train
DB00959,Methylprednisolone,DBMET02927,Methylprednisolone M5 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1=CC2C(C(O)CC3(C)C2CCC3(O)C(O)CO)C2(C)C=CC(=O)C=C12,DB00959,DrugBank Augmented,0.3972602739726027,train
DB00959,Methylprednisolone,DBMET02932,Methylprednisolone M8 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1CC2C(C(=O)CC3(C)C2CC(O)C3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DB00959,DrugBank Augmented,0.5223880597014925,train
DB00959,Methylprednisolone,DBMET02933,Methylprednisolone M11 Metabolite,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1CC2C(C(=O)CC3(C)C2CCC3(O)C(O)CO)C2(C)C=CC(=O)C=C12,DB00959,DrugBank Augmented,0.5147058823529411,train
DB00968,Methyldopa,DBMET00704,3-O-methyl-alpha-methyldopamine,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,COc1cc(CC(C)N)ccc1O,DB00968,DrugBank Augmented,0.2888888888888888,train
DB00968,Methyldopa,DBMET00784,3-O-methyl-alpha-methyldopa sulfate,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,COc1ccc(CC(C)(N)C(=O)O)cc1OS(=O)(=O)O,DB00968,DrugBank Augmented,0.5111111111111111,train
DB00968,Methyldopa,DBMET03314,Alpha-methylnorepinephrine,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC(N)C(O)c1ccc(O)c(O)c1,DB00968,DrugBank Augmented,0.2926829268292683,train
DB00190,Carbidopa,DBMET03316,"3,4-Dihydroxyphenylacetone glucuronide",CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(=O)Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,DB00190,DrugBank Augmented,0.2542372881355932,train
DB00973,Ezetimibe,DBMET02117,SCH 57871-glucuronide,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,O=C(CCC1C(=O)N(c2ccc(F)cc2)C1c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccc(F)cc1,DB00973,DrugBank Augmented,0.4027777777777778,train
DB00997,Doxorubicin,DBMET01079,Doxirubicinol hydroxyaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3O,DB00997,DrugBank Augmented,0.5,train
DB00997,Doxorubicin,DBMET00847,Doxorubicinol deoxaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3,DB00997,DrugBank Augmented,0.4166666666666667,train
DB00997,Doxorubicin,DBMET01078,Doxorubicine hydroxyaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,DB00997,DrugBank Augmented,0.6438356164383562,train
DB01006,Letrozole,DBMET00376,"4,4'-methanol-bisbenzonitrile",N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1,DB01006,DrugBank Augmented,0.4375,train
DB01015,Sulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(CO)on2)cc1,DB01015,DrugBank Augmented,0.4489795918367347,train
DB01015,Sulfamethoxazole,DBMET01049,Nitroso-sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(N=O)cc2)no1,DB01015,DrugBank Augmented,0.6923076923076923,train
DB01018,Guanfacine,DBMET02969,Guanfacine 3-glucuronide,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,N=C(N)NC(=O)Cc1c(Cl)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1Cl,DB01018,DrugBank Augmented,0.4528301886792453,train
DB01018,Guanfacine,DBMET02970,Guanfacine 3-sulfate,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,N=C(N)NC(=O)Cc1c(Cl)ccc(OS(=O)(=O)O)c1Cl,DB01018,DrugBank Augmented,0.5581395348837209,train
DB01022,Phylloquinone,DBMET03368,Phylloquinone carboxylic acid metabolite,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C(=O)O,DB01022,DrugBank Augmented,0.7959183673469388,train
DB01026,Ketoconazole,DBMET02654,M6 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)c(O)c2O)CC1,DB01026,DrugBank Augmented,0.7468354430379747,train
DB01026,Ketoconazole,DBMET02656,M12 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)C(=O)C1,DB01026,DrugBank Augmented,0.8289473684210527,train
DB01026,Ketoconazole,DBMET02657,Ketoconazole iminium ion,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CC=[N+](c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DB01026,DrugBank Augmented,0.7407407407407407,train
DB01026,Ketoconazole,DBMET02658,M10 (Ketoconazole),CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)NCCNc1ccc(OCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,DB01026,DrugBank Augmented,0.7088607594936709,train
DB01026,Ketoconazole,DBMET02661,Ketoconazole ketone intermediate,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NCC4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DB01026,DrugBank Augmented,0.7088607594936709,train
DB01026,Ketoconazole,DBMET02665,Ketoconazole dihydroxyl intermediate,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NC(O)C4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DB01026,DrugBank Augmented,0.7567567567567568,train
DB01029,Irbesartan,DBMET01055,Irbesartan derivative M1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CC(O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,DrugBank Augmented,0.6388888888888888,train
DB01029,Irbesartan,DBMET01057,Irbesartan derivative M6,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CC(=O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,DrugBank Augmented,0.7777777777777778,train
DB01039,Fenofibrate,DBMET02799,Reduced Fenofibric Acid Glucuronide,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DB01039,DrugBank Augmented,0.4,train
DB01041,Thalidomide,DBMET00034,5-Hydroxythalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1,DB01041,DrugBank Augmented,0.7105263157894737,train
DB01041,Thalidomide,DBMET01117,2-phthalimidoglutaric acid,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(O)CCC(C(=O)O)N1C(=O)c2ccccc2C1=O,DB01041,DrugBank Augmented,0.2553191489361702,train
DB01041,Thalidomide,DBMET01114,"5,6-dihydroxythalidomide",O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3cc(O)c(O)cc3C2=O)C(=O)N1,DB01041,DrugBank Augmented,0.6944444444444444,train
DB01041,Thalidomide,DBMET03444,"cis,trans-5,5’-dihydroxythalidomide",O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1NC(=O)C(N2C(=O)c3ccc(O)cc3C2=O)CC1O,DB01041,DrugBank Augmented,0.4130434782608695,train
DB01041,Thalidomide,DBMET03446,alpha-aminoglutarimide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,NC1CCC(=O)NC1=O,DB01041,DrugBank Augmented,0.4,train
DB01050,Ibuprofen,DBMET00808,Carboxy-ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(Cc1ccc(C(C)C(=O)O)cc1)C(=O)O,DB01050,DrugBank Augmented,0.7857142857142857,train
DB01060,Amoxicillin,DBMET03000,Amoxicillin M4 Metabolite,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C=O)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,DB01060,DrugBank Augmented,0.7818181818181819,train
DB01065,Melatonin,DBMET00763,6-Hydroxymelatonin sulfate,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1cc2c(CCNC(C)=O)c[nH]c2cc1OS(=O)(=O)O,DB01065,DrugBank Augmented,0.5849056603773585,train
DB01065,Melatonin,DBMET00926,N-Acetyl-5-hydroxytryptamine sulfate,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CC(=O)NCCc1c[nH]c2ccc(OS(=O)(=O)O)cc12,DB01065,DrugBank Augmented,0.7446808510638298,train
DB01065,Melatonin,DBMET00925,N-Acetyl-5-hydroxytryptamine glucuronide,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CC(=O)NCCc1c[nH]c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc12,DB01065,DrugBank Augmented,0.603448275862069,train
DB01065,Melatonin,DBMET00762,6-Hydroxymelatonin glucuronide,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1cc2c(CCNC(C)=O)c[nH]c2cc1OC1OC(C(=O)O)C(O)C(O)C1O,DB01065,DrugBank Augmented,0.492063492063492,train
DB01065,Melatonin,DBMET01360,Pinoline,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc2[nH]c3c(c2c1)CCNC3,DB01065,DrugBank Augmented,0.3584905660377358,train
DB01068,Clonazepam,DBMET03609,3-hydroxy-7-amino-clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,Nc1ccc2c(c1)C(c1ccccc1Cl)=NC(O)C(=O)N2,DB01068,DrugBank Augmented,0.4,train
DB01068,Clonazepam,DBMET03611,glucuronyl-3-hydroxy-clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,O=C1Nc2ccc([N+](=O)[O-])cc2C(c2ccccc2Cl)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,DB01068,DrugBank Augmented,0.4722222222222222,train
DB01068,Clonazepam,DBMET02278,7-acetamido-clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2,DB01068,DrugBank Augmented,0.6,train
DB01076,Atorvastatin,DBMET01266,para-hydroxyatorvastatin lactone,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,DB01076,DrugBank Augmented,0.9298245614035088,train
DB01076,Atorvastatin,DBMET01267,ortho-hydroxyatorvastatin lactone,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,DB01076,DrugBank Augmented,0.8333333333333334,train
DB01076,Atorvastatin,DBMET02422,para-hydroxyatorvastatin glucuronide,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(O)OC1OC(C(=O)O)C(O)C(O)C1O,DB01076,DrugBank Augmented,0.6282051282051282,train
DB01076,Atorvastatin,DBMET02423,ortho-hydroxyatorvastatin glucuronide,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(O)OC1OC(C(=O)O)C(O)C(O)C1O,DB01076,DrugBank Augmented,0.5679012345679012,train
DB01088,Iloprost,DBMET03768,Tetranor-iloprost,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,CC#CCC(C)C(O)C=CC1C(O)CC2CC(C(=O)O)CC21,DB01088,DrugBank Augmented,0.6229508196721312,train
DB01101,Capecitabine,DBMET00656,5’-Deoxy-5-fluorouridine (5'DFUR),CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,DB01101,DrugBank Augmented,0.4426229508196721,train
DB00322,Floxuridine,DBMET03586,5-fluorouridine monophosphate (5-FUMP),O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,O=c1[nH]c(=O)n(C2OC(COP(=O)(O)O)C(O)C2O)cc1F,DB00322,DrugBank Augmented,0.5,train
DB00322,Floxuridine,DBMET03591,5-fluouridine (5-FUR),O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,DB00322,DrugBank Augmented,0.6444444444444445,train
DB01120,Gliclazide,DBMET01328,Carboxygliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccc(C(=O)O)cc1,DB01120,DrugBank Augmented,0.7441860465116279,train
DB01132,Pioglitazone,DBMET01303,Pioglitazone metabolite M-XI,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CC(O)c1ccc(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,DB01132,DrugBank Augmented,0.5161290322580645,train
DB01132,Pioglitazone,DBMET01304,Pioglitazone metabolite M-VI,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,O=C1NC(=O)C(Cc2ccc(OCCc3ccc(C(=O)O)cn3)cc2)S1,DB01132,DrugBank Augmented,0.7307692307692307,train
DB01132,Pioglitazone,DBMET01307,Pioglitazone metabolite M-III,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CC(=O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,DB01132,DrugBank Augmented,0.7647058823529411,train
DB01142,Doxepin,DBMET00834,Didesmethyl doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21,NCCC=C1c2ccccc2COc2ccccc21,DB01142,DrugBank Augmented,0.6923076923076923,train
DB01142,Doxepin,DBMET00845,Doxepin N-oxide glucuronide,CN(C)CCC=C1c2ccccc2COc2ccccc21,C[N+](C)(CCC=C1c2ccccc2COc2ccccc21)OC1OC(C(=O)O)C(O)C(O)C1O,DB01142,DrugBank Augmented,0.4590163934426229,train
DB01142,Doxepin,DBMET00881,Hydroxydoxepin glucuronide,CN(C)CCC=C1c2ccccc2COc2ccccc21,CN(C)CCC=C1c2ccccc2COc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc21,DB01142,DrugBank Augmented,0.5245901639344263,train
DB01142,Doxepin,DBMET00872,Hydroxydesmethyl doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21,CNCCC=C1c2ccccc2COc2ccc(O)cc21,DB01142,DrugBank Augmented,0.52,train
