parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,set
DB00879,Emtricitabine,DBMET02871,5-fluorocytosine,N=c1nc(O)n(C2CSC(CO)O2)cc1F,Nc1nc(=O)[nH]cc1F,train
DB11757,Istradefylline,DBMET02750,4'-O-monodesmethyl istradefylline (M1),CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(C=Cc3ccc(O)c(OC)c3)n2C)n(CC)c1=O,train
DBMET03136,10-hydroxy cethromycin,DBMET03137,10-hydroxy-N-desmethyl cethromycin,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(CO)C2NC(=O)OC12C,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(CO)C2NC(=O)OC12C,train
DBMET01408,Eslicarbazepine [(S)-licarbazepine],DBMET01413,Eslicarbazepine-O-glucuronide,NC(=O)N1c2ccccc2CC(O)c2ccccc21,NC(=O)N1c2ccccc2CC(NC(C=O)CCC(=O)O)c2ccccc21,train
DBMET02413,Dabigatran 1-O-acylglucuronide metabolite,DBMET03387,Dabigatran M690,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3OC(C(=O)NC(N)=O)C(O)C(O)C3O)c3ccccn3)ccc21,train
DBMET03172,Heptanoate,DBMET03173,β-hydroxypentanoate,CCCCCCC(=O)O,CCC(O)CC(=O)O,train
DB01261,Sitagliptin,DBMET02431,Sitagliptin M2 and M5 Metabolites,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C1CC(Cc2cc(F)c(F)cc2F)NC2Cn3c(nnc3C(F)(F)F)CN12,train
DB00446,Chloramphenicol,DBMET03167,Chloramphenicol Base,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,train
DB01275,Hydralazine,DBMET00863,Hydralazine acetone hydrazone,NNc1nncc2ccccc12,CC(C)=NNc1nncc2ccccc12,train
DB01053,Benzylpenicillin,DBMET00758,6-aminopenicillanic acid,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,train
DB00635,Prednisone,DBMET02864,6βhydroxy-prednisone (M-XII),CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,train
DBMET02116,SCH 57871,DBMET02117,SCH 57871-glucuronide,O=C(CCC1C(=O)N(c2ccc(F)cc2)C1c1ccc(O)cc1)c1ccc(F)cc1,O=C(CCC1C(=O)N(c2ccc(F)cc2)C1c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccc(F)cc1,train
DB00115,Cyanocobalamin,DB03614,Mecobalamin,CC1=C2N=C(C=C3N=C(C(C)=C4C(CCC(N)=O)C(C)(CC(N)=O)C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)N4[Co+]C#N)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7C8C(CC(N)=O)C6(C)CCC(=O)NCC(C)OP(=O)([O-])OC6C(CO)OC(C6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(C)[N+]3=C1C(CCC(N)=O)C(C)(CC(N)=O)C83C)C(CCC(N)=O)C4(C)C)C(CCC(N)=O)C2(C)CC(N)=O,train
DB00783,Estradiol,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate",CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2OS(=O)(=O)O,train
DBMET02617,diclofenac o-imine methine,DBMET02618,"2-(2,6-dichlorophenylamino)-benzyl-S-thioether glutathione",C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl,NC(CCC(=O)NC(CSCC1C=CC=CC1=Nc1c(Cl)cccc1Cl)C(=O)NCC(=O)O)C(=O)O,train
DB00184,Nicotine,DBMET00643,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,CN1CCCC1c1cccnc1,CN(CCCC(O)c1cccnc1)N=O,train
DB01093,Dimethyl sulfoxide,DBMET00551,Dimethyl sulfide,C[S+](C)[O-],CSC,train
DBMET01488,Inositol trinicotinate,DBMET01489,Inositol dinicotinate,O=C(OC1C(O)C(O)C(O)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1,O=C(OC1C(O)C(O)C(O)C(O)C1OC(=O)c1cccnc1)c1cccnc1,train
DB00304,Desogestrel,DBMET01370,Desogestrel-17-sulfate,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(OS(=O)(=O)O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,train
DB04573,Estriol,DBMET00577,Estriol-16-Glucuronide,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,CC12CCC3c4ccc(O)cc4CCC3C1CC(OC1OC(C(=O)O)C(O)C(O)C1O)C2O,train
DB01173,Orphenadrine,DBMET00929,N-demethyl orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,CNCCOC(c1ccccc1)c1ccccc1C,train
DBMET03035,Remdesivir Alanine Metabolite (Ala-Met; GS-704277),DBMET03036,Remdesivir Nucleoside Monophosphate,CC(NP(=O)(O)OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)C(=O)O,N#CC1(c2ccc3c(N)ncnn23)OC(COP(=O)(O)O)C(O)C1O,train
DB00385,Valrubicin,DBMET00663,N-trifluoroacetyladriamycinol,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3OC1CC(NC(=O)C(F)(F)F)C(O)C(C)O1,train
DB01294,Bismuth subsalicylate,DB14572,Bismuth cation,O=C1O[Bi](O)Oc2ccccc21,[Bi+3],train
DB00414,Acetohexamide,DBMET00884,Hydroxyhexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,train
DB00583,Levocarnitine,DBMET00521,[3H]-gamma-Butyrobetaine,C[N+](C)(C)CC(O)CC(=O)[O-],C[N+](C)(C)CCCC(=O)O,train
DBMET02999,Amoxicillin M3 Metabolite,DBMET03000,Amoxicillin M4 Metabolite,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C=O)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,train
DB02789,Pregnenolone,DBMET00511,Pregnenolone sulfate,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,train
DB06637,Dalfampridine,DBMET00708,3-hydroxy-4-aminopyridine,Nc1ccncc1,N=c1cc[nH]cc1O,train
DB09079,Nintedanib,DBMET01384,BIBF 1202,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CN1CCN(CC(=O)N(C)c2ccc(NC(=C3C(O)=Nc4cc(C(=O)O)ccc43)c3ccccc3)cc2)CC1,train
DBMET02861,20β-dihydro-prednisone (M-IV),DBMET02862,"17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)",CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,CC12C=CC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,train
DBMET03385,Dabigatran M354,DBMET03386,Dabigatran M396,Cn1c(CN)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,CC(=O)NCc1nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc2n1C,train
DB00322,Floxuridine,DBMET00655,"5,6-Dihydro-5-fluorouracil",O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,O=C1NCC(F)C(=O)N1,train
DB00279,Liothyronine,DBMET00559,Triiodothyronine sulfate,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O,train
DB00627,Niacin,DBMET02629,Niacinamide,O=C(O)c1cccnc1,NC(=O)c1cccnc1,train
DB08816,Ticagrelor,DBMET03171,AR-C133913XX,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(N)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,train
DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)CC1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,train
DB14219,Monomethyl fumarate,DB04272,Citric acid,COC(=O)C=CC(=O)O,O=C(O)CC(O)(CC(=O)O)C(=O)O,train
DB13882,Methyl nicotinate,DBMET00536,Methanol,COC(=O)c1cccnc1,CO,train
DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)OC3OC(C(=O)O)C(C)C(C)C3C)ccc2c1,train
DBMET03070,Lopinavir M3/M4 metabolite(s),DBMET03071,Lopinavir M1 metabolite,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(=O)NC1=O,train
DB01069,Promethazine,DBMET02974,Promethazine Hydroxy Metabolite,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C,train
DB00378,Dydrogesterone,DBMET00695,20-dihydrodydrogesterone,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,C=C1C=C2C=CC3C(CCC4(C)C(C(C)C)CCC34)C2(C)CC1,train
DB09042,Tedizolid phosphate,DB14569,Tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,train
DB00714,Apomorphine,DBMET03130,O-quinone,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1CC1=C3C(=O)C(=O)C=C1,train
DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02883,Acalabrutinib M45 Metabolite,CC(=O)CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC(O)CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,train
DB00754,Ethotoin,DBMET00979,p-Hydroxyl-ethotoin,CCN1C(=O)NC(c2ccccc2)C1=O,CCN1C(=O)NC(c2ccc(O)cc2)C1=O,train
DBMET03036,Remdesivir Nucleoside Monophosphate,DB15686,GS-441524,N#CC1(c2ccc3c(N)ncnn23)OC(COP(=O)(O)O)C(O)C1O,N#CC1(c2ccc3c(N)ncnn23)OC(CO)C(O)C1O,train
DB09229,Aranidipine,DBMET01952,Aranidipine M-3,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)=O)c1-c1ccccc1[N+](=O)[O-],train
DB00573,Fenoprofen,DBMET00744,4'-hydroxyfenoprofen glucuronide,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CC(C(=O)O)c1cccc(Oc2ccc(OC3C(O)C(O)OC(C(=O)O)C3O)cc2)c1,train
DB08911,Trametinib,DBMET03643,Trametinib M3 metabolite,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,Cc1c(=O)n(C)c(Nc2ccc(I)cc2F)c2c(=O)n(C3CC3)c(=O)n(-c3ccc(O)c(N)c3)c12,train
DBMET02078,M3 (Bioallethrin),DBMET02081,M6 (Bioallethrin),C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)O)C2(C)C)CC1=O,C=CC(O)C1=C(C)C(OC(=O)C2C(C=C(C)C(=O)O)C2(C)C)CC1=O,train
DB08906,Fluticasone furoate,DBMET03675,M21 fluticasone furoate,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,train
DB00374,Treprostinil,DBMET03509,Treprostinil metabolite HU5,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21,train
DB13751,Glycyrrhizic acid,DBMET02110,glycyrrhetinic acid,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,train
DB01195,Flecainide,DBMET00905,Meta-O-dealkylated flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCC1CCCCN1)c1cc(O)ccc1OCC(F)(F)F,train
DB09084,Benzydamine,DBMET02061,Benzydamine N-oxide,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,C[N+](C)([O-])CCCOc1nn(Cc2ccccc2)c2ccccc12,train
DB11763,Momelotinib,DBMET03714,Aminoacetonitrile,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,N#CCN,train
DB00836,Loperamide,DBMET03540,Loperamide carbinolamide metabolite,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(CO)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,train
DB00799,Tazarotene,DBMET01005,Tazarotenic acid,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,train
DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03409,Demethyl deoxydaunorubicinol aglycone-4-O-sulfate,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(OS(O)(O)O)c1C3=O,train
DB00190,Carbidopa,DBMET00637,"3,4-Dihydroxyphenylacetone",CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(=O)Cc1ccc(O)c(O)c1,train
DB01224,Quetiapine,DBMET02795,Quetiapine sulfoxide,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,[O-][S+]1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21,train
DBMET03516,N-Methylpyrrolidine,DBMET00960,N-methylpyrrolidine N-oxide,CN1CCCC1,C[N+]1([O-])CCCC1,train
DBMET02660,Ketoconazole epoxide intermediate,DBMET02661,Ketoconazole ketone intermediate,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NC5OC54)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NCC4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,train
DB00230,Pregabalin,DBMET01540,N-methylpregabalin,CC(C)CC(CN)CC(=O)O,CC(C)C(C)C(CN)CC(=O)O,train
DB00175,Pravastatin,DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)O)C21,train
DB11363,Alectinib,DBMET02145,M6 (Alectinib),CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,CCc1cc2c(cc1N1CCC(N)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,train
DBMET01955,4- hydroxyphenelzine,DBMET01954,4-hydroxyphenylacetic acid,NNCCc1ccc(O)cc1,O=C(O)Cc1ccc(O)cc1,train
DB01275,Hydralazine,DBMET02818,Hydrazinophthalazinone,NNc1nncc2ccccc12,NNc1n[nH]c(=O)c2ccccc12,train
DBMET02857,"6β,11β,17α,20α,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)",DBMET02858,"6β,11β,17α,20α,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XVI)",CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,CC12C=CC(=O)CC1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,train
DB09069,Trimetazidine,DBMET03344,3-desmethyltrimetazidine,COc1ccc(CN2CCNCC2)c(OC)c1OC,COc1ccc(CN2CCNCC2)c(OC)c1O,train
DB12473,Taurolidine,DBMET03764,Taurultam,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,O=S1(=O)CCNCN1,train
DB00169,Cholecalciferol,DBMET00609,"(23S)-23,25-dihdroxy-24-oxovitamine D3 23-(beta-glucuronide)",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)C(C)(C)O,train
DB13235,Perboric acid,DB11091,Hydrogen peroxide,O=BOO,OO,train
DBMET02392,Linagliptin M504(2),DBMET02393,Linagliptin M476(1),CC#CCn1c(NCCCC(=O)C(=O)O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(NCCCC(=O)O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,train
DB01577,Metamfetamine,DBMET00540,Norephedrine,CNC(C)Cc1ccccc1,CC(N)C(O)c1ccccc1,train
DB00843,Donepezil,DBMET02730,6-O-desmethyl donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,train
DBMET02760,Methimazole Dihydrodiol Metabolite,DBMET02762,Methimazole N-methyl Thiourea Metabolite,CN1C(S)=NC(O)C1O,CNC(N)=S,train
DB00129,Ornithine,DBMET00502,L-Arginine,NCCCC(N)C(=O)O,N=C(N)NCCCC(N)C(=O)O,train
DB11763,Momelotinib,DBMET03715,Momelotinib M15 metabolite,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,NC(=O)CNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,train
DB00304,Desogestrel,DBMET01367,6-beta-hydroxydesogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CC(O)C4=CCCCC4C3C(=C)CC21CC,train
DB14682,Dextrorphan,DBMET01317,Dextrorphan sulfate,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,CN1CCC23CCCCC2C1Cc1ccc(OS(=O)(=O)O)cc13,train
DB16335,Sulopenem etzadroxil,DB15284,Sulopenem,CCC(CC)C(=O)OCOC(=O)C1=C(SC2CC[S+]([O-])C2)SC2C(C(C)O)C(=O)N12,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CC[S+]([O-])C3)SC12,train
DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)O)ccc2c1,CC(O)CCc1ccc2cc(O)ccc2c1,train
DB16217,Leniolisib,DBMET03654,Leniolisib M9 metabolite,CCC(=O)N1CCC(Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,CCC(=O)N1CCC(Nc2nc[n+]([O-])c3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,train
DB00790,Perindopril,DBMET00986,Perindoprilat glucuronide,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,CCC(NC(C)C(=O)N1C(C(=O)OC2(C(=O)O)OC(C)C(O)C(O)C2O)CC2CCCCC21)C(=O)O,train
DB06409,Morphine glucuronide,DBMET02018,"morphine-3,6-diglucuronide",CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCCC452)C(O)C(O)C1O,train
DBMET02413,Dabigatran 1-O-acylglucuronide metabolite,DBMET03389,Dabigatran M636,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OCC(O)C(O)C(O)C(O)CO)c3ccccn3)ccc21,train
DBMET02413,Dabigatran 1-O-acylglucuronide metabolite,DBMET02416,Dabigatran 4-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3C(C(=O)O)OC(O)C(O)C3O)c3ccccn3)ccc21,train
DB00335,Atenolol,DBMET02487,Atenolol-glucuronide conjugate,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O,train
DB13941,Piperaquine,DBMET01947,M2 (piperaquine),Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,[O-][n+]1ccc(N2CCN(CCCN3CCN(c4ccnc5cc(Cl)ccc45)CC3)CC2)c2ccc(Cl)cc21,train
DBMET03343,2-desmethyltrimetazidine,DBMET03347,2-desmethyltrimetazidine O-glucuronide,COc1ccc(CN2CCNCC2)c(O)c1OC,COc1ccc(CN2CCNCC2)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1OC,train
DB12015,Alpelisib,DBMET02571,Alpelisib M4 Metabolite,Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Cc1nc(NC(=O)N2CCCC2C(=O)O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,train
DB09053,Ibrutinib,DBMET02020,PCI-7503 (M23),C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCNC1,train
DB00132,alpha-Linolenic acid,DBMET03467,Docosahexaenoic acid,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,train
DB00480,Lenalidomide,DBMET03255,N-acetyl-lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CC(=O)Nc1cccc2c1CN(C1CCC(O)=NC1=O)C2=O,train
DB00136,Calcitriol,DBMET00575,Calcitroic acid,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(=O)O)CC(O)CC1O,train
DB06697,Artemether,DBMET00827,Deoxydihydro-artemisinin,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32O4,train
DB01438,Phenazopyridine,DBMET02708,"2,3,6 Triaminopyridine",Nc1ccc(N=Nc2ccccc2)c(N)n1,N=c1ccc(N)c(N)[nH]1,train
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,CCCN=C1SC(=Cc2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,CCCN=C1SC(=Cc2ccc(O)c(Cl)c2)C(O)N1c1ccccc1C,train
DB09348,Propiolactone,DBMET02013,hydracrylic acid derivatives,O=C1CCO1,O=CCCO,train
DB00121,Biotin,DBMET03072,Biotin Holocarboxylase Metabolite,O=C(O)CCCCC1SCC2NC(=O)NC21,NCC(=O)NC(CCCCCNOC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)NCC(=O)O,train
DBMET03200,Monomethyl Auristatin-F,DBMET03203,Monomethyl Auristatin-F M3 Metabolite,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(NC)C(C)C)C(C)C,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(N)C(C)C,train
DB14761,Remdesivir,DBMET03035,Remdesivir Alanine Metabolite (Ala-Met; GS-704277),CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,CC(NP(=O)(O)OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)C(=O)O,train
DB08921,(4R)-limonene,DBMET01190,Uroterpenol,C=C(C)C1CC=C(C)CC1,CC1=CCC(C(C)(O)CO)CC1,train
DB00599,Thiopental,DB00312,Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,train
DB00714,Apomorphine,DBMET03131,Apomorphine 10-glucuronide,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,train
