parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles
DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01938,N-(2-formyl-3-chlorophenyl) anthranilic acid,,DB09216,O=C(OC1OC(O)C(O)C(O)C1O)c1ccccc1Nc1cccc(Cl)c1CO,O=Cc1c(Cl)cccc1Nc1ccccc1C(=O)OC1OC(O)C(O)C(O)C1O
DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01939,N-(2-hydroxymethyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,,DB09216,O=C(OC1OC(O)C(O)C(O)C1O)c1ccccc1Nc1cccc(Cl)c1CO,O=C(OC1OC(O)C(O)C(O)C1O)c1ccccc1Nc1ccc(O)c(Cl)c1CO
DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01940,N-(2-hydroxymethyl-3-chlorophenyl)-4-hydroxy-anthranilic acid,,DB09216,O=C(OC1OC(O)C(O)C(O)C1O)c1ccccc1Nc1cccc(Cl)c1CO,O=C(OC1OC(O)C(O)C(O)C1O)c1ccccc1Nc1cccc(Cl)c1CO
DBMET01888,M1 (Blonanserin),DBMET01889,M2 (Blonanserin),UDP-glucuronosyltransferase 1A1,DB09223,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCC(O)CCC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CCC3)CC1
DBMET01890,M3 (Blonanserin),DBMET01891,M4 (Blonanserin),UDP-glucuronosyltransferase 1A1,DB09223,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCC(O)CC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC3)CC1
DBMET01892,M5 (Blonanserin),DBMET01894,M7 (Blonanserin),Cytochrome P450 3A4,DB09223,Fc1ccc(-c2cc(N3CCNCC3)nc3c2CCCCCC3)cc1,NCCNc1cc(-c2ccc(F)cc2)c2c(n1)CCCCCC2
DBMET01899,M-8,DBMET01900,M-2,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 3A43",DB09227,COC(=O)c1c(C)nc(C)c(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)c1-c1cccc([N+](=O)[O-])c1,COC(=O)c1c(C)nc(C)c(C(=O)O[C@H]2CC[N-]C2)c1-c1cccc([N+](=O)[O-])c1
DBMET01901,M-1,DBMET01902,M-3,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 3A43",DB09227,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CC[N-]C2)[C@H]1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1
DBMET01949,Aranidipine M-1,DBMET01950,Aranidipine M-2,,DB09229,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)O)C1c1ccccc1[N+](=O)[O-],CCC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1ccccc1[N+](=O)[O-]
DBMET01949,Aranidipine M-1,DBMET01951,Aranidipine M-4,,DB09229,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)O)C1c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)O)c1-c1ccccc1[N+](=O)[O-]
DBMET01952,Aranidipine M-3,DBMET01951,Aranidipine M-4,,DB09229,COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)=O)c1-c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)O)c1-c1ccccc1[N+](=O)[O-]
DBMET02937,Levamlodipine M9 metabolite,DBMET02938,Levamlodipine M10 metabolite,,DB09237,CCOC(=O)c1c(COCCN)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,CCOC(=O)c1c(COCCO)nc(C)c(C(=O)OC)c1-c1ccccc1Cl
DBMET02937,Levamlodipine M9 metabolite,DBMET02940,Levamlodipine M4 metabolite,,DB09237,CCOC(=O)c1c(COCCN)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,COC(=O)c1c(C)nc(CO)c(C(=O)O)c1-c1ccccc1Cl
DBMET02058,5'-hydroxytegafur,DB00544,Fluorouracil,,DB09256,O=c1[nH]c(=O)n(C2CCC(O)O2)cc1F,O=c1[nH]cc(F)c(=O)[nH]1
DBMET00443,Dihydroartemisinin (DHA),DBMET03143,Dihydroartemisinin Glucuronide,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB06697,C[C@H]1CCC2[C@H](C)[C@H](O)O[C@H]3OC4(C)CC[C@H]1[C@]23OO4,C[C@@H]1C(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2OC3(C)CC[C@@H]4[C@@H](C)CCC1[C@]24OO3
DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate,"Nucleoside diphosphate kinase A, Nucleoside diphosphate kinase B",DB00300,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)O,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O
DBMET01508,BA 345 Br (Scopolamine Butylbromide),DBMET01510,AD12 (Scopolamine Butylbromide),,DB09300,CCCC[N+]1(C)C2CC(O)CC1C1OC12.[Br-],CCCC[N+]1(C)C2CC3CC1C(O3)C2O.[Br-]
DBMET00449,5-fluorouracil,DBMET02004,5-FUH2,Dihydropyrimidine dehydrogenase [NADP(+)],DB00322,O=c1[nH]cc(F)c(=O)[nH]1,O=C1NCC(F)C(=O)N1
DBMET00449,5-fluorouracil,DBMET01999,5-fluorodeoxyuridine-monophosphate,,DB00322,O=c1[nH]cc(F)c(=O)[nH]1,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F
DBMET00449,5-fluorouracil,DBMET02000,5-fluorouridine-triphosphate,,DB00322,O=c1[nH]cc(F)c(=O)[nH]1,O=c1[nH]c(=O)n(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)cc1F
DBMET01492,m-Iodohippuric acid,DBMET01493,Radioiodide 123,,DB09546,O=C(O)CNC(=O)c1cccc([123I])c1,[123I-]
DBMET03786,Ixazomib M2 metabolite,DBMET03785,Ixazomib M1 metabolite,,DB09570,NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,O=C(O)CNC(=O)c1cc(Cl)ccc1Cl
DBMET03787,Ixazomib M5 metabolite,DBMET03786,Ixazomib M2 metabolite,,DB09570,CC(C)CC(O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,NC(=O)CNC(=O)c1cc(Cl)ccc1Cl
DBMET03787,Ixazomib M5 metabolite,DBMET03783,Ixazomib M6 metabolite,,DB09570,CC(C)CC(O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,CC(C)CC(=O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl
DBMET00596,25-Hydroxyvitamin D2-25-glucuronide,DBMET00608,25-Hydroxyvitamin D2 25-(beta-glucuronide),"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",DB11094,C=C1CCC(O)C/C1=C/C=C1\CCC[C@@]2(C)C1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]12
DBMET01468,Selenodiglutathione,DBMET01458,Hydrogen Selenide,"Glutathione reductase, mitochondrial",DB11127,N[C@@H](CCC(=O)N[C@@H](CS[Se]SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,[SeH2]
DBMET01458,Hydrogen Selenide,DBMET01461,Methyl-selenol,,DB11127,[SeH2],C[SeH]
DBMET01458,Hydrogen Selenide,DBMET01460,Selenophosphate,,DB11127,[SeH2],[O-]P(O)(O)=[Se]
DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine,,DB01452,CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,CN1CC[C@]23c4c5ccc(O)c4OC2[C@@H](O)C=CC3C1C5
DBMET00313,morphine,DB06409,Morphine glucuronide,,DB01452,CN1CC[C@]23c4c5ccc(O)c4OC2[C@@H](O)C=CC3C1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5
DBMET00313,morphine,DBMET00462,morphine-3-glucuronide,,DB01452,CN1CC[C@]23c4c5ccc(O)c4OC2[C@@H](O)C=CC3C1C5,CCCN(C)C(CC)[C@@H]1C=C[C@H](O)[C@@H]2Oc3c(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@H]4O)cccc3[C@H]21.O=CO
DBMET00462,morphine-3-glucuronide,DBMET02018,"morphine-3,6-diglucuronide",,DB00318,CCCN(C)C(CC)[C@@H]1C=C[C@H](O)[C@@H]2Oc3c(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@H]4O)cccc3[C@H]21.O=CO,OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCC[C@@]452)C(O)C(O)C1O
DBMET02091,3-(4-hydroxymethylbenzylidene)camphor,DBMET02092,3-(4-carboxybenzylidene)camphor,"Aldo-keto reductase family 1 member A1, Aldehyde dehydrogenase, mitochondrial",DB11219,CC12CCC(/C(=C\c3ccc(CO)cc3)C1=O)C2(C)C,CC12CCC(/C(=C\c3ccc(C(=O)O)cc3)C1=O)C2(C)C
DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol,,DB11251,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C(=O)O)O2
DBMET01403,ACT-333679,DBMET02144,ACT-333679 glucuronide,"UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B7",DB11362,CC(C)N(CCCCOCC(=O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CC(C)N(CCCCOCC(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
DBMET02050,BMS-798430,DBMET02051,BMS-558364,,DB11586,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(O)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
DBMET01965,DM-6705,DBMET01966,"(4RS,5S)-DM-6720","Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 2D6, Cytochrome P450 2E1",DB11637,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C(N)O1,C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)OC(N)=NC1O
DBMET01965,DM-6705,DBMET01968,DM-6704,Cytochrome P450 3A4,DB11637,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C(N)O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CNC(=O)O1
DBMET01965,DM-6705,DBMET01972,DM-6706,,DB11637,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C(N)O1,C[C@](O)(CNC(N)=O)COc1ccc(N2CCC(Oc3ccc(OC(F)(F)F)cc3)CC2)cc1
DBMET02011,Butanediol mononitrate,DB01955,"1,4-Butanediol",Glutathione S-transferase A1,DB11660,O=[N+]([O-])OCCCCO,OCCCCO
DBMET03172,Heptanoate,DBMET03173,β-hydroxypentanoate,,DB11677,CCCCCCC(=O)[O-],CCC(O)CC(=O)[O-]
DBMET03172,Heptanoate,DBMET03174,β-hydroxybutyrate,,DB11677,CCCCCCC(=O)[O-],CC(O)CC(=O)[O-]
DBMET03172,Heptanoate,DBMET03175,Acetyl Coenzyme A,,DB11677,CCCCCCC(=O)[O-],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DBMET03172,Heptanoate,DBMET03176,Propionyl Coenzyme A,,DB11677,CCCCCCC(=O)[O-],CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DBMET03602,Daprodustat M2 metabolite,DBMET03603,Daprodustat M13 metabolite,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB11682,O=C(O)CNC(=O)C1C(=O)N(C2CCC(O)CC2)C(=O)N([C@H]2CC[C@H](O)CC2)C1O,O=C(O)CNC(=O)C1C(=O)N(C2CC[C@H](O)[C@H](O)C2)C(=O)N([C@H]2CC[C@H](O)CC2)C1O
DBMET03604,Daprodustat M6 metabolite,DBMET03605,Daprodustat M4 metabolite,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB11682,O=C(O)CNC(=O)C1C(=O)N(C2CCC[C@H](O)C2)C(=O)N([C@H]2CCC[C@H](O)C2)C1O,O=C(O)CNC(=O)C1C(=O)N(C2CCC[C@H](O)C2)C(=O)N([C@H]2CC[C@H](O)CC2)C1O
DBMET03100,M14 (AZ12791138),DBMET03099,M15 (AZ13326637),,DB11689,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)O)cc21
DBMET03100,M14 (AZ12791138),DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",,DB11689,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21,NC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DBMET03102,M8 (N-desmethyl selumetinib),DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",,DB11689,O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,NC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DBMET03102,M8 (N-desmethyl selumetinib),DBMET03103,M11 (N-demethylated carboxylic acid selumetinib metabolite),,DB11689,O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,O=C(O)CONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02879,Acalabrutinib M16 Metabolite,,DB11703,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)NCCCC(O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02880,Acalabrutinib M3 Metabolite,,DB11703,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,Nc1nccn2c(C(=O)CCC(=O)O)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12
DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02881,Acalabrutinib M2 Metabolite,,DB11703,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)NCCCC(=O)c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12
DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02883,Acalabrutinib M45 Metabolite,,DB11703,CC(=O)CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC(O)CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DBMET02884,Acalabrutinib M24 Metabolite,,DB11703,CC(=O)CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CCCC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12.O.O
DBMET02885,Acalabrutinib M5 Metabolite (ACP-5530),DBMET02886,Acalabrutinib M7 Metabolite (ACP-5531),,DB11703,C/C(=C/C(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,C/C(=C/C(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12)SC[C@@H](N)C(=O)NCC(=O)O
DBMET02088,α-D-galactose,DBMET02089,galactose-1-phosphate,Galactokinase,DB09301,OCC1O[C@H](O)[C@H](O)C(O)C1O,O=P(O)(O)O[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
DBMET03563,M-I,DBMET03565,M-II,,DB11739,O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,O=C(O)c1c[nH]c(-c2ccccc2F)c1
DBMET02750,4'-O-monodesmethyl istradefylline (M1),DBMET02751,M1 Sulfate Conjugate (M4),,DB11757,CCn1c(=O)c2c(nc(/C=C/c3ccc(O)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(/C=C/c3ccc(OS(=O)(=O)[O-])c(OC)c3)n2C)n(CC)c1=O
DBMET02750,4'-O-monodesmethyl istradefylline (M1),DBMET02752,M1 Glucuronide (M5),,DB11757,CCn1c(=O)c2c(nc(/C=C/c3ccc(O)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)n2C)n(CC)c1=O
DBMET03717,Momelotinib M5 metabolite,DBMET03718,Momelotinib M16 metabolite,,DB11763,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N(CC(=O)O)CC(=O)O)cc3)n2)cc1,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(NCCO)cc3)n2)cc1
DBMET03709,Momelotinib M21 metabolite,DBMET03710,Momelotinib M28 metabolite,,DB11763,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,NC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1
DBMET03709,Momelotinib M21 metabolite,DBMET03712,Momelotinib M8 metabolite,,DB11763,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,NC(=O)CNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1
DBMET03713,Momelotinib M19 metabolite,DBMET03711,Momelotinib M14 metabolite,,DB11763,O=C(O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,O=C(O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1
DBMET03715,Momelotinib M15 metabolite,DBMET03712,Momelotinib M8 metabolite,,DB11763,NC(=O)CNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,NC(=O)CNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1
DBMET03567,Niraparib M1 metabolite,DBMET03568,Niraparib M10 metabolite,UDP-glucuronosyltransferases (UGTs),DB11793,O=C(O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
DBMET01906,Ertugliflozin M2 metabolite,DBMET01907,Ertugliflozin M5a metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827,OC[C@@]12CO[C@@](c3ccc(Cl)c(Cc4ccc(O)cc4)c3)(O1)[C@H](O)[C@@H](O)[C@@H]2O,O=C(O)[C@@H]1OC(OC2[C@H](O)[C@@H](O)[C@@]3(c4ccc(Cl)c(Cc5ccc(O)cc5)c4)OC[C@]2(CO)O3)[C@@H](O)[C@H](O)[C@H]1O
DBMET01906,Ertugliflozin M2 metabolite,DBMET01908,Ertugliflozin M5b metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827,OC[C@@]12CO[C@@](c3ccc(Cl)c(Cc4ccc(O)cc4)c3)(O1)[C@H](O)[C@@H](O)[C@@H]2O,O=C(O)C1OC(O[C@@H]2[C@@H](O)[C@@]3(c4ccc(Cl)c(Cc5ccc(O)cc5)c4)OC[C@](CO)(O3)[C@H]2O)C(O)C(O)C1O
DBMET01923,N-desmethyl apalutamide,DBMET03639,M4 apalutamide,,DB11901,N#Cc1ncc(N2C(=O)C3(CCC3)N(c3ccc(C(N)=O)c(F)c3)C2=S)cc1C(F)(F)F,N#Cc1ncc(N2C(=O)C3(CCC3)N(c3ccc(C(=O)O)c(F)c3)C2=S)cc1C(F)(F)F
DBMET01448,[+]-α-HTBZ,DBMET03700,9-O-desmethyl-dihydrotetrabenazine,Cytochrome P450 2D6,DB11915,COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2,COc1cc2c(cc1O)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2
DBMET01448,[+]-α-HTBZ,DBMET03701,10-O-desmethyl-dihydrotetrabenazine,Cytochrome P450 2D6,DB11915,COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2,COc1cc2c(cc1O)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21
DBMET02746,ENB577c,DBMET02747,ENB579b,,DB11986,C[N+]1([O-])CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,C[N+]1([O-])CCN(c2ccc(C(O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
DBMET02745,ENB577b,DBMET02749,ENB753,,DB11986,C[NH+]1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1O,C[NH+]1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
DBMET02094,R406,DBMET02095,R529,Cytochrome P450 3A4,DB12010,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1O
DBMET02094,R406,DBMET02096,R406 N-glucuronide,UDP-glucuronosyltransferase 1A9,DB12010,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,,DB12016,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(O)N1c1ccccc1C
DBMET03311,Ponesimod M12 Metabolite (ACT-204426),DBMET03312,Ponesimod M13 Metabolite (ACT-338275),,DB12016,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)C(=O)O)c(Cl)c2)C(=O)N1c1ccccc1C,CCC/N=C1\S/C(=C\c2ccc(OCCC(=O)O)c(Cl)c2)C(=O)N1c1ccccc1C
DBMET03311,Ponesimod M12 Metabolite (ACT-204426),DBMET03309,Ponesimod M32 Metabolite,,DB12016,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)C(=O)O)c(Cl)c2)C(=O)N1c1ccccc1C,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,,DB12016,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(O)N1c1ccccc1C
DBMET03309,Ponesimod M32 Metabolite,DBMET03310,Ponesimod M48 Metabolite,,DB12016,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(O)N1c1ccccc1C
DBMET03723,3'-OH-gepirone,DBMET03724,"3',5-di-OH-gepirone",,DB12184,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1O,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1O
DBMET03725,5-OH-gepirone,DBMET03724,"3',5-di-OH-gepirone",,DB12184,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1O
DBMET03725,5-OH-gepirone,DBMET03726,5-OH 1-PP,,DB12184,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,Oc1cnc(N2CCNCC2)nc1
DBMET03729,1-PP,DBMET03726,5-OH 1-PP,,DB12184,c1cnc(N2CCNCC2)nc1,Oc1cnc(N2CCNCC2)nc1
DBMET03402,Fexinidazole sulfoxide metabolite (M1),DBMET03403,Fexinidazole sulfone metabolite (M2),"Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5, Flavin-containing monooxygenase 3, Cytochrome P450 2D6",DB12265,Cn1c([N+](=O)[O-])cnc1COc1ccc(S(C)=O)cc1,Cn1c([N+](=O)[O-])cnc1COc1ccc(S(C)(=O)=O)cc1
