parent_name,child_name,parent_smiles,child_smiles,source
Aripiprazole unnamed metabolite 1,Aripiprazole unnamed metabolite 3,O=C1CCc2ccc(OCCCCN3CC[N+](=C4C=CC(=O)C(Cl)=C4Cl)CC3)cc2N1,O=C1C=CC(=O)C(Cl)=C1Cl,DrugBank
Aripiprazole unnamed metabolite 8,Aripiprazole unnamed metabolite 9,O=C1CCC2=CC(=O)C(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)=CC2N1,N[C@@H](CCC(=O)N[C@@H](CSC1=C2CCC(=O)NC2C=C(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1O)C(=O)NCC(=O)O)C(=O)O,DrugBank
Aripiprazole unnamed metabolite 3,Aripiprazole unnamed metabolite 4,O=C1C=CC(=O)C(Cl)=C1Cl,N[C@@H](CCC(=O)N[C@@H](CSC1=CC(=O)C(Cl)=C(Cl)C1=O)C(=O)NCC(=O)O)C(=O)O,DrugBank
Epoprostenol,"6,15-Diketo-13,14-dihydro-PGF1-alpha",CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,CCCCCC(=O)/C=C/[C@@H]1[C@@H](CC(=O)CCCCC(=O)O)[C@@H](O)C[C@H]1O,DrugBank
Epoprostenol,6-Keto-PGF1-alpha,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CC(=O)CCCCC(=O)O)[C@@H](O)C[C@H]1O,DrugBank
Gemfibrozil,Gemfibrozil 1-beta-glucuronide,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,DrugBank
Gemfibrozil,Gemfibrozil M1 Metabolite,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(CO)cc1OCCCC(C)(C)C(=O)O,DrugBank
Gemfibrozil,Gemfibrozil M2 Metabolite,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1cc(OCCCC(C)(C)C(=O)O)c(C)cc1O,DrugBank
Clomipramine,8-hydroxyclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DrugBank
Clomipramine,clomipramine N-oxide,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccc(Cl)cc21,DrugBank
Clomipramine,8-OH-clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CCc2c(O)cccc21,DrugBank
Clomipramine,10-OH-clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CC(O)c2ccccc21,DrugBank
Clomipramine,2-hydroxyclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DrugBank
Clomipramine,Desmethylclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,DrugBank
Desmethylclomipramine,didesmethylclomipramine,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,NCCCN1c2ccccc2CCc2ccc(Cl)cc21,DrugBank
2-hydroxyclomipramine,2-hydroxydesmethyl clomipramine,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DrugBank
2-hydroxyclomipramine,2-hydroxyclomipramine glucuronide,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CN(C)CCCN1c2cc(Cl)c(O)cc2CCc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cccc21,DrugBank
8-hydroxyclomipramine,8-hydroxyclomipramine glucuronide,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CCc2c1ccc(O)c2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,DrugBank
8-hydroxyclomipramine,8-hydroxydesmethyl clomipramine,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DrugBank
2-hydroxydesmethyl clomipramine,2-hydroxydesmethyl clomipramine glucuronide,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CNCCCN1c2cc(Cl)c(O)cc2CCc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cccc21,DrugBank
8-hydroxydesmethyl clomipramine,8-hyroxydesmethyl clomipramine glucuronide,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,CNCCCN1c2cc(Cl)ccc2CCc2c1ccc(O)c2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,DrugBank
Docetaxel,Hydroxy-Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)CO)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,DrugBank
Olsalazine,Mesalazine,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,Nc1ccc(O)c(C(=O)O)c1,DrugBank
Olsalazine,Olsalazine-O-sulfate,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,O=C(O)c1cc(N=Nc2ccc(OS(=O)(=O)O)c(C(=O)O)c2)ccc1O,DrugBank
Mesalazine,N-acetyl-5-aminosalicylic acid,Nc1ccc(O)c(C(=O)O)c1,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DrugBank
Dasatinib,Dasatinib M4 metabolite,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCNCC2)n1,DrugBank
Dasatinib,Dasatinib M24 metabolite,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3CO)s2)cc(N2CCN(CCO)CC2)n1,DrugBank
Dasatinib,Dasatinib M20 metabolite,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cc(O)cc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DrugBank
Dasatinib,Dasatinib M6 metabolite,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)O)CC2)n1,DrugBank
Lisdexamfetamine,Dextroamphetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,C[C@H](N)Cc1ccccc1,DrugBank
Lisdexamfetamine,Lysine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,NCCCC[C@H](N)C(=O)O,DrugBank
Dextroamphetamine,Norephedrine,C[C@H](N)Cc1ccccc1,C[C@@H](N)[C@@H](O)c1ccccc1,DrugBank
Dextroamphetamine,4-Hydroxy-d-amphetamine,C[C@H](N)Cc1ccccc1,C[C@H](N)Cc1ccc(O)cc1,DrugBank
Dextroamphetamine,Phenylacetone,C[C@H](N)Cc1ccccc1,CC(=O)Cc1ccccc1,DrugBank
4-Hydroxy-d-amphetamine,4-Hydroxy-norephedrine,C[C@H](N)Cc1ccc(O)cc1,C[C@H](N)[C@H](O)c1ccc(O)cc1,DrugBank
Sitagliptin,Sitagliptin M1 Metabolite,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(C[C@@H](Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1,DrugBank
Sitagliptin,Sitagliptin M2 and M5 Metabolites,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C1CC(Cc2cc(F)c(F)cc2F)NC2Cn3c(nnc3C(F)(F)F)CN12,DrugBank
Sitagliptin,Sitagliptin Unnamed Metabolite,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,DrugBank
Sitagliptin Unnamed Metabolite,Sitagliptin M4 Metabolite,O=C(O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,DrugBank
Decitabine,5-aza-2'-deoxycytidine-monophosphate,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])O)O2)c(=O)n1,DrugBank
Decitabine,5-aza-2'-deoxyuridine,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,O=C1NC(O)N=CN1[C@H]1C[C@H](O)[C@@H](CO)O1,DrugBank
5-aza-2'-deoxycytidine-monophosphate,5-aza-2'-deoxycytidine-diphosphate,Nc1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])O)O2)c(=O)n1,Nc1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1,DrugBank
5-aza-2'-deoxycytidine-monophosphate,5-aza-2'-deoxyuridine-monophosphate,Nc1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])O)O2)c(=O)n1,O=c1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])O)O2)c(=O)[nH]1,DrugBank
5-aza-2'-deoxycytidine-diphosphate,5-aza-2'-deoxycytidine-triphosphate,Nc1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1,Nc1ncn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1,DrugBank
Hydralazine,Hydralazine acetone hydrazone,NNc1nncc2ccccc12,CC(C)=NNc1nncc2ccccc12,DrugBank
Hydralazine,Hydralazine pyruvate hydrazone,NNc1nncc2ccccc12,C/C(=N\Nc1nncc2ccccc12)C(=O)O,DrugBank
Hydralazine,Hydralazine pyruvate hydrazone tricyclic dehydration product,NNc1nncc2ccccc12,Cc1nnc2c3ccccc3cnn2c1=O,DrugBank
Hydralazine,Phthalazinone,NNc1nncc2ccccc12,O=c1[nH]ncc2ccccc12,DrugBank
Hydralazine,Phthalazine,NNc1nncc2ccccc12,c1ccc2cnncc2c1,DrugBank
Hydralazine,α-ketoglutarate hydrazone,NNc1nncc2ccccc12,O=C(O)CC/C(=N/Nc1nncc2ccccc12)C(=O)O,DrugBank
Hydralazine,Hydrazinophthalazinone,NNc1nncc2ccccc12,NNc1n[nH]c(=O)c2ccccc12,DrugBank
Hydralazine,Unnamed hydralazine metabolite,NNc1nncc2ccccc12,CC(=O)NNc1nncc2ccccc12,DrugBank
Hydralazine pyruvate hydrazone,Hydralazine pyruvate hydrazone tricyclic dehydration product,C/C(=N\Nc1nncc2ccccc12)C(=O)O,Cc1nnc2c3ccccc3cnn2c1=O,DrugBank
Hydralazine pyruvate hydrazone tricyclic dehydration product,Hydralazine pyruvate hydrazone,Cc1nnc2c3ccccc3cnn2c1=O,C/C(=N\Nc1nncc2ccccc12)C(=O)O,DrugBank
Phthalazine,Phthalazinone,c1ccc2cnncc2c1,O=c1[nH]ncc2ccccc12,DrugBank
α-ketoglutarate hydrazone,Phthalazinone,O=C(O)CC/C(=N/Nc1nncc2ccccc12)C(=O)O,O=c1[nH]ncc2ccccc12,DrugBank
Hydrazinophthalazinone,Acetylhydrazinophthalazinone,NNc1n[nH]c(=O)c2ccccc12,CC(=O)NNc1n[nH]c(=O)c2ccccc12,DrugBank
Unnamed hydralazine metabolite,3-methyl-s-triazolophthalazine,CC(=O)NNc1nncc2ccccc12,Cc1nnc2c3ccccc3cnn12,DrugBank
3-methyl-s-triazolophthalazine,9-hydroxy-methyltriazolophthalazine,Cc1nnc2c3ccccc3cnn12,Cc1nnc2c3ccc(O)cc3cnn12,DrugBank
3-methyl-s-triazolophthalazine,3-hydroxy-methyltriazolophthalazine,Cc1nnc2c3ccccc3cnn12,OCc1nnc2c3ccccc3cnn12,DrugBank
3-hydroxy-methyltriazolophthalazine,Triazolophthalazine,OCc1nnc2c3ccccc3cnn12,c1ccc2c(c1)cnn1cnnc21,DrugBank
Nelarabine,9-β-D-arabinofuranosylguanine,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Nc1nc2c(n[c]n2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,DrugBank
Nelarabine,6-O-methylguanine,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,COc1nc(N)nc2[nH]cnc12,DrugBank
9-β-D-arabinofuranosylguanine,ara-GMP,Nc1nc2c(n[c]n2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,Nc1nc2c(n[c]n2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)[nH]1,DrugBank
6-O-methylguanine,Guanine,COc1nc(N)nc2[nH]cnc12,Nc1nc(=O)c2[nH]cnc2[nH]1,DrugBank
9-β-D-arabinofuranosylguanine,Guanine,Nc1nc2c(n[c]n2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,Nc1nc(=O)c2[nH]cnc2[nH]1,DrugBank
ara-GMP,ara-GTP,Nc1nc2c(n[c]n2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)[nH]1,Nc1nc2c(n[c]n2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)[nH]1,DrugBank
Lumiracoxib,Lumiracoxib metabolite M21,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,DrugBank
Lumiracoxib,Lumiracoxib glucuronide (M24),Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,DrugBank
Lumiracoxib,4'-hydroxylumiracoxib (M23),Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,DrugBank
Lumiracoxib metabolite M21,5-Carboxylumiracoxib (M11),O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl,DrugBank
4'-hydroxylumiracoxib (M23),4'-Carboxylumiracoxib glucuronide (M22),Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,DrugBank
4'-hydroxylumiracoxib (M23),Lumiracoxib metabolite M25,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,DrugBank
4'-hydroxylumiracoxib (M23),Lumiracoxib metabolite M9,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl,DrugBank
Lumiracoxib metabolite M21,Lumiracoxib metabolite M9,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl,DrugBank
5-Carboxylumiracoxib (M11),Lumiracoxib metabolite M15,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cccc1Cl,DrugBank
Lumiracoxib metabolite M25,Lumiracoxib metabolite M25 glucuronide (M20),Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1Cl,DrugBank
Lumiracoxib metabolite M9,4'-Hydroxy-5-carboxylumiracoxib (M5),O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl,DrugBank
5-Carboxylumiracoxib (M11),4'-Hydroxy-5-carboxylumiracoxib (M5),O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl,DrugBank
4'-Hydroxy-5-carboxylumiracoxib (M5),Lumiracoxib metabolite M2,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(OS(=O)(=O)O)cc1Cl,DrugBank
4'-Hydroxy-5-carboxylumiracoxib (M5),Lumiracoxib metabolite M8,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cc(O)cc1Cl,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,DrugBank
Lumiracoxib metabolite M15,Lumiracoxib metabolite M8,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cccc1Cl,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,DrugBank
Lumiracoxib metabolite M8,Lumiracoxib metabolite M4/M6,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cc(OS(=O)(=O)O)cc1Cl,DrugBank
Bismuth subsalicylate,Bismuth cation,O=C1O[Bi](O)Oc2ccccc21,[Bi+3],DrugBank
Fosphenytoin,3-hydroxymethylphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO,DrugBank
Spirapril,Spiraprilat,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,DrugBank
Hexobarbital,3'-OH-(S)-hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)NC(=O)[C@](C)(C2=CC(O)CCC2)C1=O,DrugBank
Hexobarbital,3'-Hydroxyhexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,DrugBank
Hexobarbital,Epoxy-hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)N=C(O)C(C)(C23CCCCC2O3)C1=O,DrugBank
3'-Hydroxyhexobarbital,3'-Oxohexobarbital,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,CN1C(=O)NC(=O)C(C)(C2=CC(=O)CCC2)C1=O,DrugBank
Epoxy-hexobarbital,Hexobarbital dihydrodiol derivative,CN1C(=O)N=C(O)C(C)(C23CCCCC2O3)C1=O,CN1C(=O)NC(=O)C(C)(C2(O)CCCCC2O)C1=O,DrugBank
3'-Oxohexobarbital,Hexobarbital glutathione conjugate derivative,CN1C(=O)NC(=O)C(C)(C2=CC(=O)CCC2)C1=O,CN1C(=O)NC(=O)C(C)(C2(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C2)C1=O,DrugBank
Mestranol,Ethinylestradiol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,DrugBank
Mestranol,17beta-Ethinylestradiol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,DrugBank
Ephedrine,Norephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,C[C@@H](N)[C@@H](O)c1ccccc1,DrugBank
Ephedrine,"1,2-dihydroxypropylbenzene",CN[C@@H](C)[C@H](O)c1ccccc1,C[C@H](O)[C@H](O)c1ccccc1,DrugBank
Colchicine,2-Demethylcolchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2,DrugBank
Colchicine,3-Desmethylchochicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,COc1c(O)cc2c(c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N=C(C)O)CC2,DrugBank
Colchicine,Colchiceine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,DrugBank
Drospirenone,"4,5-dihydro-drospirenone-3-sulfate",C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,C[C@]12CCC(S(=O)(=O)O)CC1[C@@H]1C[C@@H]1C1C2CC[C@@]2(C)C1[C@@H]1C[C@@H]1C21CCC(=O)O1,DrugBank
Danazol,Ethisterone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DrugBank
Danazol,17-hydroxymethylethisterone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)[C@H](CO)C[C@]4(C)[C@H]3CC[C@@]21C,DrugBank
Bambuterol,Terbutaline,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,DrugBank
Tiotropium,Dithienylglycolic Acid,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,DrugBank
,N-methylscopine,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,DrugBank
Cefepime,N-Methylpyrrolidine,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CN1CCCC1,DrugBank
N-Methylpyrrolidine,N-methylpyrrolidine N-oxide,CN1CCCC1,C[N+]1([O-])CCCC1,DrugBank
Acenocoumarol,6-Hydroxy-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cccc(O)c2oc1=O,DrugBank
Acenocoumarol,7-Hydroxy-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccc(O)cc2oc1=O,DrugBank
Acenocoumarol,8-Hydroxy-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cc(O)ccc2oc1=O,DrugBank
Testosterone propionate,Testosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,DrugBank
Testosterone,Dihydrotestosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,DrugBank
Dihydrotestosterone,3-alpha-Androstanediol glucuronide,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,C[C@]12CC[C@@H](O[C@H]3OC(C(=O)O)[C@@H](O)C(O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,DrugBank
Aminophenazone,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CN(C)c1c[nH]n(-c2ccccc2)c1=O,DrugBank
Aminophenazone,N-Desmethylaminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CNc1c(C)n(C)n(-c2ccccc2)c1=O,DrugBank
Aprindine,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccc(O)cc2C1,DrugBank
Aprindine,p-Hydroxyphenylaprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccc(O)cc1)C1Cc2ccccc2C1,DrugBank
Aprindine,Desethylaprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCNCCCN(c1ccccc1)C1Cc2ccccc2C1,DrugBank
